Country,Year,Domestic credit to private sector (% of GDP),GDP growth (annual %),Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),GDP per capita (constant LCU),GDP (constant LCU),GDP per capita (constant 2015 US$),Gross fixed capital formation (constant LCU),GDP per capita (current LCU),General government final consumption expenditure (% of GDP),Trade (% of GDP),"Inflation, GDP deflator (annual %)"
Argentina,2002.0,15.3318584,-10.89448483,-37.59448849,-36.44757799,10790.86422,4.08812E+11,8895.319642,41513544500,8250.752778,12.2352473,41.75272436,30.55520405
Argentina,2003.0,10.76270592,8.837040796,40.19152836,38.1661814,11623.83581,4.44939E+11,9581.969792,57357679200,9820.468401,11.43805679,40.64474803,10.49570302
Argentina,2004.0,9.682518196,9.029573301,29.61340872,34.4252037,12545.39177,4.85115E+11,10341.64341,77103177100,12545.39176,11.11463607,40.69264611,18.36335425
Argentina,2005.0,10.65349292,8.85165992,14.79633156,15.8283724,13515.46382,5.28056E+11,11141.31067,89307355100,14909.92329,12.14186124,40.55127097,10.3175112
Argentina,2006.0,11.91026166,8.0471515,6.86650709,14.47281602,14452.75876,5.70549E+11,11913.95853,1.02233E+11,18134.78668,12.42941537,40.43347987,13.74105249
Argentina,2007.0,13.09854135,9.007650875,20.33006024,20.45319872,15596.86958,6.21943E+11,12857.09258,1.23142E+11,22494.17387,12.9893239,40.94517062,14.93992502
Argentina,2008.0,12.31394671,4.057233103,6.683445417,8.695434681,16069.42126,6.47176E+11,13246.63489,1.3385E+11,28545.77853,13.63351326,40.40267338,23.17116498
Argentina,2009.0,12.41620754,-5.918525076,-23.07154382,-22.57285258,14965.7806,6.08873E+11,12336.86194,1.03636E+11,30673.45643,15.90389675,34.05712691,15.37764937
Argentina,2010.0,12.69010625,10.12539816,32.54212125,26.25458379,16439.0564,6.70524E+11,13551.33919,1.30846E+11,40739.98408,15.16371789,34.97101326,20.91512427
Argentina,2011.0,14.00871512,6.003951693,16.09273993,17.37796231,17226.27072,7.10782E+11,14200.26989,1.53584E+11,52810.11674,15.68895652,35.206155,23.70347218
Argentina,2012.0,15.21281502,-1.026420454,-11.18506718,-7.075201179,16856.71822,7.03486E+11,13895.63371,1.42718E+11,63208.89269,16.64543781,30.52654237,22.31488067
Argentina,2013.0,15.72909201,2.405323781,4.669025524,2.339489671,17070.0712,7.20407E+11,14071.50868,1.46057E+11,79338.28508,16.8062378,29.333929,23.94879842
Argentina,2014.0,13.82376925,-2.512615321,-6.223530585,-6.755547481,16459.20496,7.02306E+11,13567.94842,1.3619E+11,107315.2117,16.94987574,28.40679365,40.28297163
Argentina,2015.0,14.41423304,2.731159828,4.556709021,3.462504748,16727.43474,7.21487E+11,13789.06042,1.40905E+11,138053.3152,18.09837976,22.48622609,26.5799916
Bahrain,1997.0,45.00062644,3.092999787,..,..,7637.103133,4984301900,20566.55701,..,3657.895817,19.48225948,148.5820781,0.931715111
Bahrain,1998.0,50.07096469,4.790002789,..,..,7766.802035,5223050100,20915.83341,..,3457.480029,20.76469829,128.4891015,-7.057410565
Bahrain,1999.0,52.31974502,4.29999896,..,..,7870.801132,5447641200,21195.90078,..,3596.851906,20.81542562,141.8316988,2.656433743
Bahrain,2000.0,40.51178965,5.300070056,..,..,8063.018489,5736370000,21713.53805,857160000,4789.779068,16.20882426,135.8091353,29.99127655
Bahrain,2001.0,41.8156768,2.490948108,-0.252897347,-9.443977787,8050.946448,5879260000,21681.0283,776210000,4621.729063,17.26048503,127.0262663,-3.36382792
Bahrain,2002.0,44.53830714,3.348550668,-0.607654349,36.01473828,8119.651381,6076130000,21866.04923,1055760000,4820.318472,17.66902494,131.1336342,3.414349556
Bahrain,2003.0,42.125486,6.296441979,19.01991167,15.22599833,8298.953044,6458710000,22348.90481,1216510000,5350.591579,17.31598197,128.0915822,8.602580618
Bahrain,2004.0,43.94291963,6.980960594,13.74243887,-3.339060098,8290.337404,6909590000,22325.70308,1175890000,5932.514329,15.43849076,140.73731,10.99108462
Bahrain,2005.0,43.68435091,6.768997871,28.0962392,30.81325634,8179.541224,7377300000,22027.33131,1538220000,6657.168422,14.05673324,148.3135251,13.73496783
Bahrain,2006.0,44.87775572,6.467000122,23.96331011,24.30341564,8089.128418,7854390000,21783.85153,1912060000,7165.732388,12.71122009,147.1041811,8.842436716
Bahrain,2007.0,53.11805426,8.293960448,29.45419419,37.70331475,8174.501121,8505830000,22013.75842,2632970000,7852.21406,12.09977872,137.7850506,8.435632695
Bahrain,2008.0,64.21337912,6.245010775,18.20836727,18.59724949,8138.944452,9037020000,21918.00506,3122630000,8706.588865,11.29301873,145.8825111,11.36509192
Bahrain,2009.0,71.43726731,2.539885936,-28.81573719,-29.44377016,7856.650498,9266550000,21157.79342,2203210000,7312.516904,13.97822783,117.9637254,-12.99394121
Bahrain,2010.0,67.69726288,4.334299173,18.75407947,14.29368966,7966.242188,9668190000,21452.92152,2518130000,7966.242188,12.927549,120.4723945,7.441125966
Bahrain,2011.0,69.55268022,1.983515012,-11.52112687,-12.48902956,8134.763716,9859960000,21906.74643,2203640000,8926.825606,13.83595194,174.155268,9.736753496
Bahrain,2012.0,69.14357182,3.72810843,8.646328245,9.841897951,8349.436176,10227550000,22484.85482,2420520000,9438.625107,15.44231232,185.8846506,3.014765852
Bahrain,2013.0,69.63066129,5.41683981,15.99809148,16.9195049,8545.447196,10781560000,23012.70834,2830060000,9697.314597,15.55222627,191.8725541,0.384140011
Bahrain,2014.0,63.87876799,4.350390853,4.86623381,5.866306721,8580.816301,11250600000,23107.95659,2996080000,9574.749797,16.12526267,175.5678369,-1.670883004
Bahrain,2015.0,73.89610657,2.485378558,-8.610467284,-8.527809671,8464.770927,11530220000,22795.44886,2740580000,8571.08877,17.6852499,154.931375,-9.255156915
Brazil,1997.0,40.85223717,3.394845986,8.906325044,8.418114381,15261.83937,2.57233E+12,6689.198607,5.10322E+11,5648.815174,19.5352948,16.57620926,7.729023412
Brazil,1998.0,29.53226057,0.338097901,5.34064364,-0.16384079,15090.22877,2.58103E+12,6613.98242,5.09486E+11,5860.337745,20.07053158,16.43858493,4.924361585
Brazil,1999.0,29.8269102,0.467937566,-4.916558973,-8.875302374,14947.04575,2.59311E+12,6551.225917,4.64267E+11,6269.72029,19.78269077,20.98216648,8.010500883
Brazil,2000.0,31.14098578,4.387949447,6.15691374,4.813191591,15391.10914,2.70689E+12,6745.856994,4.86613E+11,6817.914984,18.76784574,22.63976136,5.606065141
Brazil,2001.0,29.00403802,1.389896401,-0.167061116,1.304475513,15400.28978,2.74451E+12,6749.880827,4.92961E+11,7383.096236,19.34329501,26.93628502,8.225094321
Brazil,2002.0,29.64514194,3.053461859,-5.770137281,-1.443774805,15671.37226,2.82832E+12,6868.695117,4.85844E+11,8249.194378,19.80966235,27.6183574,9.798112238
Brazil,2003.0,27.68566994,1.140828998,0.101443665,-3.984512367,15663.3351,2.86058E+12,6865.172461,4.66485E+11,9406.763336,19.07747849,28.14038472,14.09102152
Brazil,2004.0,29.37277026,5.759964637,10.58193549,8.486963398,16377.86229,3.02535E+12,7178.346659,5.06076E+11,10598.36271,18.46758392,29.67825248,7.752060763
Brazil,2005.0,31.83978416,3.202132061,-0.558476069,1.956301802,16714.52096,3.12223E+12,7325.902707,5.15976E+11,11619.99723,18.89000143,27.08679521,7.431224753
Brazil,2006.0,35.42516667,3.961988711,9.401791008,6.660788316,17190.54417,3.24593E+12,7534.541633,5.50344E+11,12760.51912,19.03891693,26.04169989,6.774274119
Brazil,2007.0,40.69093794,6.069870607,18.99996334,11.9524079,18046.77594,3.44295E+12,7909.824337,6.16123E+11,14258.67878,18.94298761,25.29261137,6.439038087
Brazil,2008.0,45.78225599,5.094195447,13.80181794,12.28695793,18779.78583,3.61834E+12,8231.099426,6.91826E+11,16140.37313,18.83939288,27.25756942,8.778552724
Brazil,2009.0,47.49428984,-0.125812002,-13.6597338,-2.133874813,18578.23397,3.61379E+12,8142.760111,6.77064E+11,17134.90311,19.6506384,22.1059756,7.313482746
Brazil,2010.0,52.76465763,7.528225818,27.01765863,17.85392143,19790.05802,3.88585E+12,8673.897385,7.97946E+11,19790.05802,19.01685785,22.77217811,8.423338337
Brazil,2011.0,58.0784911,3.974423079,6.432587225,6.834046414,20386.4109,4.04029E+12,8935.276286,8.52478E+11,22082.27329,18.66925693,23.93440518,8.318592219
Brazil,2012.0,62.5192932,1.921175986,-1.570760137,0.778776996,20591.83539,4.11791E+12,9025.312958,8.59117E+11,24076.48369,18.53010326,25.11427361,7.943126941
Brazil,2013.0,64.23057382,3.004822669,6.126050521,5.827201091,21027.1996,4.24164E+12,9216.131219,9.09179E+11,26430.55868,18.892479,25.78595733,7.504564533
Brazil,2014.0,66.02851039,0.50395574,-4.546898306,-4.224068653,20952.65506,4.26302E+12,9183.45867,8.70775E+11,28403.43528,19.15353871,24.68540582,7.846709744
Brazil,2015.0,66.82970064,-3.545763393,-18.76599918,-13.94650021,20039.4719,4.11186E+12,8783.214413,7.49332E+11,29220.91453,19.77681995,26.95362594,7.566175012
Bulgaria,1997.0,8.546145914,-14.11538106,887.5752033,150.4734767,6484.049697,53895862000,3678.267357,4268574000,2289.725854,12.14316755,86.46373647,913.2131031
Bulgaria,1998.0,8.944892672,3.789122067,82.64605263,32.62717245,6774.796149,55938042000,3843.201809,5661289000,3204.64137,18.3452571,77.04520303,33.95102766
Bulgaria,1999.0,11.47815096,-8.396091161,10.70971219,22.38580295,6240.869512,51241433000,3540.316265,6928614000,3050.064892,19.60650301,90.07496166,3.319138005
Bulgaria,2000.0,11.95557457,4.587225342,5.331779231,16.47925545,6559.469372,53591993000,3721.05138,8070398000,3442.385301,19.78511197,77.74570416,7.380839024
Bulgaria,2001.0,14.33799895,3.823703664,17.3360742,19.83174807,6947.210076,55641192000,3941.008666,9670899000,3868.914798,19.3684559,79.08136875,6.117733099
Bulgaria,2002.0,18.77728457,5.871930278,7.308757929,8.135644887,7516.548914,58908404000,4263.982819,10457689000,4347.07313,19.17815384,75.26961101,3.848379586
Bulgaria,2003.0,25.89516908,5.237154278,16.50809811,12.85309785,7973.108784,61993528000,4522.979796,11801826000,4712.073331,20.11058982,79.01388537,2.189410203
Bulgaria,2004.0,33.144639,6.510426379,10.7717969,13.78639204,8556.533486,66029571000,4853.944569,13428872000,5339.127184,19.36190989,93.06389796,5.581556726
Bulgaria,2005.0,39.06344566,7.056347526,24.18101087,26.73358567,9229.547647,70688847000,5235.73159,17018891000,6138.844743,18.15356665,99.71421121,6.594260652
Bulgaria,2006.0,42.45044567,6.802589382,20.74842382,12.95050306,9932.548413,75497519000,5634.529392,19222923000,7052.793164,18.14694053,111.0474628,6.756474507
Bulgaria,2007.0,58.45850745,6.591380837,13.80078042,13.05581362,10665.37351,80473848000,6050.245919,21732632000,8415.062122,16.68832576,123.5325577,11.11707486
Bulgaria,2008.0,66.92029488,6.116017964,16.62124732,21.96625333,11397.39042,85395643000,6465.503985,26506477000,9722.583373,17.14982579,124.6887475,8.117250635
Bulgaria,2009.0,68.95856758,-3.271854279,-24.17099534,-17.67291066,11095.74242,82601622000,6294.385308,21822011000,9830.347952,16.73935743,92.6926456,3.857119564
Bulgaria,2010.0,68.21070317,1.541801443,-17.88335573,-17.64090853,11341.22807,83875175000,6433.644244,17972410000,10124.62642,16.50446634,103.4115842,0.76423202
Bulgaria,2011.0,65.28045812,2.10120575,-3.273788152,-4.402820768,11654.02048,85637565000,6611.08491,17181117000,11039.85097,15.85032827,117.4562893,6.112979908
Bulgaria,2012.0,65.78083935,0.754930386,3.085385659,1.820713985,11810.20966,86284069000,6699.687801,17493936000,11312.23268,15.79052344,123.9935614,1.112136794
Bulgaria,2013.0,66.19618827,-0.560493966,-5.32370724,0.544354341,11809.92345,85800452000,6699.525442,17589165000,11320.09886,17.08486874,129.7326591,0.071962013
Bulgaria,2014.0,59.22470794,0.966869032,6.87086691,3.478317476,11992.07828,86630030000,6802.858113,18200972000,11648.81274,16.83265399,130.2872904,1.340740195
Bulgaria,2015.0,54.777248,3.428054914,1.273733396,2.656017492,12482.5672,89599755000,7081.102336,18684393000,12482.5672,16.08416117,126.7009424,2.946785657
China,1997.0,96.72581944,9.236779892,5.048260111,..,11133.29918,1.36948E+13,1787.767071,..,6480.502774,13.75263695,34.53301736,1.616568742
China,1998.0,105.1932233,7.845951788,8.518410339,..,11892.15204,1.47693E+13,1909.622429,..,6859.900646,14.94601068,32.42430463,-0.900251629
China,1999.0,110.3835246,7.661651501,6.326912544,..,12692.9084,1.59009E+13,2038.206581,..,7229.332283,16.36569096,33.52416176,-1.263058939
China,2000.0,111.1229709,8.490093406,7.277174445,..,13662.4686,1.72508E+13,2193.896982,..,7942.069169,16.83842985,39.41101485,2.062792614
China,2001.0,110.0445907,8.335733478,21.10934053,..,14694.21107,1.86888E+13,2359.572509,..,8716.682238,16.41343935,38.52735928,2.047049457
China,2002.0,117.4986986,9.13363079,13.02496843,..,15929.24188,2.03958E+13,2557.891746,..,9506.20312,16.07042441,42.74740363,0.602099078
China,2003.0,125.6714326,10.03803048,23.79064406,..,17419.38688,2.24431E+13,2797.176806,..,10666.1002,15.31420932,51.803988,2.603177719
China,2004.0,118.636103,10.11362138,19.20499378,..,19067.5324,2.4713E+13,3061.833333,..,12486.94411,14.62534231,59.50552422,6.95199268
China,2005.0,111.8429248,11.39459181,10.67470541,..,21115.64759,2.75289E+13,3390.716338,..,14368.03172,14.79766254,62.20789287,3.903744269
China,2006.0,109.1583872,12.72095567,15.38672313,..,23669.22719,3.10308E+13,3800.765996,..,16737.99597,14.82051595,64.4788839,3.926549397
China,2007.0,105.7875085,14.23086093,17.51052475,..,26896.72052,3.54468E+13,4319.031624,..,20494.37726,14.62676193,62.19336348,7.749686493
China,2008.0,102.0035662,9.65067892,13.89817926,..,29341.70775,3.88676E+13,4711.643697,..,24100.20819,14.48561439,57.61271534,7.795346037
China,2009.0,124.4080089,9.398725632,20.86683049,..,31940.19404,4.25207E+13,5128.904397,..,26179.53996,14.75297613,45.18487038,-0.209533361
China,2010.0,126.5794942,10.63587106,15.87935008,..,35167.05838,4.70431E+13,5647.069024,..,30807.93268,14.58702058,50.71707766,6.881380253
China,2011.0,123.0959272,9.550832179,8.826938372,..,38315.8521,5.15362E+13,6152.697196,..,36277.13632,15.23886494,50.74090459,8.075684467
China,2012.0,128.922639,7.863736449,7.502720386,..,41049.50567,5.55888E+13,6591.66284,..,39771.37281,15.75607839,48.26752237,2.331217576
China,2013.0,134.3192514,7.766150098,9.368834224,..,43943.79718,5.99059E+13,7056.423462,..,43496.61318,15.88401589,46.74437558,2.163370027
China,2014.0,140.236887,7.425763656,7.472976215,..,46910.3376,6.43544E+13,7532.785697,..,46911.71873,15.81704465,44.90521595,1.031063688
China,2015.0,152.5944998,7.041328879,3.560256259,..,49922.32676,6.88858E+13,8016.446016,..,49922.32676,16.21788677,39.46416934,-0.002944094
Colombia,1997.0,36.47584514,3.430293678,-0.644834384,-2.010556935,11642034.47,4.34154E+14,4246.156656,8.37745E+13,3263640.385,19.92131364,35.59706809,16.83985293
Colombia,1998.0,35.21855052,0.56978409,-6.308135948,-6.300895139,11507039.27,4.36628E+14,4196.920349,7.84959E+13,3702345.278,20.30693579,35.90892305,14.77304541
Colombia,1999.0,31.65418344,-4.204015244,-38.6299754,-34.55635249,10840264.41,4.18272E+14,3953.729994,5.13706E+13,3928077.631,22.16059307,36.14927931,12.62294083
Colombia,2000.0,20.94747439,2.924861483,12.26330423,-2.018854111,10978053.13,4.30506E+14,4003.985169,5.03335E+13,5317615.252,16.47285056,32.66708547,33.67537051
Colombia,2001.0,21.9066126,1.677898308,8.423959115,9.721867171,10987766.93,4.37729E+14,4007.52805,5.52269E+13,5669253.192,16.56623172,33.90111179,6.518448292
Colombia,2002.0,21.52330896,2.503980466,10.07036747,11.1181007,11091347.87,4.4869E+14,4045.306747,6.1367E+13,6064238.315,16.04089303,32.98263921,5.968190573
Colombia,2003.0,21.07623501,3.918271904,11.3551032,11.4859623,11356480.78,4.66271E+14,4142.007703,6.84156E+13,6633228.024,15.61034717,36.51618352,6.829014842
Colombia,2004.0,22.19913866,5.333022067,11.18320332,11.13012733,11792499.03,4.91137E+14,4301.035042,7.60304E+13,7389550.989,15.68159812,35.86342693,7.283033407
Colombia,2005.0,22.75271861,4.828761108,11.47280672,13.03113944,12194257.16,5.14853E+14,4447.566818,8.5938E+13,8004511.505,13.95617207,37.42269749,4.753196107
Colombia,2006.0,27.3293272,6.716868698,16.93380996,18.7716726,12845396.77,5.49435E+14,4685.054586,1.0207E+14,8921628.199,13.8806197,39.64135596,5.807660873
Colombia,2007.0,30.56656822,6.738194691,15.79705143,19.8912511,13541983.06,5.86457E+14,4939.117957,1.22373E+14,9894708.384,13.73002945,37.0988971,5.202033812
Colombia,2008.0,31.34288213,3.283446186,9.083321978,-2.715468281,13824230.81,6.05713E+14,5042.061146,1.1905E+14,10876425.78,13.14394591,39.16764942,7.677382915
Colombia,2009.0,30.05884981,1.139648645,-6.295573425,4.455270895,13824460.61,6.12616E+14,5042.144959,1.24354E+14,11318656.39,13.80414455,35.15612851,4.064225467
Colombia,2010.0,32.35295864,4.494658971,9.562094879,7.104717178,14283948.98,6.40151E+14,5209.732471,1.33189E+14,12139831.51,13.76024703,34.26460317,3.804860291
Colombia,2011.0,34.95997389,6.947891982,18.51592739,12.21196946,15110232.54,6.84628E+14,5511.099853,1.49454E+14,13662282.99,13.34926166,39.47042355,6.386803373
Colombia,2012.0,37.74485153,3.912635767,2.886713035,3.334136256,15539044.17,7.11415E+14,5667.498751,1.54437E+14,14558143.58,13.47547738,38.83515102,3.616655063
Colombia,2013.0,39.48369169,5.13399352,7.806624218,8.479833201,16175875.52,7.47939E+14,5899.76792,1.67533E+14,15443879.08,14.09732346,37.9866488,1.907676432
Colombia,2014.0,42.3846057,4.499030001,11.95356021,9.206544382,16744288.26,7.81589E+14,6107.08302,1.82957E+14,16343970.74,14.24375052,37.48746564,2.235632376
Colombia,2015.0,46.9053936,2.955901375,-1.151224856,2.808310149,17077602.82,8.04692E+14,6228.651622,1.88095E+14,17077602.82,14.81162979,38.36076412,2.449328421
Croatia,1997.0,234.7601572,6.178523866,32.57874185,27.5349844,7551.537294,34245617504,8378.527971,6532922469,4332.565949,22.24593705,74.8939322,6.881205279
Croatia,1998.0,260.6824798,2.250935461,-8.596574342,2.404228839,7726.262402,35016464252,8572.387731,6689988875,4795.123514,23.18899533,64.9968925,8.173413394
Croatia,1999.0,237.527108,-0.840291073,-4.76297263,-0.061660783,7694.510285,34722224029,8537.158348,6685863775,4942.417538,24.10292666,66.28142854,3.497081393
Croatia,2000.0,238.1797782,2.95879822,-2.908382676,-1.742130835,8000.709123,35749584575,8876.889906,6569387281,5361.964558,22.17782449,74.55105619,4.336679239
Croatia,2001.0,271.0598605,3.112461508,9.289784645,4.303969574,8573.336253,36862276635,9512.227088,6852131711,5989.094906,20.14244183,79.40718192,4.23555426
Croatia,2002.0,321.6132364,5.823015627,19.71397765,11.12732314,9067.2234,39008772764,10060.20124,7614590548,6577.459848,19.92803156,81.11819851,3.841882302
Croatia,2003.0,336.1136881,5.595353104,20.48916245,20.98582827,9571.841082,41191451341,10620.08107,9212575444,7242.405843,19.34347436,81.45335245,4.304606412
Croatia,2004.0,356.5089169,4.182653826,1.586920128,2.827904935,9969.415778,42914347157,11061.19532,9473098320,7816.836494,19.42493321,81.58105511,3.62724228
Croatia,2005.0,387.3347042,4.30869993,5.981515736,3.570138977,10385.58972,44763397603,11522.94567,9811301095,8396.786529,19.3041338,81.43782718,3.114711564
Croatia,2006.0,436.6106984,4.918058758,14.67997134,8.400515377,10893.79626,46964887799,12086.80738,10635500953,9150.527268,19.22010747,83.57987068,3.892673068
Croatia,2007.0,459.1611145,4.960917837,5.189070931,4.608755381,11436.7275,49294777295,12689.19659,11125665175,10017.32288,19.98968164,83.41522395,4.275679346
Croatia,2008.0,478.1858162,2.001864021,9.778805941,10.06980872,11667.06113,50281591706,12944.75472,12245998377,10782.01821,19.61521392,82.23764216,5.50880124
Croatia,2009.0,497.177418,-7.193444759,-22.3270905,-14.80548068,10839.17568,46664613182,12026.20514,10432919453,10315.34124,21.55321446,70.1297747,2.979020528
Croatia,2010.0,507.0828628,-1.223779482,-15.91100867,-13.91992251,10730.84031,46093541221,11906.00566,8980665150,10307.03557,21.58511155,72.9830609,0.928239619
Croatia,2011.0,519.7092648,-0.086613779,-3.964695753,-3.764020759,10758.62757,46053617863,11936.83597,8642631049,10506.07805,21.82278759,78.14037105,1.667865682
Croatia,2012.0,525.7036602,-2.331661645,-5.357515494,-4.539552536,10539.93954,44979803319,11694.19879,8250294272,10438.15306,21.83636293,79.46385929,1.414905905
Croatia,2013.0,516.0438022,-0.397827665,4.296067748,0.991720136,10527.28741,44800861218,11680.16108,8332114102,10502.9232,21.68958932,81.51487511,0.741443368
Croatia,2014.0,506.2191528,-0.429360586,-3.114072592,-2.272057243,10524.87253,44608503978,11677.48175,8142803700,10516.35301,22.00426052,85.77082658,0.150841148
Croatia,2015.0,478.4703346,2.522292277,11.51460493,8.22979334,10879.6311,45733660829,12071.09096,8812939616,10879.6311,21.28231271,91.16405216,0.081012125
Cyprus,1997.0,..,2.64089464,1.549343816,4.195797762,17641.67578,11833401000,19617.09375,2944741000,12483.43262,14.78962581,139.7629432,2.236907357
Cyprus,1998.0,..,6.110846746,-16.06419083,-15.15359076,18491.60742,12556522000,20562.19531,2498507000,13342.05859,16.06441129,134.9097517,1.965679711
Cyprus,1999.0,..,4.997960422,10.89700783,14.86555771,19199.76172,13184092000,21349.64453,2869924000,14171.90137,16.06011615,131.2093199,2.301992019
Cyprus,2000.0,..,5.965310315,8.56385301,-1.040585047,20129.82813,13970564000,22383.85742,2840060000,15266.03711,15.08638855,137.4949422,2.74340599
Cyprus,2001.0,144.4192807,3.952560541,-8.083843598,0.012394104,20701.13867,14522759000,23019.13867,2840412000,16273.94824,15.93603723,131.849091,3.660304745
Cyprus,2002.0,149.4930254,3.722956499,15.53450902,11.40538767,21227.16797,15063435000,23604.07031,3164372000,16736.94336,16.60936141,123.6413425,0.296405182
Cyprus,2003.0,147.1952745,2.623286123,0.668049393,1.919843811,21520.87109,15458592000,23930.66016,3225123000,17882.72656,17.91162643,114.0046685,5.387673986
Cyprus,2004.0,147.3384985,5.026343926,16.69608999,5.789701664,22302.25195,16235594000,24799.53711,3411848000,19034.09766,16.57712709,113.9036053,2.709268188
Cyprus,2005.0,156.676026,4.853003838,3.969481593,6.475874658,23050.21875,17023508000,25631.25586,3632795000,20069.74023,16.5136248,111.9170728,2.019495113
Cyprus,2006.0,162.9373167,4.713828666,13.55024503,20.86902784,23737.41406,17825967000,26395.40039,4390924000,21305.94336,16.89873099,109.8063265,3.086230037
Cyprus,2007.0,180.6804515,5.098068453,4.429095534,7.524407164,24422.02734,18734747000,27156.67188,4721315000,22827.54297,16.44454792,111.2749513,4.138208469
Cyprus,2008.0,212.2088362,3.646811991,21.26119492,8.422844059,24684.94531,19417968000,27449.03125,5118984000,24165.7793,17.05193214,112.925717,4.734840121
Cyprus,2009.0,226.3554702,-2.015262359,-20.81097568,-13.6315722,23546.80859,19026645000,26183.45117,4421186000,23112.23242,18.77647889,102.7908607,0.263119072
Cyprus,2010.0,234.2515929,2.283544997,7.975912547,-1.430000909,23462.80078,19461127000,26090.03711,4357963000,23462.80078,18.47118104,108.9016993,1.880282357
Cyprus,2011.0,242.5411325,0.416712763,-18.10793534,-11.72098065,22967.04688,19542224000,25538.77148,3847167000,23338.25195,19.03507767,110.6171369,1.616249
Cyprus,2012.0,249.2181221,-3.447381424,-15.5476744,-19.51207213,21839.96484,18868529000,24285.48633,3096505000,22565.52539,18.76137578,112.3442733,1.678779216
Cyprus,2013.0,254.6680646,-6.587482257,-26.1313879,-15.74972429,20448.74219,17625568000,22738.48047,2608814000,20929.95703,18.40596627,120.9262006,-0.937733917
Cyprus,2014.0,251.8303848,-1.776061912,2.891065304,-7.379368556,20307.85352,17312527000,22581.81641,2416300000,20507.58594,16.7364505,130.8443574,-1.338262482
Cyprus,2015.0,243.4163373,3.418923188,2.809586478,-1.756114721,21122.08203,17904429000,23487.21875,2373867000,21168.94531,16.29890249,137.2764321,-0.754234116
Dominican Republic,1997.0,..,8.885269066,21.39569539,20.96201134,108778.8298,8.86556E+11,3697.763648,1.91291E+11,34400.02571,7.07105162,74.23323717,9.451332812
Dominican Republic,1998.0,..,6.714477712,43.55714162,35.67689237,114231.9396,9.46083E+11,3883.13346,2.59538E+11,38474.29885,7.321818262,75.91130271,6.504701252
Dominican Republic,1999.0,..,5.940049136,-1.29271361,-6.54343192,119157.8369,1.00228E+12,4050.581518,2.42555E+11,41672.15926,7.884055342,76.30275328,3.834154402
Dominican Republic,2000.0,..,4.66176228,9.571223042,15.60600255,122822.944,1.04901E+12,4175.171017,2.80408E+11,46049.94647,8.720351168,79.3003931,7.207762797
Dominican Republic,2001.0,..,2.459516368,0.914097166,-2.592989679,123982.0726,1.07481E+12,4214.573754,2.73137E+11,49292.54754,9.530208973,70.51056781,6.040738836
Dominican Republic,2002.0,..,4.495103403,3.873877351,6.591473946,127698.2683,1.12312E+12,4340.899929,2.91141E+11,54283.65061,9.971614912,68.7232829,6.920668849
Dominican Republic,2003.0,..,-1.345706185,-21.14945042,-15.2785664,124217.8999,1.10801E+12,4222.59033,2.46659E+11,70473.25894,8.636882996,84.44950319,33.46154066
Dominican Republic,2004.0,23.6407583,2.570134279,-1.489723507,1.533160034,125673.6201,1.13648E+12,4272.075225,2.50441E+11,103502.3322,7.588093842,81.35142294,45.16631005
Dominican Republic,2005.0,19.64943663,9.428236947,14.93212472,13.80335402,135697.1361,1.24363E+12,4612.808741,2.8501E+11,118218.4864,8.089390779,61.65355874,5.781251843
Dominican Republic,2006.0,18.69262141,9.174355406,16.90791973,22.22973258,146241.2206,1.35773E+12,4971.238158,3.48367E+11,135865.6659,8.787024672,63.76648264,6.641244773
Dominican Republic,2007.0,20.7082666,7.415951715,13.87082104,13.19057627,155114.2911,1.45842E+12,5272.864103,3.94318E+11,155114.2911,9.177067843,61.94723068,7.636627437
Dominican Republic,2008.0,20.72667962,3.209504262,7.988428176,6.312205255,158062.8665,1.50522E+12,5373.096245,4.19209E+11,174488.2657,10.05662026,61.39205309,10.39168751
Dominican Republic,2009.0,21.54979535,0.946155168,-17.75276934,-14.59959931,157489.2838,1.51947E+12,5353.598213,3.58006E+11,179936.7835,10.70556638,50.61228261,3.498146566
Dominican Republic,2010.0,22.71013498,8.33965106,19.57102759,17.28067081,168394.6046,1.64618E+12,5724.307281,4.19872E+11,202869.4134,9.927111366,55.99993607,5.443413315
Dominican Republic,2011.0,22.90521799,3.133423003,-5.187753764,-2.235797083,171426.838,1.69777E+12,5827.383243,4.10484E+11,223169.6919,9.322144046,58.9896659,8.060755175
Dominican Republic,2012.0,22.49287736,2.717367897,-0.569003495,-0.456104578,173853.1941,1.7439E+12,5909.863367,4.08612E+11,237867.0437,9.886146412,58.38867388,5.098181545
Dominican Republic,2013.0,23.38975111,4.875205093,-2.077575181,-2.46583325,180064.0382,1.82892E+12,6120.991154,3.98536E+11,257926.2127,10.44833449,56.68175612,4.692819142
Dominican Republic,2014.0,25.20387323,7.05046369,8.846812688,9.34913884,190414.806,1.95787E+12,6472.849075,4.35796E+11,284539.2317,10.47128994,55.49642325,4.321288938
Dominican Republic,2015.0,25.96680749,6.927018772,18.6873709,18.87757126,201184.1767,2.09349E+12,6838.936735,5.18064E+11,308063.3183,10.28874596,52.17107772,2.471885977
Ecuador,1997.0,..,4.327864764,11.25531867,7.859013222,3164.577383,37936441000,4477.570934,6662640000,2348.044076,11.26931276,45.01718632,7.006173042
