Country,Year,Domestic credit to private sector (% of GDP),GDP growth (annual %),Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),GDP per capita (constant LCU),GDP (constant LCU),GDP per capita (constant 2015 US$),Gross fixed capital formation (constant LCU),GDP per capita (current LCU),General government final consumption expenditure (% of GDP),Trade (% of GDP),"Inflation, GDP deflator (annual %)"
Australia,1997.0,75.323737,3.912835473,..,6.637866446,56708.83688,1.04475E+12,41550.5511,2.00685E+11,30213.69387,18.26498128,37.98335693,1.274310536
Australia,1998.0,79.11335216,4.613356892,..,9.743129781,58736.64201,1.09295E+12,43036.32342,2.20238E+11,31665.58324,18.25939377,39.99405994,1.187133418
Australia,1999.0,84.11115702,4.956324506,..,4.439288406,60977.08389,1.14712E+12,44677.89465,2.30015E+11,33031.00573,18.67480544,39.05611309,0.479338835
Australia,2000.0,87.60312764,3.901171371,..,8.093819968,62634.94675,1.19187E+12,45892.61037,2.48632E+11,34797.77655,18.46970521,40.96698683,2.560383552
Australia,2001.0,88.42232662,2.041417338,..,-7.943064449,63098.20318,1.2162E+12,46232.03825,2.28883E+11,36674.81016,18.47598515,44.25035649,4.620333415
Australia,2002.0,91.26741235,3.993589865,..,9.124312422,64875.8849,1.26477E+12,47534.54521,2.49767E+11,38780.50044,18.29031499,41.47167985,2.844064555
Australia,2003.0,99.18584056,3.111398208,..,12.56651199,66129.42508,1.30412E+12,48453.0138,2.81154E+11,40703.04269,18.35506432,40.2223014,2.967937546
Australia,2004.0,102.6672703,4.216633273,..,8.735426137,68184.91724,1.35911E+12,49959.07241,3.05714E+11,43326.74684,18.24448253,37.02971214,3.23706174
Australia,2005.0,108.4935712,3.15375271,..,6.093930929,69484.30587,1.40197E+12,50911.13414,3.24344E+11,45840.96502,18.3239524,39.18259407,3.824360396
Australia,2006.0,113.6789572,2.740635704,..,8.273623067,70431.73413,1.4404E+12,51605.3146,3.51179E+11,48843.85412,18.23949048,41.58778021,5.117377115
Australia,2007.0,120.5936368,3.777916783,..,4.519347683,71770.74752,1.49481E+12,52586.40939,3.6705E+11,52251.95656,18.10529237,42.03654561,4.98168606
Australia,2008.0,121.7625535,3.568270032,..,8.762021523,72857.0051,1.54815E+12,53382.31006,3.99211E+11,55491.64465,18.02200393,42.86407277,4.616742737
Australia,2009.0,122.5249389,1.870486961,..,1.524256596,72705.89291,1.57711E+12,53271.59019,4.05296E+11,58144.99245,18.35361594,45.74675662,4.999305011
Australia,2010.0,125.2256151,2.20656631,..,1.747858355,73163.09417,1.61191E+12,53606.58144,4.1238E+11,59188.08084,18.75566039,40.52033064,1.157826189
Australia,2011.0,122.1812332,2.391385132,..,3.599835104,73878.97166,1.65046E+12,54131.10471,4.27225E+11,63491.56115,18.58131998,41.84255109,6.231415874
Australia,2012.0,121.2256762,3.902007806,..,11.60255135,75433.24346,1.71486E+12,55269.91928,4.76794E+11,65989.76443,18.81665885,43.1667351,1.793168355
Australia,2013.0,124.7668125,2.578754288,..,2.891395445,76058.07629,1.75908E+12,55727.73415,4.9058E+11,66434.16768,18.77073709,41.27489915,-0.15361047
Australia,2014.0,128.5014298,2.579017112,..,-1.888988544,76864.54828,1.80445E+12,56318.63598,4.81313E+11,68095.85884,18.68913804,42.47174241,1.425804433
Australia,2015.0,136.4262119,2.152735906,..,-3.692191983,77397.2702,1.84329E+12,56708.9612,4.63542E+11,68160.28472,19.09844422,41.62310841,-0.594336116
Austria,1997.0,..,2.09359939,1.76607537,0.740084526,31744.46015,2.52941E+11,35220.88774,64511210000,23685.08897,19.60079112,74.86769022,1.266995537
Austria,1998.0,..,3.581425815,2.839248122,3.429915514,32845.30404,2.62E+11,36442.28823,66723890000,24614.74285,19.55305467,76.92714939,0.441905227
Austria,1999.0,..,3.556331247,3.418190873,1.225722901,33947.27866,2.71318E+11,37664.94328,67541740000,25505.79531,19.84366687,78.26014034,0.256349694
Austria,2000.0,..,3.375722147,2.505189703,5.828588366,35008.9583,2.80477E+11,38842.89052,71478470000,26662.26303,19.21971656,85.36049562,1.364040914
Austria,2001.0,89.71336188,1.267168189,-0.852776571,-1.110558186,35317.12784,2.84031E+11,39184.8086,70684660000,27420.67219,18.97616815,87.53666476,1.947105394
Austria,2002.0,88.52152557,1.651553922,-3.82945508,-2.865713721,35724.22001,2.88722E+11,39636.48261,68659040000,28054.49472,18.83869652,86.948168,1.145595667
Austria,2003.0,87.80636589,0.941470921,4.648188246,3.84274234,35885.31714,2.9144E+11,39815.22195,71297430000,28549.48696,18.97963991,86.38738242,1.307552579
Austria,2004.0,87.76584573,2.735120222,1.664441204,0.940608939,36638.80515,2.99411E+11,40651.22662,71968060000,29656.05339,18.89135907,90.79234569,1.73971885
Austria,2005.0,94.32410576,2.244065325,1.564549258,0.252778802,37206.66168,3.0613E+11,41281.27076,72149980000,30879.95995,19.34627342,94.03380568,2.537794158
Austria,2006.0,94.43760642,3.454041836,2.225561818,1.15071411,38301.80921,3.16704E+11,42496.35105,72980220000,32390.38314,19.25829027,98.08831121,1.892161069
Austria,2007.0,92.91988389,3.727415301,7.459436277,4.644313213,39600.90348,3.28509E+11,43937.71289,76369650000,34232.82684,18.74479207,100.7332541,2.221175867
Austria,2008.0,95.81296636,1.460423676,-0.540403155,1.606894886,40053.66343,3.33306E+11,44440.05589,77596830000,35301.57438,19.27213096,102.0736827,1.956322281
Austria,2009.0,97.73957467,-3.764578178,-10.35672131,-7.177638571,38444.97211,3.20759E+11,42655.19213,72027210000,34523.89653,20.68421348,87.06223097,1.889264178
Austria,2010.0,98.52832394,1.837093677,-0.178184584,-2.586536394,39057.23794,3.26651E+11,43334.50896,70164200000,35379.92903,20.49254767,99.01979624,0.873054962
Austria,2011.0,96.06109929,2.922797284,8.805649935,6.64982997,40063.52749,3.36199E+11,44451.00019,74830000000,36956.84623,19.89656809,105.1027886,1.833410245
Austria,2012.0,94.22379903,0.680445577,-0.702341518,0.905906722,40152.64904,3.38486E+11,44549.8817,75507890000,37799.92648,19.86069237,105.1521774,2.054235685
Austria,2013.0,92.55775212,0.025504712,-0.734698462,1.564088203,39926.87112,3.38573E+11,44299.37818,76688900000,38197.75484,19.91594275,104.0664141,1.62388807
Austria,2014.0,87.55558785,0.661272849,0.7034231,-0.402952709,39878.01234,3.40812E+11,44245.16874,76379880000,38981.06632,19.80284204,103.5035353,2.175707237
Austria,2015.0,85.89120788,1.014501586,3.241584004,2.301522338,39833.53233,3.44269E+11,44195.81759,78137780000,39833.53233,19.76169058,102.4273154,2.300978667
Belgium,1997.0,..,3.79365763,7.67936209,6.699101304,29566.45283,3.01023E+11,32804.36054,64872200000,22011.20786,21.15139792,125.6889401,0.75762441
Belgium,1998.0,..,1.961808272,1.535928255,2.251966173,30082.18753,3.06929E+11,33376.57484,66333100000,22799.53128,21.09491806,124.7091226,1.805643501
Belgium,1999.0,..,3.542743464,3.811360631,4.095240536,31076.61636,3.17803E+11,34479.90645,69049600000,23694.27656,21.28203985,125.1699905,0.598897783
Belgium,2000.0,..,3.716679384,7.189729001,4.969181574,32153.56176,3.29614E+11,35674.79125,72480800000,25009.28179,21.04019715,142.2301351,2.014617387
Belgium,2001.0,66.29922874,1.099618888,-2.703878446,1.626085805,32395.51182,3.33239E+11,35943.23796,73659400000,25697.08853,21.31360634,139.5768398,1.982802721
Belgium,2002.0,64.13292449,1.706884585,-4.714023168,-4.130362181,32801.09864,3.38927E+11,36393.24177,70617000000,26445.52267,22.13888154,136.0851495,1.640007795
Belgium,2003.0,62.53089436,1.037982549,0.303003838,-0.131979552,33003.11397,3.42445E+11,36617.38038,70523800000,27100.67421,22.48437234,132.7155528,1.850088683
Belgium,2004.0,61.84259333,3.571204343,10.61884607,9.029859423,34034.10779,3.54674E+11,37761.28132,76892000000,28482.46789,22.19721265,136.9184053,1.914990948
Belgium,2005.0,63.59777008,2.321737054,8.16133495,5.737788066,34633.26315,3.62909E+11,38426.05191,81303900000,29587.64501,22.09399763,144.5290507,2.083074213
Belgium,2006.0,65.8336191,2.552349944,3.692648499,1.90544365,35283.73928,3.72171E+11,39147.76356,82853100000,30826.01391,21.93878853,149.5675093,2.264707144
Belgium,2007.0,68.44384869,3.676881136,8.726584543,7.281924273,36313.43817,3.85856E+11,40290.22776,88886400000,32338.47182,21.61589482,152.4684469,1.931721117
Belgium,2008.0,62.75830286,0.446928735,2.035890933,1.906928394,36188.71868,3.8758E+11,40151.84987,90581400000,32842.57579,22.66614469,161.0884478,1.908845425
Belgium,2009.0,58.67877652,-2.020743062,-8.733766791,-6.622662048,35173.29192,3.79748E+11,39025.22079,84582500000,32091.23555,24.19191348,135.4060405,0.533179398
Belgium,2010.0,56.80149342,2.864292708,2.220629699,0.006975438,35851.70178,3.90625E+11,39777.92528,84588400000,33329.10226,23.73268609,149.9976731,1.89207786
Belgium,2011.0,55.42096956,1.694513899,7.748286982,5.220219321,35987.95064,3.97245E+11,39929.09514,89004100000,34060.41022,24.04942657,161.4937237,1.807299468
Belgium,2012.0,54.73869728,0.739217283,-1.85436044,0.648734159,36029.84154,4.00181E+11,39975.57364,89581500000,34768.80024,24.30335286,160.7460302,1.961119341
Belgium,2013.0,56.40806353,0.459242193,-3.78596619,-2.269665054,36025.1042,4.02019E+11,39970.3175,87548300000,35206.1718,24.31276726,157.850845,1.271258155
Belgium,2014.0,57.89009668,1.578533143,5.411279127,5.356471799,36431.68199,4.08365E+11,40421.42079,92237800000,35953.36343,24.23389585,158.7832159,0.982645555
Belgium,2015.0,60.63286564,2.041459009,5.505221254,3.741524624,36960.63116,4.16701E+11,41008.29672,95688900000,36960.63116,23.61508745,154.1925465,1.330386128
Chile,1997.0,..,7.391739268,9.079804644,12.98472213,5919918.358,8.76698E+13,8127.507313,1.57879E+13,2427326.865,11.43764382,54.09929818,3.330580503
Chile,1998.0,..,4.180886627,3.454667043,3.537509102,6090333.22,9.13352E+13,8361.471358,1.63464E+13,2516654.53,11.80758644,53.83617852,0.778990207
Chile,1999.0,..,-0.273631398,-15.52976582,-13.51680771,6001764.207,9.10852E+13,8239.874191,1.41369E+13,2534313.807,12.6522046,54.69560983,2.187767871
Chile,2000.0,..,4.971621488,14.30204174,9.833347962,6228172.178,9.56136E+13,8550.71166,1.5527E+13,2749842.537,12.59092587,58.71192309,4.560043487
Chile,2001.0,73.08169596,3.154034925,3.287844546,2.242628611,6353354.485,9.86293E+13,8722.575536,1.58752E+13,2925091.417,12.64309768,62.14476697,4.277146982
Chile,2002.0,74.34609828,3.202799135,3.461612235,4.429381593,6485892.493,1.01788E+14,8904.538118,1.65784E+13,3085867.924,12.74859387,62.4838519,3.340660372
Chile,2003.0,75.83206214,4.723245269,9.633772937,8.548614441,6721431.99,1.06596E+14,9227.912338,1.79956E+13,3335454.022,12.17818844,65.69341959,4.300300884
Chile,2004.0,76.74998578,6.674254168,6.743801155,13.26481913,7098930.468,1.1371E+14,9746.183277,2.03827E+13,3770251.676,11.43020951,69.88936005,7.024761707
Chile,2005.0,77.63456541,5.837045719,23.79043157,23.08249458,7440212.833,1.20348E+14,10214.7328,2.50876E+13,4232866.981,10.95363055,72.06253424,7.120315352
Chile,2006.0,78.11332337,6.049990826,13.52265322,6.45251375,7813413.248,1.27629E+14,10727.10289,2.67064E+13,4994163.208,10.29711546,73.71163504,12.34989592
Chile,2007.0,84.07524732,5.168230985,9.678090415,10.57178873,8137045.006,1.34225E+14,11171.41974,2.95297E+13,5465688.916,10.54595528,76.97702471,5.088757067
Chile,2008.0,100.1725681,3.789392806,25.85063915,18.67519515,8361285.771,1.39311E+14,11479.28183,3.50444E+13,5633786.597,11.26492919,80.67662624,0.311132499
Chile,2009.0,102.6870759,-1.118037236,-24.77130494,-11.05759364,8183332.478,1.37754E+14,11234.96821,3.11693E+13,5711158.105,12.86852779,66.68603096,3.577795042
Chile,2010.0,99.47559066,5.851651022,24.85343919,11.10670802,8575227.58,1.45815E+14,11773.0044,3.46312E+13,6514750.146,12.54617695,69.71768014,8.857441489
Chile,2011.0,101.8634854,6.223896785,15.15724352,15.06594509,9019084.532,1.5489E+14,12382.37946,3.98488E+13,7075365.069,12.31119091,72.48164281,3.260514866
Chile,2012.0,104.2666865,6.155340019,12.15233263,12.01000039,9481379.209,1.64424E+14,13017.06784,4.46346E+13,7494816.651,12.32593151,68.15614289,0.763466681
Chile,2013.0,106.0396906,3.308508247,-2.173076428,1.321598827,9701005.889,1.69864E+14,13318.59521,4.52245E+13,7841792.127,12.78558422,65.14328795,2.260770609
Chile,2014.0,109.0592628,1.792649471,-9.084316191,-4.053872084,9775987.662,1.72909E+14,13421.53834,4.33911E+13,8364922.634,13.22632598,65.63462812,5.852891626
Chile,2015.0,110.1213984,2.1519425,2.066999337,0.106963784,9884086.465,1.7663E+14,13569.94813,4.34376E+13,8876429.892,13.59211772,59.34911048,4.95436553
Czechia,1997.0,64.56208042,-0.518331043,-8.187053131,-4.866851618,286899.4969,2.95625E+12,11663.17382,8.08588E+11,191284.8352,20.05419518,84.63991306,8.311507149
Czechia,1998.0,56.79050683,-0.356566596,-3.14360331,-1.299425665,286147.4905,2.94571E+12,11632.6029,7.98081E+11,209495.4205,19.00155057,84.4158277,9.807963686
Czechia,1999.0,51.46866621,1.384148943,-2.57167106,-2.364922859,290404.7702,2.98648E+12,11805.67184,7.79207E+11,219079.5091,19.8830617,85.99922858,3.041796274
Czechia,2000.0,44.93692927,4.001028635,10.87298956,7.534069894,302872.0545,3.10597E+12,12312.49777,8.37913E+11,232693.7436,19.52621832,98.0463389,1.842133728
Czechia,2001.0,37.11072666,3.042976563,6.71205414,5.779239611,313263.1633,3.20049E+12,12734.92203,8.86338E+11,252444.5254,19.47469802,99.01245616,4.889284958
Czechia,2002.0,23.66496692,1.569855328,1.473403695,1.869489969,318795.3103,3.25073E+12,12959.81748,9.02908E+11,263901.5561,20.95695921,91.33465032,2.724349395
Czechia,2003.0,24.33407758,3.583688459,0.553814147,2.374660541,330314.4654,3.36723E+12,13428.09962,9.24349E+11,276971.9986,21.91937387,94.97352886,1.292722631
Czechia,2004.0,25.6796961,4.814261001,7.548499155,4.004872618,346111.3114,3.52933E+12,14070.28046,9.61368E+11,301968.8635,20.65028431,113.48896,4.049045319
Czechia,2005.0,29.22421195,6.60161753,4.377405916,6.042015128,368450.2414,3.76233E+12,14978.41319,1.01945E+12,321763.931,20.31683092,121.2979604,0.09494427
Czechia,2006.0,33.84078931,6.766932681,9.573601703,5.480580781,392319.1982,4.01692E+12,15948.74529,1.07533E+12,344849.4736,19.92913383,127.0283819,0.654105321
Czechia,2007.0,38.68201153,5.570338859,14.30195614,13.28425054,411762.8724,4.24068E+12,16739.17872,1.21818E+12,374754.5837,19.12119938,129.7790173,3.540381807
Czechia,2008.0,43.22704719,2.686411951,0.915719306,1.916391323,419332.0631,4.3546E+12,17046.88503,1.24152E+12,389312.9087,19.13012076,123.7424991,2.009581237
Czechia,2009.0,44.97643084,-4.657331092,-17.6665529,-9.023535666,397531.0649,4.15179E+12,16160.62056,1.12949E+12,378623.5381,20.67144288,112.7972445,2.587820681
Czechia,2010.0,46.33075958,2.434902159,4.205022522,0.349183836,406025.8287,4.25288E+12,16505.9537,1.13344E+12,381202.378,20.53370132,128.0289115,-1.425313992
Czechia,2011.0,48.32289308,1.760359624,1.752536128,1.057405145,412319.9996,4.32775E+12,16761.82731,1.14542E+12,387032.1019,19.79675176,137.8628189,-0.020571958
Czechia,2012.0,49.40854682,-0.785004299,-4.175144525,-3.328386094,408511.2577,4.29377E+12,16606.99254,1.1073E+12,389020.6107,19.45255853,146.5288566,1.450921071
Czechia,2013.0,50.60790849,-0.045903674,-4.241565603,-2.165635928,408188.3177,4.2918E+12,16593.86423,1.08332E+12,394017.8645,19.72313002,146.422417,1.364704738
Czechia,2014.0,49.45672946,2.262102897,7.146776637,3.253990525,416982.737,4.38889E+12,16951.37912,1.11857E+12,412885.7699,19.33226501,157.5749822,2.578536316
Czechia,2015.0,49.54198338,5.388380838,13.11669539,9.73727993,438588.2916,4.62538E+12,17829.69832,1.22749E+12,438588.2916,18.91525406,155.1756635,0.99227616
Denmark,1997.0,31.5121079,3.260890158,14.40796025,10.20765406,306591.2513,1.62033E+12,45570.07982,3.04175E+11,216864.9653,23.63921686,71.1684624,2.013919571
Denmark,1998.0,34.32055777,2.218158742,5.878649254,6.645921389,312255.8741,1.65627E+12,46412.03897,3.2439E+11,223593.2487,24.12912252,71.29911872,1.232142859
Denmark,1999.0,34.08071682,2.948022161,-4.878228779,-0.261183051,320399.3332,1.7051E+12,47622.43908,3.23543E+11,233289.6727,24.3659908,72.69719795,1.684753725
Denmark,2000.0,131.9684843,3.746862595,11.74410357,8.166294741,331295.1038,1.76899E+12,49241.928,3.49965E+11,248503.1703,23.87376461,82.98395105,3.017974288
Denmark,2001.0,138.830011,0.823152998,-1.473493411,-0.466959043,332827.4573,1.78355E+12,49469.68881,3.48331E+11,255939.8688,24.32491174,83.96857587,2.518414226
Denmark,2002.0,141.6030651,0.466345571,-1.201572694,-2.293309342,333312.9884,1.79187E+12,49541.85555,3.40342E+11,262330.5669,24.86905419,84.55697481,2.347647464
Denmark,2003.0,140.0953724,0.390058556,-0.680102416,1.638305848,333704.1584,1.79886E+12,49599.99696,3.45918E+11,266530.2879,25.03802426,80.8817074,1.481829809
Denmark,2004.0,145.6473996,2.668219267,6.760587192,3.517024715,341723.8502,1.84685E+12,50792.00095,3.58084E+11,278655.6368,24.9339006,82.20776527,2.095733093
Denmark,2005.0,157.5438171,2.336641308,5.532045466,5.942637954,348746.653,1.89001E+12,51835.83271,3.79364E+11,292647.6741,24.49868891,89.39974086,2.906424049
Denmark,2006.0,169.0444789,3.913007978,12.76583134,13.66867467,361204.1047,1.96396E+12,53687.44155,4.31218E+11,309394.1607,24.20353839,97.3667362,2.076179572
Denmark,2007.0,184.4924334,0.909238928,2.672203135,0.690467843,362875.5099,1.98182E+12,53935.87025,4.34195E+11,318385.9811,24.33796324,100.0678512,2.432280585
Denmark,2008.0,191.1885387,-0.512016745,-4.796714801,-2.496592863,358902.5959,1.97167E+12,53345.35762,4.23355E+11,327920.3119,25.10089006,104.8282299,4.134692969
Denmark,2009.0,201.2587222,-4.90654773,-21.23139506,-12.96741391,339471.5592,1.87493E+12,50457.23249,3.68457E+11,311807.511,27.93499972,89.75503929,0.529022254
Denmark,2010.0,193.039736,1.870991147,-0.5871967,-5.746745282,344290.3126,1.91001E+12,51173.46616,3.47283E+11,326429.1779,27.36584798,94.09997689,3.224072874
Denmark,2011.0,187.2410448,1.336777767,5.454311602,0.388452503,347459.1388,1.93555E+12,51644.46351,3.48632E+11,331537.5177,26.56466596,101.2457955,0.638643468
Denmark,2012.0,182.0962478,0.226499792,2.294820907,3.733302864,346938.2417,1.93993E+12,51567.04015,3.61647E+11,338903.3091,26.47145553,103.2409703,2.375183628
Denmark,2013.0,177.015373,0.933340972,3.390803056,2.73276589,348719.5074,1.95804E+12,51831.79793,3.7153E+11,343668.8163,26.00748763,103.0501411,0.888170882
Denmark,2014.0,173.3271593,1.619393811,4.289789247,3.111212658,352574.3695,1.98974E+12,52404.76397,3.83089E+11,351054.0918,25.78565204,102.2639163,1.032108578
Denmark,2015.0,169.9677082,2.342591108,5.239608828,5.518389028,358293.712,2.03636E+12,53254.85637,4.0423E+11,358293.712,25.46919943,104.0482284,0.433060802
Estonia,1997.0,..,13.05001474,31.48624214,23.48552809,7834.33569,10964427000,8692.296438,1998717000,3267.515282,20.40626704,151.0513444,9.922472833
Estonia,1998.0,..,4.33982551,15.61672086,22.91805193,8253.229795,11440264000,9157.064847,2456784000,3679.550498,20.69760379,156.8382358,6.894504691
Estonia,1999.0,..,-0.425025157,-15.28366759,-14.27296824,8193.986092,11391640000,9091.333194,2106128000,3889.167657,21.92655226,144.1164536,6.461017543
Estonia,2000.0,..,10.08763444,21.98607016,14.17848298,8977.037692,12540787000,9960.139039,2404745000,4417.831974,19.56198064,126.4956102,3.684706449
Estonia,2001.0,..,6.003674251,14.47493675,13.01780438,9576.796591,13293695000,10625.57927,2717790000,5033.494343,18.62978597,126.4569879,6.800473037
Estonia,2002.0,..,6.77136793,23.78754522,23.57389644,10290.25266,14193860000,11417.16797,3358479000,5671.207453,18.17656067,123.3182147,4.857663032
Estonia,2003.0,..,7.600265185,17.92730733,17.73549872,11142.05016,15272631000,12362.24828,3954122000,6379.440002,17.84687754,122.7768752,3.88861391
Estonia,2004.0,40.30698251,6.804007771,7.121663677,5.507998994,11971.51077,16311782000,13282.54552,4171915000,7175.853363,17.37460622,129.978208,4.690469369
Estonia,2005.0,56.58474144,9.526426972,7.043909621,15.42627307,13187.21707,17865712000,14631.38733,4815486000,8372.807293,16.8553865,135.9388166,5.923749595
Estonia,2006.0,76.23710934,9.76558337,31.43572634,22.76115017,14560.63068,19610403000,16155.20743,5911546000,10074.86579,15.83499215,136.6432209,8.978579461
Estonia,2007.0,83.75184604,7.57914052,11.54786197,10.30738829,15735.82287,21096703000,17459.09831,6520872000,12233.5934,15.89996277,133.9876013,12.35838818
Estonia,2008.0,89.67350228,-5.132000958,-19.6731948,-13.10603858,14968.3417,20014020000,16607.56806,5666244000,12428.53061,18.43741846,136.6890511,6.802523429
Estonia,2009.0,101.3879564,-14.62905503,-42.32502102,-37.19628029,12803.2716,17086158000,14205.39488,3558612000,10589.50705,20.53428085,116.7647477,-0.388681743
Estonia,2010.0,92.80852322,2.444265118,7.126986199,-2.204117785,13146.16422,17503789000,14585.83866,3480176000,11071.25782,19.56253206,143.6782241,1.822352304
Estonia,2011.0,78.02842386,7.263084581,29.10508563,35.60337178,14143.85444,18775104000,15692.78883,4719236000,12563.48201,18.36585707,167.3919798,5.473736785
Estonia,2012.0,72.92086783,3.228200494,18.66101759,11.94231439,14652.80155,19381202000,16257.4722,5282822000,13545.57812,18.19515466,170.7599264,4.072175623
Estonia,2013.0,69.48416311,1.458428636,-3.38595459,1.493595658,14919.50513,19663863000,16553.38326,5361726000,14348.12371,18.64479019,166.4528345,4.03124999
Estonia,2014.0,67.27278513,3.011366587,4.259511246,-2.670949616,15409.14461,20256014000,17096.64458,5218517000,15251.07623,18.73089419,160.2414747,2.915613323
Estonia,2015.0,68.96781705,1.853020046,-5.34991371,-3.162450175,15684.39426,20631362000,17402.03761,5053484000,15684.39426,19.57688494,150.9371897,1.03644083
Finland,1997.0,..,6.333795654,14.31746683,10.88285564,29534.02201,1.518E+11,32768.37813,33735000000,21558.47415,21.31183048,68.22132176,2.080421771
Finland,1998.0,..,5.457180501,12.9191469,10.67140952,31063.17301,1.60084E+11,34464.99088,37335000000,23377.13142,20.57456381,66.96714644,3.097937532
Finland,1999.0,..,4.379575723,0.535099338,4.53461899,32348.43501,1.67095E+11,35891.00564,39028000000,24570.05882,20.25985691,66.23987519,0.927035885
Finland,2000.0,..,5.773362458,10.77940556,6.218612278,34145.0664,1.76742E+11,37884.39132,41455000000,26359.44569,19.73732428,74.89482711,1.637831432
Finland,2001.0,52.64910515,2.610019124,-0.183145827,1.763357858,34956.57678,1.81355E+11,38784.77255,42186000000,27877.36642,19.92560223,70.27684819,3.303380889
Finland,2002.0,55.41920442,1.707148962,-2.034980699,-2.953586498,35467.26742,1.84451E+11,39351.3904,40940000000,28551.71655,20.62753391,69.29946258,0.944264298
Finland,2003.0,60.27057839,2.003784203,2.580755011,2.796775769,36091.78874,1.88147E+11,40044.30486,42085000000,29109.64751,21.09667939,68.05580267,0.189923706
Finland,2004.0,63.72592247,3.99209129,5.543831361,4.661993584,37423.78789,1.95658E+11,41522.17508,44047000000,30365.87167,21.18444425,70.96020358,0.602661249
Finland,2005.0,69.24590283,2.779850556,8.009256139,3.251072718,38332.6954,2.01097E+11,42530.61968,45479000000,31392.29629,21.41152611,76.57920783,0.928941215
Finland,2006.0,73.39861305,4.027409658,-0.216324153,1.356670111,39723.76643,2.09196E+11,44074.03092,46096000000,32831.02949,21.32078636,81.98349306,0.920723415
Finland,2007.0,76.27758296,5.299336507,10.48945218,10.29807359,41651.28802,2.20282E+11,46212.64097,50843000000,35371.88582,20.76687051,82.8574025,2.753280703
Finland,2008.0,80.10037835,0.783995061,-1.433854049,0.633322188,41782.85877,2.22009E+11,46358.62041,51165000000,36561.34237,21.56487273,86.18433583,3.037236772
Finland,2009.0,86.3029376,-8.074447432,-19.95061634,-12.02970781,38225.8721,2.04083E+11,42412.09785,45010000000,34042.21604,24.06752244,70.12330327,1.773905221
Finland,2010.0,88.13508874,3.185958654,8.498122953,2.303932459,39263.69181,2.10585E+11,43563.5722,46047000000,35079.36828,23.68623866,75.46440739,0.322930666
Finland,2011.0,89.37868059,2.547664838,11.32782369,3.885160814,40077.78375,2.1595E+11,44466.8177,47836000000,36746.10339,23.36134708,78.57958161,2.62353335
Finland,2012.0,91.77365361,-1.397545728,-4.869840641,-0.284304708,39330.09615,2.12932E+11,43637.24867,47700000000,37133.00274,24.09705676,79.17050095,2.97397234
Finland,2013.0,92.93709408,-0.901696316,-4.280511913,-4.607966457,38796.30195,2.11012E+11,43044.99712,45502000000,37566.10624,24.53639127,77.09388658,2.55829451
Finland,2014.0,92.89598206,-0.364908157,-0.90221314,-1.832886467,38495.2006,2.10242E+11,42710.92129,44668000000,37882.73284,24.50736357,74.11272276,1.631623337
Finland,2015.0,94.44899118,0.543659212,0.691047101,0.467896481,38577.2067,2.11385E+11,42801.90812,44877000000,38577.2067,24.38441706,71.38254843,1.616746497
France,1997.0,..,2.336296529,2.501727167,0.788760132,27625.40637,1.65669E+12,30650.74448,3.34428E+11,21557.08199,23.40094231,48.03349688,0.87820164
France,1998.0,..,3.588659425,10.3829349,6.409820476,28510.84293,1.71615E+12,31633.14775,3.55864E+11,22459.4341,22.61520117,49.50676679,0.950262691
France,1999.0,..,3.421373799,7.192169061,7.841026881,29334.43525,1.77486E+12,32546.93405,3.83767E+11,23155.31659,22.63099403,49.7609206,0.203811155
France,2000.0,..,3.923669227,8.550131286,6.647157066,30276.77021,1.8445E+12,33592.46683,4.09277E+11,24270.37771,22.32587237,55.86124572,1.553290253
France,2001.0,76.97940297,1.983721419,0.743179956,2.274688048,30652.96734,1.88109E+12,34009.8624,4.18587E+11,25065.43052,22.14185412,54.95936809,2.008334185
France,2002.0,76.07063621,1.135531482,-1.962500375,-0.917374378,30775.94371,1.90245E+12,34146.30627,4.14747E+11,25686.27846,22.72114944,53.07202476,2.067425741
France,2003.0,75.5721282,0.823160757,0.350623581,1.919071911,30809.61351,1.91811E+12,34183.66334,4.22706E+11,26192.50503,23.14342729,50.79783352,1.859368244
France,2004.0,76.61704476,2.829752929,6.603035615,3.480129976,31449.41362,1.97239E+12,34893.52981,4.37417E+11,27170.27052,23.0446961,51.92500788,1.62267544
France,2005.0,80.14887551,1.66321998,2.840855769,2.899522245,31733.6158,2.0052E+12,35208.8558,4.501E+11,27946.66647,23.06703928,53.98070678,1.936341419
France,2006.0,84.26005234,2.449323601,3.837267869,3.645481407,32286.12511,2.05431E+12,35821.87199,4.66508E+11,29046.07121,22.75917931,56.10342445,2.155327391
France,2007.0,88.8146454,2.424736243,6.119438972,5.534484152,32865.73737,2.10412E+12,36464.95927,4.92327E+11,30323.45092,22.43313965,56.42075658,2.556637015
France,2008.0,92.52507052,0.25494596,-0.146488632,0.853106132,32766.32383,2.10949E+12,36354.65866,4.96527E+11,30947.3347,22.56256337,57.39708289,2.36707384
France,2009.0,95.06806884,-2.873313828,-13.49810789,-9.069762382,31661.96854,2.04887E+12,35129.36224,4.51493E+11,29924.21104,24.0808047,50.46245085,0.066627476
France,2010.0,95.8849069,1.949437623,3.362429872,2.081216311,32120.5115,2.08882E+12,35638.12156,4.6089E+11,30682.32135,23.98925669,54.86779108,1.069697476
