Country,Year,Portfolio_investment_assets,Real_Expenditure_GDP,Portfolio_investment_debt,Portfolio_investment_equity,Real_Public_GDP,Real_Priv_GDP,Real_Priv_GDP_Machine,Real_Expenditure_GDP_Gross_Fixed,Portfolio_investment_liab,Real_Priv_GDP_HH,Invest_net_liab,Real_Priv_GDP_Building,Real_Priv_GDP_HH_NP,Real_Public_GDP_Gov
"China, P.R.: Mainland",2003.0,,,-2993.47991999863,0.0,,,,,,,714.6359,,,
"China, P.R.: Mainland",2004.0,92028.0,,-6540.16609204689,0.0,,,,,13332.3344,,2280.2355,,,
"China, P.R.: Mainland",2005.0,116739.43,,26156.889286378,,,,,,12981.1109,,878.05211411564,,,
"China, P.R.: Mainland",2006.0,263724.59,,109823.715086036,1454.0,,,,,14217.434,,,,,
"China, P.R.: Mainland",2007.0,264977.590884416,,-10667.0565346752,15188.6,,,,,17635.3482,,2486.3967,,,
"China, P.R.: Mainland",2008.0,231120.17830392,,-27379.2808529438,2181.318,,,,,17219.5323,,1190.4044,,,
"China, P.R.: Mainland",2009.0,188198.99526984,,-38121.2078555,40646.90637925,,,,,15219.383,,496.3933,,,
"China, P.R.: Mainland",2010.0,194107.67103087,,-786.584372690015,8429.09075521,,,,,17756.5190144654,,323.855,,,
"China, P.R.: Mainland",2011.0,117984.128648534,,-5143.56797549496,-1104.11879659,,,,,37070.1010062356,,8083.03208637416,,,
"China, P.R.: Mainland",2012.0,110800.0,,8419.89875631223,-2029.23570679,,,,,74228.098540062,,24267.2355454587,,,
"China, P.R.: Mainland",2013.0,105491.115048141,,2821.90694689377,2531.06696646,,,,,88860.6861527608,,25649.1208833525,,,
"China, P.R.: Mainland",2014.0,101223.566110171,,9413.20447931332,1401.53924096,,,,,144926.635150605,,41328.4021671788,,,
"China, P.R.: Mainland",2015.0,99308.40807512,,33530.18372128,39678.80044304,,,,,219957.47138386,,-8225.57428459,,,
Colombia,1997.0,3221.37623080293,,768.723816093597,0.0,,,,,6431.67614112425,,1423.68727195856,,,
Colombia,1998.0,2935.60722238255,,-285.769008420396,0.0,,,,,7398.09132434907,,869.182343430978,,,
Colombia,1999.0,4280.66879303115,,1345.06157064861,0.0,,,,,7827.41117618354,,747.176596022804,,,
Colombia,2000.0,4807.27068615564,,1278.68457944942,0.0,,,,,9224.32091618173,,1436.47335217767,,,
Colombia,2001.0,7129.14622622641,,2321.87554007077,0.0,,,,,12678.810911523,,3491.57290761754,,,
Colombia,2002.0,6522.45451808208,,-606.691708144335,0.0,,,,,12000.6381601644,,-949.504391851148,,,
Colombia,2003.0,8099.71526044086,,1484.75722056534,0.0,,,,,12546.27708842,,181.063058,,,
Colombia,2004.0,9708.48749991283,,1051.87975903189,24.2813954927556,,,,,14031.1793740154,,1175.96705717682,,,
Colombia,2005.0,11671.8110519136,419077000.0,1286.02027975108,145.10425420241,70375000.0,26727000.0,24129000.0,85938000.0,13820.8145373777,348741000.0,-138.2932209,35727000.0,,
Colombia,2006.0,15202.9506248555,444943000.0,2966.97854911539,96.471982314677,74044000.0,30721000.0,31891000.0,102070000.0,15194.7677025198,370953000.0,932.080673503281,38837000.0,,
Colombia,2007.0,17469.1307905506,472591000.0,2149.47609170583,-80.1080238619584,77427000.0,38252000.0,38139000.0,122373000.0,16784.5206915327,395261000.0,1093.77443635384,46373000.0,,
Colombia,2008.0,16494.4163755363,492507000.0,-317.919714301689,134.267179251633,81064000.0,29511000.0,41544000.0,119050000.0,15076.3287571813,411526000.0,-1108.92619044594,42191000.0,,
Colombia,2009.0,16466.8091920804,503416000.0,-172.363799545842,1244.09253535499,84925000.0,34059000.0,37623000.0,124354000.0,19959.7273331186,418556000.0,4600.80428702546,49229000.0,,
Colombia,2010.0,18617.6832231372,529002000.0,1823.02290601385,1527.49670193261,89363000.0,32748000.0,43492000.0,133189000.0,22110.5975962572,439704000.0,1774.59008374495,51734000.0,,
Colombia,2011.0,19729.6759465784,558993000.0,1106.92301827345,254.399732932127,95151000.0,33532000.0,56256000.0,149454000.0,28150.6554801321,463891000.0,5260.18169332352,51250000.0,,
Colombia,2012.0,22483.3717350379,589694000.0,2236.02941876653,350.321915475992,99725000.0,33281000.0,58511000.0,154437000.0,33061.6384124542,490026000.0,3900.52005199032,53523000.0,,
Colombia,2013.0,25007.7676161477,621266000.0,2532.34887741302,1102.74969104804,108596000.0,35425000.0,61325000.0,167533000.0,41482.9536938347,512699000.0,9151.87931335484,60087000.0,,
Colombia,2014.0,27845.7587248096,648134000.0,2985.75502756493,4110.4525054426,113674000.0,39095000.0,66970000.0,182957000.0,53951.6418479952,534484000.0,16837.8175731064,65871000.0,,
Colombia,2015.0,26515.8686755467,670201000.0,-839.538738413023,439.376462531851,119188000.0,42804000.0,60748000.0,188095000.0,56453.4444891493,551013000.0,8050.78934951938,72608000.0,,
"Croatia, Rep. of",1997.0,,27427.437491714,0.0,-0.162311314282379,7273.3053864252,,,6737.5157089049,,20177.831284468,549.89128519165,,,
"Croatia, Rep. of",1998.0,,27360.956983784,0.0,0.141061528370393,7472.5664599491,,,6899.5010045805,2329.84384875291,19923.285487217,13.7904888047318,,,
"Croatia, Rep. of",1999.0,52.8266576913652,26920.67078152,38.0193514191141,0.298629075962781,7615.8674746535,,,6895.2467177459,2709.06607438046,19338.990028831,658.424020166556,,,
"Croatia, Rep. of",2000.0,72.7130578428084,27564.299048033,20.9702028171388,0.241003083142567,7386.3208768251,,,6775.12249895,3344.55542280007,20216.563471261,773.397138140703,,,
"Croatia, Rep. of",2001.0,200.693079248156,28369.914232482,129.232900313683,-0.353051965561899,7126.4514713278,,,7066.7217101407,3871.44968018953,21271.16023767,752.910023465887,,,
"Croatia, Rep. of",2002.0,830.424375684323,30916.302405879,555.973474723239,68.4651152662763,7648.2914617768,,,7853.0586697567,4327.19112243596,23291.406328063,176.748665860578,,,
"Croatia, Rep. of",2003.0,745.11653661858,32172.521718558,-206.700146558899,66.2796720177284,7813.0113102602,,,9501.0880762715,5879.37643601232,24374.154148909,802.127661045477,,,
"Croatia, Rep. of",2004.0,1808.80106966918,33549.682991102,899.305999788682,47.5663185930994,8078.9142758981,,,9769.7698152494,7506.09867190786,25482.987070205,1155.29646982187,,,
"Croatia, Rep. of",2005.0,2109.36620195052,34943.317176814,477.539641432113,238.508137986085,8305.6139027298,,,10118.564174921,6066.93439741171,26648.369077911,-906.376655461314,,,
"Croatia, Rep. of",2006.0,2478.48801117023,35720.579554661,199.945161934123,407.861438153982,8741.6278556407,,,10968.57571213,6417.43037117626,26992.707316191,-122.732858180984,,,
"Croatia, Rep. of",2007.0,2137.01615258464,37682.130366756,-574.83323832355,1113.07338135155,9351.0158904677,,,11474.090543392,7704.4105895228,28347.69697794,585.962024162066,,,
"Croatia, Rep. of",2008.0,2793.90724941732,38507.111569721,659.523191372411,-235.559544341319,9323.5295877881,,,12629.509510941,6987.48366794013,29204.629460029,-505.868422434518,,,
"Croatia, Rep. of",2009.0,3465.89904309041,36183.366641663,693.527871059618,119.925165470972,9566.2878589337,,,10759.649914363,8391.33083135205,26618.560781709,1499.26664904666,,,
"Croatia, Rep. of",2010.0,3055.35740839315,35767.64331,-140.207046831979,527.474311203955,9556.402098,,,9261.914987,8471.41975614609,26211.24121,592.815791299101,,,
"Croatia, Rep. of",2011.0,2174.95145964707,36151.558485625,-836.606677723301,57.4409675331773,9662.1605733803,,,8913.2945837363,8564.58014742521,26489.397909962,92.9413261369769,,,
"Croatia, Rep. of",2012.0,2450.93502577533,35419.179190672,231.966308650258,154.986738159448,9558.1952082108,,,8508.67089338,11427.510750343,25861.51452336,2805.43103089207,,,
"Croatia, Rep. of",2013.0,2445.48567309425,35049.534279234,-153.403072497435,-72.2958662508601,9597.2699491423,,,8593.0530963743,14061.4525139665,25457.586985755,2520.83202602416,,,
"Croatia, Rep. of",2014.0,2482.9791052421,34505.810683259,305.698958316597,167.555282044977,9692.8846690583,,,8397.8140110512,13053.4121366076,24832.751897865,-408.240706757642,,,
"Croatia, Rep. of",2015.0,2179.83892848209,34507.351984808,-45.5066668707314,191.87726695656,9598.3739231012,,,9088.9367496592,12912.409835463,24923.588399895,322.547053347753,,,
Cyprus,1997.0,,8963.5,145.359773547505,0.0,2025.3,,,2944.7,,6938.2,254.720138652857,,,
Cyprus,1998.0,,9738.2,160.285630280595,0.0,2323.1,,,2498.5,,7438.4,355.138884440981,,,
Cyprus,1999.0,,10132.3,736.719141022318,0.0,2405.4,,,2869.9,,7749.1,493.601824484953,,,
Cyprus,2000.0,1087.9594,10709.6,358.861262783147,94.5382656674192,2328.8,,,2840.1,979.3256,8370.8,140.528904707802,,,
Cyprus,2001.0,1460.9462,11347.5,197.269981428164,51.9687239793619,2506.9,,,2840.4,1445.1048,8834.8,428.801507507914,,,
Cyprus,2002.0,4174.91804568373,11742.0,550.806706370918,578.430076810572,2632.2,,,3164.4,1813.18842063717,9107.2,556.480954415624,,,
Cyprus,2003.0,5370.04015183999,12339.9,683.088714779801,-161.88730492772,2837.9,,,3225.1,3006.90650874633,9504.3,802.561947161952,,,
Cyprus,2004.0,8469.73067848375,12975.9,1738.13710723228,74.4167784101276,2787.4,,,3411.8,7096.12781363942,10188.0,2992.90643063106,,,
Cyprus,2005.0,11005.0528536282,13439.6,1601.91684699048,18.3578733201019,2852.3,,,3632.8,8379.7190606451,10586.3,1553.32627227578,,,
Cyprus,2006.0,22004.826029786,14058.5,3190.28940520479,-31.8514037048933,3056.9,,,4390.9,12366.5785599631,11000.8,2964.28867474019,,,
Cyprus,2007.0,21020.8690440252,15235.7,-685.667014951564,93.5439247148323,3160.1,,,4721.3,13376.7180635025,12073.2,-1089.71685113661,,,
Cyprus,2008.0,46324.3381950725,16429.2,18224.6078398043,-3224.86412586025,3361.0,,,5119.0,14640.7551612394,13064.9,-426.003394655879,,,
Cyprus,2009.0,65250.8481673482,15784.6,16614.9987940568,227.538389935765,3571.4,,,4421.2,16344.6890816236,12212.3,1377.47481795367,,,
Cyprus,2010.0,51939.2597901916,16399.9,-1910.51057536456,797.957479938623,3594.7,,,4358.0,11433.6021683569,12805.2,-2090.40602744887,,,
Cyprus,2011.0,35630.230042179,16342.8,-10653.5979553866,103.62698411105,3651.7,,,3847.2,10564.0724274824,12691.1,-150.337042887894,,,
Cyprus,2012.0,27445.499311988,15903.0,-9656.26364207732,724.548849883382,3563.8,,,3096.5,8253.2931828174,12339.2,-2095.13497260898,,,
Cyprus,2013.0,11958.4096457719,14865.7,-15770.2655268613,-97.2400145929344,3392.5,,,2608.8,9782.3315227698,11474.9,1077.71926585444,,,
Cyprus,2014.0,8938.76063696343,14621.6,-2164.07628012529,-109.398472226354,3138.9,,,2416.3,9890.91302093244,11470.3,641.995277112315,,,
Cyprus,2015.0,8290.07104522054,15029.9,-280.900059137573,-208.696711013713,3183.2,,,2373.9,9562.67125749472,11829.2,558.932875299804,,,
Czech Rep.,1997.0,614.87758401663,2062083.8716606,162.216575735736,-2.94202141872393,659511.2416389,,,773333.39626534,1852.70816491512,1405541.5696212,773.690036926651,,,
Czech Rep.,1998.0,752.198961647965,2040881.1251756,163.090919159261,-119.219707821388,642170.61858558,,,763284.50363453,1771.25774577123,1399920.7339199,49.4260593015823,,,
Czech Rep.,1999.0,1056.92487284249,2105381.108608,473.177182191464,1408.51430595507,661844.0483255,,,745233.4139311,1877.96770338253,1444676.081415,379.846201340097,,,
Czech Rep.,2000.0,2332.75328590696,2124630.5111424,1069.45965970626,1166.62241484074,657607.84314592,,,801379.82021113,1293.77198318039,1466677.042603,-137.078129263901,,,
Czech Rep.,2001.0,3211.97771587744,2186409.9677104,121.34401736853,-246.784828881464,675063.28621623,,,847693.48021369,1423.26318982873,1510766.1537976,181.324619990942,,,
Czech Rep.,2002.0,6233.36982847285,2285826.6819913,2142.39179069205,230.679312632856,730798.60275489,,,863541.02479278,2422.69002355595,1557503.1515122,1079.21214732044,,,
Czech Rep.,2003.0,11562.7582443284,2409626.2244543,3121.94497540861,-187.909060006172,775519.5991274,,,884047.19276624,3228.80642394948,1637243.0125654,648.838533800242,,,
Czech Rep.,2004.0,13240.1520232506,2444788.3028523,1358.89845739027,1447.51451673044,761821.47775119,,,919452.15672359,7697.16074223116,1684328.7655553,4040.6328592447,,,
Czech Rep.,2005.0,13049.0889864975,2514198.0682046,1994.12602942337,1470.07014040036,770185.60256588,,,975005.59513161,8838.05108182853,1744584.7687123,1618.88631985465,,,
Czech Rep.,2006.0,15800.0095803794,2585615.9088839,1066.28208164147,1938.00691366523,775553.20498603,,,1028441.5643967,11803.027399885,1810036.0882264,1608.49424814688,,,
Czech Rep.,2007.0,20015.8203341078,2665735.0947649,1635.10734253785,3213.41175564915,780555.81044161,,,1165062.3185053,16253.1253457241,1884967.2963799,2380.87071697194,,,
Czech Rep.,2008.0,16304.9726041559,2732311.0959224,-296.162896307379,794.228512156368,790701.04576372,,,1187389.4716856,16970.9500671974,1941416.3703492,1582.21874747595,,,
Czech Rep.,2009.0,14699.3140243902,2745904.2938002,-2327.82303581853,-1090.99387659477,813609.03939683,,,1080244.9592143,24164.0352787456,1932264.387485,5479.77056228305,,,
Czech Rep.,2010.0,13133.4328835795,2778360.0,-744.875147749243,112.834126587974,819884.0,,,1084017.0,31014.399232041,1958476.0,7330.10857827651,,,
Czech Rep.,2011.0,13127.0812437312,2757281.8145785,949.787004785813,-131.906631648711,791105.24956336,,,1095479.4515257,30782.9488465396,1966175.1517851,1181.5343660532,,,
Czech Rep.,2012.0,15412.4376803988,2720767.493726,1153.73572304829,228.493192043885,775820.18486293,,,1059017.6657965,36560.5352925741,1944943.7266939,4316.74141416822,,,
Czech Rep.,2013.0,14907.1076706545,2757084.5928947,-427.069746529783,524.211460250197,794560.11852979,,,1036083.1987472,41446.9689353574,1962633.5798721,4714.17243182159,,,
Czech Rep.,2014.0,15550.6262590873,2792697.7333256,2073.68524910571,1594.28945756848,802519.10604877,,,1069797.2478695,36510.6858193921,1990248.7428295,-1005.96795203377,,,
Czech Rep.,2015.0,15434.0154689011,2883977.4017682,1190.24948319983,1733.18461755055,816717.58132015,,,1173966.4005832,43046.8498227522,2067237.4175666,9432.53598142963,,,
Denmark,1997.0,14649.8681511866,1110553.685,,,376150.972,,,287308.417,86141.2247289774,733338.617,,,,
Denmark,1998.0,19168.7152587489,1139299.743,,,387763.251,,,306402.709,96658.4201049088,750589.643,,,,
Denmark,1999.0,20629.5615505217,1150485.405,3518.87973751137,6201.88197823305,400446.341,,,305602.437,84531.6808131048,749691.016,7031.4627908549,,,
Denmark,2000.0,28493.1114020323,1164693.394,9638.22595599958,13943.8466784157,412187.774,,,330558.833,78095.255906739,752589.658,3441.89232822215,,,
Denmark,2001.0,37753.2099273636,1173919.888,10454.0652570268,4317.84937033474,420033.792,,,329015.258,88664.7984945954,754308.959,9649.13948509447,,,
Denmark,2002.0,50628.0080737059,1193646.795,4554.83157491442,-198.964571882448,428983.549,,,321469.921,106812.041223532,765215.748,4252.55935130371,,,
Denmark,2003.0,74915.3367688772,1205060.618,18462.5169843054,3467.45486781091,430024.862,,,326736.581,127922.596973051,775425.64,4621.38514218562,,,
Denmark,2004.0,95422.6994661314,1248028.247,17468.9825094869,7298.81564157127,436581.2,,,338227.987,153224.694051075,811461.409,8493.26908752162,,,
Denmark,2005.0,108357.55285337,1283510.36,18798.2461131537,14238.9155363731,441846.802,,,358327.652,161062.12741734,841471.425,24086.8706961066,,,
Denmark,2006.0,119838.379199491,1319567.32,4054.99270501201,22032.015270984,453065.447,,,407306.293,188241.424382662,866276.011,14693.5292329506,,,
Denmark,2007.0,144459.63785392,1340374.607,18578.9198523436,8798.18805184678,458503.839,,,410118.612,221331.546903631,881600.8,17396.235426074,,,
Denmark,2008.0,148290.033870083,1359497.282,17895.6893517045,-9139.45190611586,473421.158,,,399879.62,226769.664515885,885924.098,15155.7668996646,,,
Denmark,2009.0,171701.315966937,1343243.107,14950.8637537888,8472.15868659682,487751.802,,,348025.575,262397.448989422,855518.166,27685.1015936538,,,
Denmark,2010.0,188443.8743698,1357797.22,12676.0105487174,4647.8328018229,495575.147,,,328025.431,256445.406445406,862222.073,7177.23714420946,,,
Denmark,2011.0,181931.390977444,1357063.765,-6562.81672907861,5580.80269705359,492463.97,,,329299.654,255624.47786132,864599.795,2162.12760167466,,,
Denmark,2012.0,206832.711915322,1365204.901,9029.61126315765,14670.2801749488,496195.392,,,341593.408,267427.506140552,869030.193,5542.75444294487,,,
Denmark,2013.0,200992.111146008,1367180.959,-8619.18574902666,12845.311660383,495700.96,,,350928.356,277691.725017089,871458.299,6088.62331905782,,,
Denmark,2014.0,215422.77910282,1384585.34,24481.8655683752,10152.7116746252,505298.514,,,361846.483,267219.42692848,879400.779,17236.4843306662,,,
Denmark,2015.0,182652.122986823,1413235.486,-11708.2146445753,3661.37045516326,513801.236,,,381814.58,248320.204978038,899455.948,9590.61008633964,,,
Dominican Rep.,1997.0,,748573.741980356,3.5,2.1,72437.9024100782,,,191291.118579147,,669485.08249485,-1.9,,,
Dominican Rep.,1998.0,,771558.923078888,3.8,13.7,78124.1641117299,,,259537.84512122,,690172.301187086,-3.8,,,
Dominican Rep.,1999.0,,816273.592991583,4.1,428.9,82431.0403951354,,,242555.162896832,,730686.200330883,-3.8,,,
Dominican Rep.,2000.0,,843319.502957266,2.2,-270.6,86297.0833930559,,,280408.327770144,,755130.345819552,-3.9,,,
Dominican Rep.,2001.0,,862095.200035838,4.7,-128.2,94725.1482181851,,,273137.368828358,,766738.807405445,480.2,,,
Dominican Rep.,2002.0,83.6,897676.55154779,11.5,2.5,102788.011115699,,,291141.14726248,1031.2,795418.938497126,-11.7,,,
Dominican Rep.,2003.0,96.7,868681.849836888,13.2,6.5,94500.6298865544,,,246658.95377874,1401.9,774636.184002899,563.54,,,
Dominican Rep.,2004.0,102.1,896319.664136148,5.4,2.2,100450.303378208,,,250440.630267204,1600.44,795698.79721239,-16.67,,,
Dominican Rep.,2005.0,185.3,1007612.41493632,83.2,-0.9,110151.878577688,,,285009.837135501,2037.97,895961.752377518,326.35,,,
Dominican Rep.,2006.0,531.7,1100067.18185912,346.4,-17.7,122043.426662939,,,348366.761729998,3264.62,977249.580129568,1102.45,,,
Dominican Rep.,2007.0,358.9,1167780.29436111,-172.8,0.0,133839.873340824,,,394318.345087365,3937.69,1033940.42102028,776.3,,,
Dominican Rep.,2008.0,240.9,1227031.86196117,-118.0,10.3,137496.835745657,,,419208.52836769,2853.79,1090213.37198546,-457.5,,,
Dominican Rep.,2009.0,196.7,1294615.21496388,-44.2,-2.3,144022.252577647,,,358005.762993486,3021.52,1151205.73860532,-379.1,,,
Dominican Rep.,2010.0,206.3,1380074.86346377,9.6,1.0,151052.613166844,,,419871.560426989,3883.53,1230327.13655248,770.1,,,
Dominican Rep.,2011.0,173.1,1429902.11941198,-33.2,-3.7,147091.990385339,,,410484.084349216,4406.39,1283611.56290107,709.1,,,
Dominican Rep.,2012.0,187.0,1465262.65718804,13.8,786.3,156748.233888003,,,408611.847564344,5124.37,1307994.42842019,353.9,,,
Dominican Rep.,2013.0,196.9,1503344.47957979,9.9,0.0,166592.641364745,,,398536.160828867,6739.58,1337071.43798085,1796.6,,,
Dominican Rep.,2014.0,217.2,1580717.68453409,21.6,0.1,173781.052006972,,,435795.859761452,8287.72,1408028.04881297,1504.1,,,
Dominican Rep.,2015.0,253.0,1683225.7835133,37.2,-0.6,185775.530648417,,,518063.533775523,11286.74062174,1498655.55671613,3494.3,,,
Ecuador,1997.0,,,,,,,,,6334.1,,-263.62,,,
Ecuador,1998.0,,,,,,,,,6383.3,,-39.54,,,
Ecuador,1999.0,,,,,,,,,6411.353,,-46.58,,,
Ecuador,2000.0,,,0.0,0.0,,,,,3962.987,,-5582.77,,,
Ecuador,2001.0,,,0.0,0.0,,,,,4079.121,,38.58,,,
Ecuador,2002.0,428.42640036,,0.0,0.0,,,,,4078.045,,-1.076,,,
Ecuador,2003.0,740.06328051,,313.12539569,-1.48851554,,,,,4076.645,,-1.077,,,
Ecuador,2004.0,930.72328051,,166.67,23.99,,,,,4075.946,,-1.079,,,
Ecuador,2005.0,1159.14328051,,206.0,22.42,,,,,4722.658,,592.71,,,
Ecuador,2006.0,1799.92328051,,580.14,60.64,,,,,3979.492,,-743.166,,,
Ecuador,2007.0,1915.51328051,38775.487,75.5,40.09,5574.209,,,10593.947,3976.326,33201.278,-3.166,,32490.715,
Ecuador,2008.0,1698.66328051,41186.204,-211.9,-4.95000000000001,6191.348,,,12286.215,3971.262,34994.856,-5.064,,34270.46,
Ecuador,2009.0,1850.75328051,41558.65,41.99,110.1,6910.254,,,11843.329,979.406,34648.396,-2991.856,,33928.67,
Ecuador,2010.0,2571.67328051,44534.14,186.63,534.29,7213.505,,,13050.148,968.816,37320.635,-10.59,,36683.105,
Ecuador,2011.0,2524.07328051,47075.511,-188.59,140.99,7840.882,,,14920.791,960.234,39234.629,-8.582,,38548.037,
Ecuador,2012.0,2385.36328051,49073.972,-598.95,460.24,8712.092,,,16496.168,883.604,40361.88,-76.63,,39693.606,
Ecuador,2013.0,3288.83328051,51552.041,420.73,482.74,9609.763,,,18214.094,875.022,41942.278,-8.582,,41271.119,
Ecuador,2014.0,3780.64328051,53341.164,82.4599999999999,409.35,10252.323,,,18626.338,2866.44,43088.841,1991.418,,42402.284,
Ecuador,2015.0,3154.81328051,53521.043,787.79,-1413.62,10471.797,,,17465.28,3712.161,43049.246,845.721,,42432.382,
"Egypt, Arab Rep. of",1997.0,,1385866.29806922,,,129543.63004049,,,,,1256322.66802873,301.0,,,
"Egypt, Arab Rep. of",1998.0,,1468661.73014665,,63.0,153591.283441106,,,,,1315070.44670555,-377.0,,,
"Egypt, Arab Rep. of",1999.0,,1530876.8107677,,21.5,167085.609250258,,,,,1363791.20151744,-41.0,,,
"Egypt, Arab Rep. of",2000.0,,1619708.44319477,,3.0,185806.381135894,,,,,1433902.06205888,,,,
"Egypt, Arab Rep. of",2001.0,,1683156.91638813,,1.6,194574.114572425,,,,,1488582.8018157,1423.7,,,
"Egypt, Arab Rep. of",2002.0,,1733605.70312632,,5.7,206447.376194705,,,,,1527158.32693162,-454.9,,,
"Egypt, Arab Rep. of",2003.0,,1774747.46146279,,25.2,212073.824602527,,,,,1562673.63686026,-54.5,,,
"Egypt, Arab Rep. of",2004.0,1007.8,1811858.86171063,,-324.0,216401.861839313,,,,583.7,1595456.99987132,-111.2,,,
"Egypt, Arab Rep. of",2005.0,1251.64,1894959.01691811,,59.9,222461.113970814,,,,3382.4,1672497.9029473,2798.7,,,
"Egypt, Arab Rep. of",2006.0,1548.0,2009522.58504993,,703.2,229385.973549672,,,,2885.0,1780136.61150026,-499.1,,,
"Egypt, Arab Rep. of",2007.0,1681.1,2133439.38944858,,846.4,229818.77727335,,,,4032.0,1903620.61217523,471.4,,,
"Egypt, Arab Rep. of",2008.0,1036.3,2247431.75579874,,622.7,234720.125603825,,,,2937.9,2012711.63019492,-6353.4,,,
"Egypt, Arab Rep. of",2009.0,3154.5,2374535.67115366,,267.4,247790.387818423,,,,2351.3,2126745.28333523,-652.7,,,
"Egypt, Arab Rep. of",2010.0,8730.4,2473255.10417032,0.0,444.8,258954.570126725,,,,14759.8,2214300.53404359,9162.3,,,
"Egypt, Arab Rep. of",2011.0,2572.5,2605564.54274981,0.0,220.4,268757.266787674,,,,3755.9,2336807.27596214,-9719.9,,,
"Egypt, Arab Rep. of",2012.0,2616.4,2765462.21567423,0.0,-22.6,277198.477801268,,,,2787.3,2488263.73787296,-992.9,,,
"Egypt, Arab Rep. of",2013.0,2230.7,2889453.45333338,0.0,-50.2,283269.598308668,,,,6256.0,2606183.85502471,3394.5,,,
"Egypt, Arab Rep. of",2014.0,1844.9,3027855.33983566,,27.9,307109.852008457,,,,3686.1,2720745.4878272,-2568.6,,,
"Egypt, Arab Rep. of",2015.0,733.8,3133249.97815402,,-200.6,328728.964059197,,,,3536.9,2804521.01409482,-142.8,,,
El Salvador,1997.0,,,,,,,,,356.950314106225,,115.917201998572,,,
El Salvador,1998.0,,,,,,,,,130.49685893775,,-226.384922901199,,,
El Salvador,1999.0,2.10165619645917,,1.7,0.0,,,,,205.002855511137,,75.2,,,
El Salvador,2000.0,10.9994288977727,313.679325016216,8.9,0.0,260.847666574794,,,,202.798400913764,323.86627473143,-16.8,,,
El Salvador,2001.0,134.73,319.789301380724,126.5,0.0,276.277573250749,,,,350.3,328.180129159858,153.1,,,
El Salvador,2002.0,335.71,322.90325543851,289.2,0.0,282.695970718918,,,,948.67937,330.650927636077,557.2,,,
El Salvador,2003.0,599.17,325.783395651082,263.7,0.0,287.022649167561,,,,1402.5,333.247093216481,452.8,,,
El Salvador,2004.0,811.311,331.552621546428,124.76,0.0,295.417410213951,,,,1569.6,338.517559720289,181.9,,,
El Salvador,2005.0,677.635838,19940.4786448541,9.9,-48.6,2761.75698592748,1875.55123209094,1955.87912832453,3831.43036041547,1785.9507995,17194.5356938037,86.4,0.0,17047.8121493976,0.0
El Salvador,2006.0,614.912879,20850.3748816601,6.6,-56.3,2900.20645646323,2060.0637493297,2082.10001386131,4142.16376319102,2719.2560895,17966.6254501558,715.1,0.0,17855.499124866,0.0
El Salvador,2007.0,685.464517,22111.4879958185,169.3,-65.9,2896.77110058579,2093.90600274603,2299.79727281641,4393.70327556245,2618.671803,19235.5221601851,-63.4,0.0,19111.7087591526,0.0
El Salvador,2008.0,486.27517,22204.3983108849,-392.2,196.46,3065.84305270391,2207.86442951679,2083.51121593615,4291.37564545294,1572.63855,19152.7357905902,-65.1,0.0,19026.0794215125,0.0
El Salvador,2009.0,113.522,20956.2334430447,-1.2,-349.0,3061.75083582504,2008.91274113632,1577.07577730267,3585.98851843899,2236.624764,17908.5979398002,396.9,0.0,17753.9317872787,0.0
El Salvador,2010.0,235.53975836,21206.961351458,122.03046486,-3.832016,3140.95929833124,1841.73461501503,1362.76048499874,3204.49510001376,2850.307,18077.3021399284,-3.2,0.0,17913.2449105293,0.0
El Salvador,2011.0,133.34661916,21836.7716090555,-102.1931392,4.61225495000001,3480.95228402348,1960.97621227719,1588.21306194711,3549.1892742243,2797.69164233,18358.5067453127,1.0,0.0,18182.3620609545,0.0
El Salvador,2012.0,124.104299999999,22498.6186025636,-26.938633340001,-7.36931203000001,3546.71712241805,1951.25633853847,1697.10066106667,3648.35699960513,3943.446123,18952.5555471801,836.29962,0.0,18788.662094753,0.0
El Salvador,2013.0,102.587549999885,23253.0698858813,-21.516750000114,0.24642603,3644.3056376832,1928.79426806966,1930.01759162241,3858.81185969207,3550.025748,19608.7446358826,-7.8,0.0,19445.7786555034,0.0
El Salvador,2014.0,806.56374601,23181.2309997677,67.021712290115,0.0770817699999999,3604.6033627321,1905.69597800804,1583.81388386825,3489.50986187628,4818.275039,19576.6276370356,861.3,0.0,19421.8699774565,0.0
El Salvador,2015.0,801.931859446667,23838.552607837,-59.4277515833333,1.519504,3678.84634121898,1940.45875133962,1863.45298721175,3803.91173855136,4028.465182,20159.706266618,0.900000000000006,0.0,19974.3451900349,0.0
"Estonia, Rep. of",1997.0,150.864955357143,6666.6282716963,77.2038885136755,87.7901026190902,2186.3634085987,,,1797.696664383,381.270926339286,4581.2239187756,299.733013294461,,,
"Estonia, Rep. of",1998.0,179.731543624161,6919.7167373893,45.9653814759298,-35.1082948591676,2281.9056606542,,,2209.693387809,401.707680835198,4745.8954160103,-24.6486319394955,,,
"Estonia, Rep. of",1999.0,292.854388896029,6959.2461872665,145.198858392033,-12.9388320358539,2306.7821588158,,,1894.3041926364,271.160519213469,4764.1238552762,-82.0882431492441,,,
