,Code,Year,Banking_crisis_dummy
971,COL,1999.0,1.0
972,COL,2000.0,1.0
973,COL,2001.0,0.0
974,COL,2002.0,0.0
975,COL,2003.0,0.0
976,COL,2004.0,0.0
977,COL,2005.0,0.0
978,COL,2006.0,0.0
979,COL,2007.0,0.0
980,COL,2008.0,0.0
981,COL,2009.0,0.0
982,COL,2010.0,0.0
983,COL,2011.0,0.0
984,COL,2012.0,0.0
985,COL,2013.0,0.0
986,COL,2014.0,0.0
987,COL,2015.0,0.0
988,COM,1997.0,0.0
989,COM,1998.0,0.0
990,COM,1999.0,0.0
991,COM,2000.0,0.0
992,COM,2001.0,0.0
993,COM,2002.0,0.0
994,COM,2003.0,0.0
995,COM,2004.0,0.0
996,COM,2005.0,0.0
997,COM,2006.0,0.0
998,COM,2007.0,0.0
999,COM,2008.0,0.0
1000,COM,2009.0,0.0
1001,COM,2010.0,0.0
1002,COM,2011.0,0.0
1003,COM,2012.0,0.0
1004,COM,2013.0,0.0
1005,COM,2014.0,0.0
1006,COM,2015.0,0.0
1007,COD,1997.0,0.0
1008,COD,1998.0,0.0
1009,COD,1999.0,0.0
1010,COD,2000.0,0.0
1011,COD,2001.0,0.0
1012,COD,2002.0,0.0
1013,COD,2003.0,0.0
1014,COD,2004.0,0.0
1015,COD,2005.0,0.0
1016,COD,2006.0,0.0
1017,COD,2007.0,0.0
1018,COD,2008.0,0.0
1019,COD,2009.0,0.0
1020,COD,2010.0,0.0
1021,COD,2011.0,0.0
1022,COD,2012.0,0.0
1023,COD,2013.0,0.0
1024,COD,2014.0,0.0
1025,COD,2015.0,0.0
1026,COG,1997.0,0.0
1027,COG,1998.0,0.0
1028,COG,1999.0,0.0
1029,COG,2000.0,0.0
1030,COG,2001.0,0.0
1031,COG,2002.0,0.0
1032,COG,2003.0,0.0
1033,COG,2004.0,0.0
1034,COG,2005.0,0.0
1035,COG,2006.0,0.0
1036,COG,2007.0,0.0
1037,COG,2008.0,0.0
1038,COG,2009.0,0.0
1039,COG,2010.0,0.0
1040,COG,2011.0,0.0
1041,COG,2012.0,0.0
1042,COG,2013.0,0.0
1043,COG,2014.0,0.0
1044,COG,2015.0,0.0
1045,CRI,1997.0,0.0
1046,CRI,1998.0,0.0
1047,CRI,1999.0,0.0
1048,CRI,2000.0,0.0
1049,CRI,2001.0,0.0
1050,CRI,2002.0,0.0
1051,CRI,2003.0,0.0
1052,CRI,2004.0,0.0
1053,CRI,2005.0,0.0
1054,CRI,2006.0,0.0
1055,CRI,2007.0,0.0
1056,CRI,2008.0,0.0
1057,CRI,2009.0,0.0
1058,CRI,2010.0,0.0
1059,CRI,2011.0,0.0
1060,CRI,2012.0,0.0
1061,CRI,2013.0,0.0
1062,CRI,2014.0,0.0
1063,CRI,2015.0,0.0
1064,CIV,1997.0,0.0
1065,CIV,1998.0,0.0
1066,CIV,1999.0,0.0
1067,CIV,2000.0,0.0
1068,CIV,2001.0,0.0
1069,CIV,2002.0,0.0
1070,CIV,2003.0,0.0
1071,CIV,2004.0,0.0
1072,CIV,2005.0,0.0
1073,CIV,2006.0,0.0
1074,CIV,2007.0,0.0
1075,CIV,2008.0,0.0
1076,CIV,2009.0,0.0
1077,CIV,2010.0,0.0
1078,CIV,2011.0,0.0
1079,CIV,2012.0,0.0
1080,CIV,2013.0,0.0
1081,CIV,2014.0,0.0
1082,CIV,2015.0,0.0
1083,HRV,1997.0,0.0
1084,HRV,1998.0,1.0
1085,HRV,1999.0,1.0
1086,HRV,2000.0,0.0
1087,HRV,2001.0,0.0
1088,HRV,2002.0,0.0
1089,HRV,2003.0,0.0
1090,HRV,2004.0,0.0
1091,HRV,2005.0,0.0
1092,HRV,2006.0,0.0
1093,HRV,2007.0,0.0
1094,HRV,2008.0,0.0
1095,HRV,2009.0,0.0
1096,HRV,2010.0,0.0
1097,HRV,2011.0,0.0
1098,HRV,2012.0,0.0
1099,HRV,2013.0,0.0
1100,HRV,2014.0,0.0
1101,HRV,2015.0,0.0
1102,CUB,1997.0,0.0
1103,CUB,1998.0,0.0
1104,CUB,1999.0,0.0
1105,CUB,2000.0,0.0
1106,CUB,2001.0,0.0
1107,CUB,2002.0,0.0
1108,CUB,2003.0,0.0
1109,CUB,2004.0,0.0
1110,CUB,2005.0,0.0
1111,CUB,2006.0,0.0
1112,CUB,2007.0,0.0
1113,CUB,2008.0,0.0
1114,CUB,2009.0,0.0
1115,CUB,2010.0,0.0
1116,CUB,2011.0,0.0
1117,CUB,2012.0,0.0
1118,CUB,2013.0,0.0
1119,CUB,2014.0,0.0
1120,CUB,2015.0,0.0
1121,CUW,1997.0,0.0
1122,CUW,1998.0,0.0
1123,CUW,1999.0,0.0
1124,CUW,2000.0,0.0
1125,CUW,2001.0,0.0
1126,CUW,2002.0,0.0
1127,CUW,2003.0,0.0
1128,CUW,2004.0,0.0
1129,CUW,2005.0,0.0
1130,CUW,2006.0,0.0
1131,CUW,2007.0,0.0
1132,CUW,2008.0,0.0
1133,CUW,2009.0,0.0
1134,CUW,2010.0,0.0
1135,CUW,2011.0,0.0
1136,CUW,2012.0,0.0
1137,CUW,2013.0,0.0
1138,CUW,2014.0,0.0
1139,CUW,2015.0,0.0
1140,CYP,1997.0,0.0
1141,CYP,1998.0,0.0
1142,CYP,1999.0,0.0
1143,CYP,2000.0,0.0
1144,CYP,2001.0,0.0
1145,CYP,2002.0,0.0
1146,CYP,2003.0,0.0
1147,CYP,2004.0,0.0
1148,CYP,2005.0,0.0
1149,CYP,2006.0,0.0
1150,CYP,2007.0,0.0
1151,CYP,2008.0,0.0
1152,CYP,2009.0,0.0
1153,CYP,2010.0,0.0
1154,CYP,2011.0,1.0
1155,CYP,2012.0,1.0
1156,CYP,2013.0,1.0
1157,CYP,2014.0,1.0
1158,CYP,2015.0,1.0
1159,CZE,1997.0,1.0
1160,CZE,1998.0,1.0
1161,CZE,1999.0,1.0
1162,CZE,2000.0,1.0
1163,CZE,2001.0,0.0
1164,CZE,2002.0,0.0
1165,CZE,2003.0,0.0
1166,CZE,2004.0,0.0
1167,CZE,2005.0,0.0
1168,CZE,2006.0,0.0
1169,CZE,2007.0,0.0
1170,CZE,2008.0,0.0
1171,CZE,2009.0,0.0
1172,CZE,2010.0,0.0
1173,CZE,2011.0,0.0
1174,CZE,2012.0,0.0
1175,CZE,2013.0,0.0
1176,CZE,2014.0,0.0
1177,CZE,2015.0,0.0
1178,DNK,1997.0,0.0
1179,DNK,1998.0,0.0
1180,DNK,1999.0,0.0
1181,DNK,2000.0,0.0
1182,DNK,2001.0,0.0
1183,DNK,2002.0,0.0
1184,DNK,2003.0,0.0
1185,DNK,2004.0,0.0
1186,DNK,2005.0,0.0
1187,DNK,2006.0,0.0
1188,DNK,2007.0,0.0
1189,DNK,2008.0,1.0
1190,DNK,2009.0,1.0
1191,DNK,2010.0,0.0
1192,DNK,2011.0,0.0
1193,DNK,2012.0,0.0
1194,DNK,2013.0,0.0
1195,DNK,2014.0,0.0
1196,DNK,2015.0,0.0
1197,DJI,1997.0,0.0
1198,DJI,1998.0,0.0
1199,DJI,1999.0,0.0
1200,DJI,2000.0,0.0
1201,DJI,2001.0,0.0
1202,DJI,2002.0,0.0
1203,DJI,2003.0,0.0
1204,DJI,2004.0,0.0
1205,DJI,2005.0,0.0
1206,DJI,2006.0,0.0
1207,DJI,2007.0,0.0
1208,DJI,2008.0,0.0
1209,DJI,2009.0,0.0
1210,DJI,2010.0,0.0
1211,DJI,2011.0,0.0
1212,DJI,2012.0,0.0
1213,DJI,2013.0,0.0
1214,DJI,2014.0,0.0
1215,DJI,2015.0,0.0
1216,DMA,1997.0,0.0
1217,DMA,1998.0,0.0
1218,DMA,1999.0,0.0
1219,DMA,2000.0,0.0
1220,DMA,2001.0,0.0
1221,DMA,2002.0,0.0
1222,DMA,2003.0,0.0
1223,DMA,2004.0,0.0
1224,DMA,2005.0,0.0
1225,DMA,2006.0,0.0
1226,DMA,2007.0,0.0
1227,DMA,2008.0,0.0
1228,DMA,2009.0,0.0
1229,DMA,2010.0,0.0
1230,DMA,2011.0,0.0
1231,DMA,2012.0,0.0
1232,DMA,2013.0,0.0
1233,DMA,2014.0,0.0
1234,DMA,2015.0,0.0
1235,DOM,1997.0,0.0
1236,DOM,1998.0,0.0
1237,DOM,1999.0,0.0
1238,DOM,2000.0,0.0
1239,DOM,2001.0,0.0
1240,DOM,2002.0,0.0
1241,DOM,2003.0,1.0
1242,DOM,2004.0,1.0
1243,DOM,2005.0,0.0
1244,DOM,2006.0,0.0
1245,DOM,2007.0,0.0
1246,DOM,2008.0,0.0
1247,DOM,2009.0,0.0
1248,DOM,2010.0,0.0
1249,DOM,2011.0,0.0
1250,DOM,2012.0,0.0
1251,DOM,2013.0,0.0
1252,DOM,2014.0,0.0
1253,DOM,2015.0,0.0
1254,ECU,1997.0,0.0
1255,ECU,1998.0,1.0
1256,ECU,1999.0,1.0
1257,ECU,2000.0,1.0
1258,ECU,2001.0,1.0
1259,ECU,2002.0,1.0
1260,ECU,2003.0,0.0
1261,ECU,2004.0,0.0
1262,ECU,2005.0,0.0
1263,ECU,2006.0,0.0
1264,ECU,2007.0,0.0
1265,ECU,2008.0,0.0
1266,ECU,2009.0,0.0
1267,ECU,2010.0,0.0
1268,ECU,2011.0,0.0
1269,ECU,2012.0,0.0
1270,ECU,2013.0,0.0
1271,ECU,2014.0,0.0
1272,ECU,2015.0,0.0
1273,EGY,1997.0,0.0
1274,EGY,1998.0,0.0
1275,EGY,1999.0,0.0
1276,EGY,2000.0,0.0
1277,EGY,2001.0,0.0
1278,EGY,2002.0,0.0
1279,EGY,2003.0,0.0
1280,EGY,2004.0,0.0
1281,EGY,2005.0,0.0
1282,EGY,2006.0,0.0
1283,EGY,2007.0,0.0
1284,EGY,2008.0,0.0
1285,EGY,2009.0,0.0
1286,EGY,2010.0,0.0
1287,EGY,2011.0,0.0
1288,EGY,2012.0,0.0
1289,EGY,2013.0,0.0
1290,EGY,2014.0,0.0
1291,EGY,2015.0,0.0
1292,SLV,1997.0,0.0
1293,SLV,1998.0,0.0
1294,SLV,1999.0,0.0
1295,SLV,2000.0,0.0
1296,SLV,2001.0,0.0
1297,SLV,2002.0,0.0
1298,SLV,2003.0,0.0
1299,SLV,2004.0,0.0
1300,SLV,2005.0,0.0
1301,SLV,2006.0,0.0
1302,SLV,2007.0,0.0
1303,SLV,2008.0,0.0
1304,SLV,2009.0,0.0
1305,SLV,2010.0,0.0
1306,SLV,2011.0,0.0
1307,SLV,2012.0,0.0
1308,SLV,2013.0,0.0
1309,SLV,2014.0,0.0
1310,SLV,2015.0,0.0
1311,GNQ,1997.0,0.0
1312,GNQ,1998.0,0.0
1313,GNQ,1999.0,0.0
1314,GNQ,2000.0,0.0
1315,GNQ,2001.0,0.0
1316,GNQ,2002.0,0.0
1317,GNQ,2003.0,0.0
1318,GNQ,2004.0,0.0
1319,GNQ,2005.0,0.0
1320,GNQ,2006.0,0.0
1321,GNQ,2007.0,0.0
1322,GNQ,2008.0,0.0
1323,GNQ,2009.0,0.0
1324,GNQ,2010.0,0.0
1325,GNQ,2011.0,0.0
1326,GNQ,2012.0,0.0
1327,GNQ,2013.0,0.0
1328,GNQ,2014.0,0.0
1329,GNQ,2015.0,0.0
1330,ERI,1997.0,0.0
1331,ERI,1998.0,0.0
1332,ERI,1999.0,0.0
1333,ERI,2000.0,0.0
1334,ERI,2001.0,0.0
1335,ERI,2002.0,0.0
1336,ERI,2003.0,0.0
1337,ERI,2004.0,0.0
1338,ERI,2005.0,0.0
1339,ERI,2006.0,0.0
1340,ERI,2007.0,0.0
1341,ERI,2008.0,0.0
1342,ERI,2009.0,0.0
1343,ERI,2010.0,0.0
1344,ERI,2011.0,0.0
1345,ERI,2012.0,0.0
1346,ERI,2013.0,0.0
1347,ERI,2014.0,0.0
1348,ERI,2015.0,0.0
1349,EST,1997.0,0.0
1350,EST,1998.0,0.0
1351,EST,1999.0,0.0
1352,EST,2000.0,0.0
1353,EST,2001.0,0.0
1354,EST,2002.0,0.0
1355,EST,2003.0,0.0
1356,EST,2004.0,0.0
1357,EST,2005.0,0.0
1358,EST,2006.0,0.0
1359,EST,2007.0,0.0
1360,EST,2008.0,0.0
1361,EST,2009.0,0.0
1362,EST,2010.0,0.0
1363,EST,2011.0,0.0
1364,EST,2012.0,0.0
1365,EST,2013.0,0.0
1366,EST,2014.0,0.0
1367,EST,2015.0,0.0
1368,SWZ,1997.0,1.0
1369,SWZ,1998.0,1.0
1370,SWZ,1999.0,1.0
1371,SWZ,2000.0,0.0
1372,SWZ,2001.0,0.0
1373,SWZ,2002.0,0.0
1374,SWZ,2003.0,0.0
1375,SWZ,2004.0,0.0
1376,SWZ,2005.0,0.0
1377,SWZ,2006.0,0.0
1378,SWZ,2007.0,0.0
1379,SWZ,2008.0,0.0
1380,SWZ,2009.0,0.0
1381,SWZ,2010.0,0.0
1382,SWZ,2011.0,0.0
1383,SWZ,2012.0,0.0
1384,SWZ,2013.0,0.0
1385,SWZ,2014.0,0.0
1386,SWZ,2015.0,0.0
1387,ETH,1997.0,0.0
1388,ETH,1998.0,0.0
1389,ETH,1999.0,0.0
1390,ETH,2000.0,0.0
1391,ETH,2001.0,0.0
1392,ETH,2002.0,0.0
1393,ETH,2003.0,0.0
1394,ETH,2004.0,0.0
1395,ETH,2005.0,0.0
1396,ETH,2006.0,0.0
1397,ETH,2007.0,0.0
1398,ETH,2008.0,0.0
1399,ETH,2009.0,0.0
1400,ETH,2010.0,0.0
1401,ETH,2011.0,0.0
1402,ETH,2012.0,0.0
1403,ETH,2013.0,0.0
1404,ETH,2014.0,0.0
1405,ETH,2015.0,0.0
1406,FRO,1997.0,0.0
1407,FRO,1998.0,0.0
1408,FRO,1999.0,0.0
1409,FRO,2000.0,0.0
1410,FRO,2001.0,0.0
1411,FRO,2002.0,0.0
1412,FRO,2003.0,0.0
1413,FRO,2004.0,0.0
1414,FRO,2005.0,0.0
1415,FRO,2006.0,0.0
1416,FRO,2007.0,0.0
1417,FRO,2008.0,0.0
1418,FRO,2009.0,0.0
1419,FRO,2010.0,0.0
1420,FRO,2011.0,0.0
1421,FRO,2012.0,0.0
1422,FRO,2013.0,0.0
1423,FRO,2014.0,0.0
1424,FRO,2015.0,0.0
1425,FJI,1997.0,0.0
1426,FJI,1998.0,0.0
1427,FJI,1999.0,0.0
1428,FJI,2000.0,0.0
1429,FJI,2001.0,0.0
1430,FJI,2002.0,0.0
1431,FJI,2003.0,0.0
1432,FJI,2004.0,0.0
1433,FJI,2005.0,0.0
1434,FJI,2006.0,0.0
1435,FJI,2007.0,0.0
1436,FJI,2008.0,0.0
1437,FJI,2009.0,0.0
1438,FJI,2010.0,0.0
1439,FJI,2011.0,0.0
1440,FJI,2012.0,0.0
1441,FJI,2013.0,0.0
1442,FJI,2014.0,0.0
1443,FJI,2015.0,0.0
1444,FIN,1997.0,0.0
1445,FIN,1998.0,0.0
1446,FIN,1999.0,0.0
1447,FIN,2000.0,0.0
1448,FIN,2001.0,0.0
1449,FIN,2002.0,0.0
1450,FIN,2003.0,0.0
1451,FIN,2004.0,0.0
1452,FIN,2005.0,0.0
1453,FIN,2006.0,0.0
1454,FIN,2007.0,0.0
1455,FIN,2008.0,0.0
1456,FIN,2009.0,0.0
1457,FIN,2010.0,0.0
1458,FIN,2011.0,0.0
1459,FIN,2012.0,0.0
1460,FIN,2013.0,0.0
1461,FIN,2014.0,0.0
1462,FIN,2015.0,0.0
1463,FRA,1997.0,0.0
1464,FRA,1998.0,0.0
1465,FRA,1999.0,0.0
1466,FRA,2000.0,0.0
1467,FRA,2001.0,0.0
1468,FRA,2002.0,0.0
1469,FRA,2003.0,0.0
1470,FRA,2004.0,0.0
1471,FRA,2005.0,0.0
1472,FRA,2006.0,0.0
1473,FRA,2007.0,0.0
1474,FRA,2008.0,1.0
1475,FRA,2009.0,1.0
1476,FRA,2010.0,0.0
1477,FRA,2011.0,0.0
1478,FRA,2012.0,0.0
1479,FRA,2013.0,0.0
1480,FRA,2014.0,0.0
1481,FRA,2015.0,0.0
1482,PYF,1997.0,0.0
1483,PYF,1998.0,0.0
1484,PYF,1999.0,0.0
1485,PYF,2000.0,0.0
1486,PYF,2001.0,0.0
1487,PYF,2002.0,0.0
1488,PYF,2003.0,0.0
1489,PYF,2004.0,0.0
1490,PYF,2005.0,0.0
1491,PYF,2006.0,0.0
1492,PYF,2007.0,0.0
1493,PYF,2008.0,0.0
1494,PYF,2009.0,0.0
1495,PYF,2010.0,0.0
1496,PYF,2011.0,0.0
1497,PYF,2012.0,0.0
1498,PYF,2013.0,0.0
1499,PYF,2014.0,0.0
1500,PYF,2015.0,0.0
1501,GAB,1997.0,0.0
1502,GAB,1998.0,0.0
1503,GAB,1999.0,0.0
1504,GAB,2000.0,0.0
1505,GAB,2001.0,0.0
1506,GAB,2002.0,0.0
1507,GAB,2003.0,0.0
1508,GAB,2004.0,0.0
1509,GAB,2005.0,0.0
1510,GAB,2006.0,0.0
1511,GAB,2007.0,0.0
1512,GAB,2008.0,0.0
1513,GAB,2009.0,0.0
1514,GAB,2010.0,0.0
1515,GAB,2011.0,0.0
1516,GAB,2012.0,0.0
1517,GAB,2013.0,0.0
1518,GAB,2014.0,0.0
1519,GAB,2015.0,0.0
1520,GMB,1997.0,0.0
1521,GMB,1998.0,0.0
1522,GMB,1999.0,0.0
1523,GMB,2000.0,0.0
1524,GMB,2001.0,0.0
1525,GMB,2002.0,0.0
1526,GMB,2003.0,0.0
1527,GMB,2004.0,0.0
1528,GMB,2005.0,0.0
1529,GMB,2006.0,0.0
1530,GMB,2007.0,0.0
1531,GMB,2008.0,0.0
1532,GMB,2009.0,0.0
1533,GMB,2010.0,0.0
1534,GMB,2011.0,0.0
1535,GMB,2012.0,0.0
1536,GMB,2013.0,0.0
1537,GMB,2014.0,0.0
1538,GMB,2015.0,0.0
1539,GEO,1997.0,0.0
1540,GEO,1998.0,0.0
1541,GEO,1999.0,0.0
1542,GEO,2000.0,0.0
1543,GEO,2001.0,0.0
1544,GEO,2002.0,0.0
1545,GEO,2003.0,0.0
1546,GEO,2004.0,0.0
1547,GEO,2005.0,0.0
1548,GEO,2006.0,0.0
1549,GEO,2007.0,0.0
1550,GEO,2008.0,0.0
1551,GEO,2009.0,0.0
1552,GEO,2010.0,0.0
1553,GEO,2011.0,0.0
1554,GEO,2012.0,0.0
1555,GEO,2013.0,0.0
1556,GEO,2014.0,0.0
1557,GEO,2015.0,0.0
1558,DEU,1997.0,0.0
1559,DEU,1998.0,0.0
1560,DEU,1999.0,0.0
1561,DEU,2000.0,0.0
1562,DEU,2001.0,0.0
1563,DEU,2002.0,0.0
1564,DEU,2003.0,0.0
1565,DEU,2004.0,0.0
1566,DEU,2005.0,0.0
1567,DEU,2006.0,0.0
1568,DEU,2007.0,0.0
1569,DEU,2008.0,1.0
1570,DEU,2009.0,1.0
1571,DEU,2010.0,0.0
1572,DEU,2011.0,0.0
1573,DEU,2012.0,0.0
1574,DEU,2013.0,0.0
1575,DEU,2014.0,0.0
1576,DEU,2015.0,0.0
1577,GHA,1997.0,0.0
1578,GHA,1998.0,0.0
1579,GHA,1999.0,0.0
1580,GHA,2000.0,0.0
1581,GHA,2001.0,0.0
1582,GHA,2002.0,0.0
1583,GHA,2003.0,0.0
1584,GHA,2004.0,0.0
1585,GHA,2005.0,0.0
1586,GHA,2006.0,0.0
1587,GHA,2007.0,0.0
1588,GHA,2008.0,0.0
1589,GHA,2009.0,0.0
1590,GHA,2010.0,0.0
1591,GHA,2011.0,0.0
1592,GHA,2012.0,0.0
1593,GHA,2013.0,0.0
1594,GHA,2014.0,0.0
1595,GHA,2015.0,0.0
1596,GIB,1997.0,0.0
1597,GIB,1998.0,0.0
1598,GIB,1999.0,0.0
1599,GIB,2000.0,0.0
1600,GIB,2001.0,0.0
1601,GIB,2002.0,0.0
1602,GIB,2003.0,0.0
1603,GIB,2004.0,0.0
1604,GIB,2005.0,0.0
1605,GIB,2006.0,0.0
1606,GIB,2007.0,0.0
1607,GIB,2008.0,0.0
1608,GIB,2009.0,0.0
1609,GIB,2010.0,0.0
1610,GIB,2011.0,0.0
1611,GIB,2012.0,0.0
1612,GIB,2013.0,0.0
1613,GIB,2014.0,0.0
1614,GIB,2015.0,0.0
1615,GRC,1997.0,0.0
1616,GRC,1998.0,0.0
1617,GRC,1999.0,0.0
1618,GRC,2000.0,0.0
1619,GRC,2001.0,0.0
1620,GRC,2002.0,0.0
1621,GRC,2003.0,0.0
1622,GRC,2004.0,0.0
1623,GRC,2005.0,0.0
1624,GRC,2006.0,0.0
1625,GRC,2007.0,0.0
1626,GRC,2008.0,1.0
1627,GRC,2009.0,1.0
1628,GRC,2010.0,1.0
1629,GRC,2011.0,1.0
1630,GRC,2012.0,1.0
1631,GRC,2013.0,0.0
1632,GRC,2014.0,0.0
1633,GRC,2015.0,0.0
1634,GRL,1997.0,0.0
1635,GRL,1998.0,0.0
1636,GRL,1999.0,0.0
1637,GRL,2000.0,0.0
1638,GRL,2001.0,0.0
1639,GRL,2002.0,0.0
1640,GRL,2003.0,0.0
1641,GRL,2004.0,0.0
1642,GRL,2005.0,0.0
1643,GRL,2006.0,0.0
1644,GRL,2007.0,0.0
1645,GRL,2008.0,0.0
1646,GRL,2009.0,0.0
1647,GRL,2010.0,0.0
1648,GRL,2011.0,0.0
1649,GRL,2012.0,0.0
1650,GRL,2013.0,0.0
1651,GRL,2014.0,0.0
1652,GRL,2015.0,0.0
1653,GRD,1997.0,0.0
1654,GRD,1998.0,0.0
1655,GRD,1999.0,0.0
1656,GRD,2000.0,0.0
1657,GRD,2001.0,0.0
1658,GRD,2002.0,0.0
1659,GRD,2003.0,0.0
1660,GRD,2004.0,0.0
1661,GRD,2005.0,0.0
1662,GRD,2006.0,0.0
1663,GRD,2007.0,0.0
1664,GRD,2008.0,0.0
1665,GRD,2009.0,0.0
1666,GRD,2010.0,0.0
1667,GRD,2011.0,0.0
1668,GRD,2012.0,0.0
1669,GRD,2013.0,0.0
1670,GRD,2014.0,0.0
1671,GRD,2015.0,0.0
1672,GUM,1997.0,0.0
1673,GUM,1998.0,0.0
1674,GUM,1999.0,0.0
1675,GUM,2000.0,0.0
1676,GUM,2001.0,0.0
1677,GUM,2002.0,0.0
1678,GUM,2003.0,0.0
1679,GUM,2004.0,0.0
1680,GUM,2005.0,0.0
1681,GUM,2006.0,0.0
1682,GUM,2007.0,0.0
1683,GUM,2008.0,0.0
1684,GUM,2009.0,0.0
1685,GUM,2010.0,0.0
1686,GUM,2011.0,0.0
1687,GUM,2012.0,0.0
1688,GUM,2013.0,0.0
1689,GUM,2014.0,0.0
1690,GUM,2015.0,0.0
1691,GTM,1997.0,0.0
1692,GTM,1998.0,0.0
1693,GTM,1999.0,0.0
1694,GTM,2000.0,0.0
1695,GTM,2001.0,0.0
1696,GTM,2002.0,0.0
1697,GTM,2003.0,0.0
1698,GTM,2004.0,0.0
1699,GTM,2005.0,0.0
1700,GTM,2006.0,0.0
1701,GTM,2007.0,0.0
1702,GTM,2008.0,0.0
1703,GTM,2009.0,0.0
1704,GTM,2010.0,0.0
1705,GTM,2011.0,0.0
1706,GTM,2012.0,0.0
1707,GTM,2013.0,0.0
1708,GTM,2014.0,0.0
1709,GTM,2015.0,0.0
1710,GIN,1997.0,0.0
1711,GIN,1998.0,0.0
1712,GIN,1999.0,0.0
1713,GIN,2000.0,0.0
1714,GIN,2001.0,0.0
1715,GIN,2002.0,0.0
1716,GIN,2003.0,0.0
1717,GIN,2004.0,0.0
1718,GIN,2005.0,0.0
1719,GIN,2006.0,0.0
1720,GIN,2007.0,0.0
1721,GIN,2008.0,0.0
1722,GIN,2009.0,0.0
1723,GIN,2010.0,0.0
1724,GIN,2011.0,0.0
1725,GIN,2012.0,0.0
1726,GIN,2013.0,0.0
1727,GIN,2014.0,0.0
1728,GIN,2015.0,0.0
1729,GNB,1997.0,1.0
1730,GNB,1998.0,1.0
1731,GNB,1999.0,0.0
1732,GNB,2000.0,0.0
1733,GNB,2001.0,0.0
1734,GNB,2002.0,0.0
1735,GNB,2003.0,0.0
1736,GNB,2004.0,0.0
1737,GNB,2005.0,0.0
1738,GNB,2006.0,0.0
1739,GNB,2007.0,0.0
1740,GNB,2008.0,0.0
1741,GNB,2009.0,0.0
1742,GNB,2010.0,0.0
1743,GNB,2011.0,0.0
1744,GNB,2012.0,0.0
1745,GNB,2013.0,0.0
1746,GNB,2014.0,1.0
1747,GNB,2015.0,1.0
1748,GUY,1997.0,0.0
1749,GUY,1998.0,0.0
1750,GUY,1999.0,0.0
1751,GUY,2000.0,0.0
1752,GUY,2001.0,0.0
1753,GUY,2002.0,0.0
1754,GUY,2003.0,0.0
1755,GUY,2004.0,0.0
1756,GUY,2005.0,0.0
1757,GUY,2006.0,0.0
1758,GUY,2007.0,0.0
1759,GUY,2008.0,0.0
1760,GUY,2009.0,0.0
1761,GUY,2010.0,0.0
1762,GUY,2011.0,0.0
1763,GUY,2012.0,0.0
1764,GUY,2013.0,0.0
1765,GUY,2014.0,0.0
1766,GUY,2015.0,0.0
1767,HTI,1997.0,1.0
1768,HTI,1998.0,1.0
1769,HTI,1999.0,0.0
1770,HTI,2000.0,0.0
1771,HTI,2001.0,0.0
1772,HTI,2002.0,0.0
1773,HTI,2003.0,0.0
1774,HTI,2004.0,0.0
1775,HTI,2005.0,0.0
1776,HTI,2006.0,0.0
1777,HTI,2007.0,0.0
1778,HTI,2008.0,0.0
1779,HTI,2009.0,0.0
1780,HTI,2010.0,0.0
1781,HTI,2011.0,0.0
1782,HTI,2012.0,0.0
1783,HTI,2013.0,0.0
1784,HTI,2014.0,0.0
1785,HTI,2015.0,0.0
1786,HND,1997.0,0.0
1787,HND,1998.0,0.0
1788,HND,1999.0,0.0
1789,HND,2000.0,0.0
1790,HND,2001.0,0.0
1791,HND,2002.0,0.0
1792,HND,2003.0,0.0
1793,HND,2004.0,0.0
1794,HND,2005.0,0.0
1795,HND,2006.0,0.0
1796,HND,2007.0,0.0
1797,HND,2008.0,0.0
1798,HND,2009.0,0.0
1799,HND,2010.0,0.0
1800,HND,2011.0,0.0
1801,HND,2012.0,0.0
1802,HND,2013.0,0.0
1803,HND,2014.0,0.0
1804,HND,2015.0,0.0
1805,HKG,1997.0,0.0
1806,HKG,1998.0,0.0
1807,HKG,1999.0,0.0
1808,HKG,2000.0,0.0
1809,HKG,2001.0,0.0
1810,HKG,2002.0,0.0
1811,HKG,2003.0,0.0
1812,HKG,2004.0,0.0
1813,HKG,2005.0,0.0
1814,HKG,2006.0,0.0
1815,HKG,2007.0,0.0
1816,HKG,2008.0,0.0
1817,HKG,2009.0,0.0
1818,HKG,2010.0,0.0
1819,HKG,2011.0,0.0
1820,HKG,2012.0,0.0
1821,HKG,2013.0,0.0
1822,HKG,2014.0,0.0
1823,HKG,2015.0,0.0
1824,HUN,1997.0,0.0
1825,HUN,1998.0,0.0
1826,HUN,1999.0,0.0
1827,HUN,2000.0,0.0
1828,HUN,2001.0,0.0
1829,HUN,2002.0,0.0
1830,HUN,2003.0,0.0
1831,HUN,2004.0,0.0
1832,HUN,2005.0,0.0
1833,HUN,2006.0,0.0
1834,HUN,2007.0,0.0
1835,HUN,2008.0,1.0
1836,HUN,2009.0,1.0
1837,HUN,2010.0,1.0
1838,HUN,2011.0,1.0
1839,HUN,2012.0,1.0
1840,HUN,2013.0,0.0
1841,HUN,2014.0,0.0
1842,HUN,2015.0,0.0
1843,ISL,1997.0,0.0
1844,ISL,1998.0,0.0
1845,ISL,1999.0,0.0
1846,ISL,2000.0,0.0
1847,ISL,2001.0,0.0
1848,ISL,2002.0,0.0
1849,ISL,2003.0,0.0
1850,ISL,2004.0,0.0
