Country,Year,Domestic credit to private sector (% of GDP),GDP growth (annual %),Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),GDP per capita (constant LCU),GDP (constant LCU),GDP per capita (constant 2015 US$),Gross fixed capital formation (constant LCU),GDP per capita (current LCU),General government final consumption expenditure (% of GDP),Trade (% of GDP),"Inflation, GDP deflator (annual %)",Country Code,Banking_crisis_dummy,Regulatory_Quality,Portfolio_investment_assets,Real_Expenditure_GDP,Portfolio_investment_debt,Portfolio_investment_equity,Real_Public_GDP,Real_Priv_GDP,Real_Priv_GDP_Machine,Real_Expenditure_GDP_Gross_Fixed,Portfolio_investment_liab,Real_Priv_GDP_HH,Invest_net_liab,Real_Priv_GDP_Building,Real_Priv_GDP_HH_NP,Real_Public_GDP_Gov,five_yr_CDS,hci,General government gross debt,Total investment
Ireland,2002.0,75.40688795,5.899365761,6.072691294,5.555623959,40949.12215,1.6101E+11,45433.57889,34463204000,34587.92654,15.80623226,163.7193544,5.186903024,IRL,0.0,1.7194974422454834,,91643.07438879,,,27366.721606571,,,31746.940622309,,64364.688673858,,,,,,2.8906188011169434,30.554,24.091
Ireland,2003.0,85.71898387,3.013838079,9.484208909,7.975088445,41501.68409,1.65862E+11,46046.65348,37211675000,36425.89492,16.05588001,146.5315008,3.911730703,IRL,0.0,1.5846620798110962,,94251.104702187,,,28187.245749682,,,34278.786962927,,66161.621656922,,,,,,2.9079079627990723,29.924,25.748
Ireland,2004.0,104.8995593,6.788140204,7.351374266,9.75787572,43515.95082,1.77121E+11,48281.50838,40842744000,38390.63702,16.16603796,146.5875258,0.515336519,IRL,0.0,1.5671132802963257,,97317.961259713,,,28664.567225222,,,37623.667709815,,68687.286088105,,,,,,2.9253005981445312,28.215,27.238
Ireland,2005.0,124.6403806,5.739782169,17.73007923,16.83750729,45022.01223,1.87288E+11,49952.50294,47719644000,40939.97256,16.0571073,148.1755848,3.07321069,IRL,0.0,1.4879618883132937,799056.8183,103463.66401407,91452.5045818929,59579.9039051135,29925.001591716,,,43958.556082031,497926.5963,73511.544369441,121390.571666165,,,,,2.9427971839904785,26.072,30.326
Ireland,2006.0,144.5708585,4.987853473,8.711647505,7.211413815,46010.33066,1.96629E+11,51049.05497,51160905000,43269.52275,16.22673677,150.0218047,3.419898015,IRL,0.0,1.8370450735092163,1047018.951,109639.28450627,193142.722118814,74025.6987901143,31370.975135707,,,47128.588982655,660795.531,78206.90427179,118594.416985402,,,,2.0,2.9603984355926514,23.61,31.868
Ireland,2007.0,158.0991297,5.310118147,-1.10162733,0.030986551,47072.81546,2.07071E+11,52227.89555,51176758000,44799.27128,16.84699942,153.3968638,1.198488132,IRL,0.0,1.8508169651031492,1321295.1318,116929.88546988,203194.145385481,29415.166254408,33435.916934244,,,47143.192560129,802665.4692,83426.858321461,83891.5772983801,,,,4.583333333333333,2.978105068206787,23.897,29.215
Ireland,2008.0,166.3226391,-4.484070492,-13.58857032,-11.58204472,44054.67326,1.97785E+11,48879.22787,45249443000,41715.36864,18.65242503,160.0394442,-0.504525802,IRL,1.0,1.9142591953277588,1193186.5203,117347.55399571,77485.473126585,-32431.7804636177,33704.315707072,,,41683.046952243,754741.1772,83586.287681975,-9349.59945913494,,,,57.41666666666666,2.995917558670044,42.414,24.614
Ireland,2009.0,169.2522922,-5.095782755,-19.46530554,-16.92774428,41387.24582,1.87707E+11,45919.68274,37589733000,37377.22085,20.04062855,173.5914943,-4.624598587,IRL,1.0,1.6959267854690552,1262181.69,111911.50594294,-12851.0354162013,13641.6915779417,32747.479069234,,,34627.04722677,771055.2192,79136.249715181,4355.70420717908,,,,204.0833333333333,3.01383638381958,61.676,20.282
Ireland,2010.0,133.3180844,1.682971538,-13.14296234,-15.03034352,41855.09703,1.90866E+11,46438.76969,31939867000,36707.39131,18.66553785,189.925491,-2.889835836,IRL,1.0,1.6184329986572266,1160429.571,110619.84153,-56572.0850608946,38829.6728367964,31244.504104,,,29422.483022,666443.112,79375.337426,-50737.8177825404,,,,319.9166666666667,3.031862735748291,86.299,17.305
Ireland,2011.0,115.6886024,0.833830149,4.480254228,-0.047157366,42020.4577,1.92457E+11,46622.23949,31924805000,37489.08797,19.09491922,187.8426731,1.727630346,IRL,1.0,1.5948021411895752,1290073.9377,110197.48605346,12916.2892115526,-8740.70446937885,31892.527902084,,,29408.608903178,753604.8831,78304.958152158,-43873.6236245398,,,,713.8333333333334,3.04856276512146,109.613,17.595
Ireland,2012.0,111.2704125,-0.005542011,16.62391479,16.09617036,41840.45641,1.92447E+11,46422.52574,37063476000,38181.141,18.17851266,191.446681,2.284162324,IRL,1.0,1.5638853311538696,1433239.1514,108931.87423076,79907.7491719312,17253.8894253477,31158.145801869,,,34142.268014365,757653.5754,77780.53721596,-12494.4100651894,,,,456.5641666666667,3.065354585647583,119.477,19.935
Ireland,2013.0,104.373965,1.125689646,-5.93917118,-4.153871051,42089.24209,1.94613E+11,46698.55665,35523907000,38811.57641,17.13541586,189.2421462,1.050318846,IRL,0.0,1.574061632156372,1476574.788,108498.17407286,42456.2637442621,89974.3078323423,30472.429780699,,,32724.041986978,573759.3849,78035.378407817,-15221.7875485313,,,,156.1172727272727,3.0822391510009766,119.471,18.581
Ireland,2014.0,80.58067046,8.649350608,26.78155604,18.54432284,45396.6224,2.11446E+11,50368.13774,42111575000,41884.0998,16.39721993,202.244405,0.054232891,IRL,0.0,1.7587318420410156,1504271.1141,111487.30874513,132017.222265512,98456.1257836683,31353.600482225,,,38792.494817753,518974.3296,80144.516057202,23391.7254125748,,,,65.93675,3.0992164611816406,105.247,21.95
Ireland,2015.0,53.08014634,24.37044535,50.08192086,50.50742462,55929.03423,2.62976E+11,62053.98444,63381047000,55929.03423,12.50573807,215.4299857,8.38629125,IRL,0.0,1.8139762878417969,1488581.6874,115081.25392431,102341.181518171,58440.5642897979,32223.5393114,,,58380.272187733,528289.4976,82866.225210076,54066.7914267432,,,,50.91083333333334,3.1162874698638916,78.676,21.655
Israel,1997.0,62.16831105,3.79045235,0.14549009,0.633369987,105047.4289,6.13057E+11,27026.48143,1.69375E+11,70252.49109,25.4507804,58.35970029,8.086095179,ISR,0.0,1.0658332109451294,2263.9,478903.1,39.7,-166.0,169445.5,60772.0,40082.2,171892.8,15058.0,310850.9,2925.0,48665.6,301921.1,81782.1,,3.2614188194274902,,24.918
Israel,1998.0,66.50926359,4.115555069,-1.694840499,-2.386309526,106897.9208,6.38287E+11,27502.57385,1.65333E+11,76407.2075,24.93705552,57.72800564,6.878110717,ISR,0.0,1.0492428541183472,2527.8,500913.3,255.3,-153.5,173304.2,57474.9,39544.0,167575.2,17068.0,328714.4,1956.2,46950.7,319430.6,83996.3,,3.279054880142212,,23.187
Israel,1999.0,69.39530735,3.330492529,5.284460099,0.615699406,107680.9146,6.59546E+11,27704.0216,1.66351E+11,81728.11167,24.44623655,65.69298073,6.186097345,ISR,0.0,1.0649130940437317,3608.7,518271.7,1126.6,174.0,176377.7,53426.6,45230.1,168387.3,18202.9,342829.0,1120.2,41300.9,332413.9,85044.6,,3.296786069869995,,23.629
Israel,2000.0,70.4826777,8.671655277,2.187159959,3.078090268,113967.1049,7.16739E+11,29321.3254,1.71471E+11,88195.04723,23.24261247,69.30136195,1.960498913,ISR,0.0,1.0805833339691162,4903.4,550988.2,1340.1,1972.0,179405.3,50692.9,48070.4,173296.1,18716.9,371956.5,618.8,41513.9,360794.3,85998.5,,3.3146133422851562,79.587,22.878
Israel,2001.0,74.51762186,0.334070643,-1.354659749,-1.466399879,111684.0407,7.19134E+11,28733.94126,1.68957E+11,87938.79127,24.29686985,63.12276422,1.747721558,ISR,0.0,0.9999666213989258,6086.9,572346.1,1207.8,32.0,185558.5,48133.0,47769.7,170201.7,18088.9,387146.6,-489.1,40398.1,375622.2,88989.2,,3.3258748054504395,83.747,22.555
Israel,2002.0,77.32296235,-0.114220928,-7.007189809,-3.75450008,109332.1365,7.18312E+11,28128.84607,1.62613E+11,90184.50822,25.36247763,66.52554789,4.759817375,ISR,0.0,0.9193499088287354,8946.9,586746.7,2594.8,50.3,193558.3,49673.5,42363.1,164088.6,18456.3,393832.1,274.1,40946.1,381356.1,94065.9,,3.3371741771698,90.3,20.839
Israel,2003.0,73.90564796,1.393912964,-4.705260549,-4.706859808,108872.5627,7.28325E+11,28010.60746,1.54959E+11,89384.11992,24.74076459,67.71084615,-0.469126359,ISR,0.0,0.9055446982383728,11466.7,584598.7,2192.7,1054.3,189982.5,49603.3,39891.6,155857.7,20162.8,395173.2,1421.6,38847.4,383003.9,91931.5,,3.3485121726989746,92.979,19.602
Israel,2004.0,72.05133439,4.784467426,1.700110419,-0.970070468,112082.7207,7.63171E+11,28836.51318,1.53456E+11,92136.82641,23.60795212,75.65373375,0.127336204,ISR,0.0,0.8175634145736694,13573.6,603192.8,1704.0,1149.4,188039.9,46884.9,44134.2,154241.0,22461.0,415420.4,2497.3,31750.7,402846.8,89146.7,51.3,3.359888792037964,91.308,19.87
Israel,2005.0,74.81371083,4.134076619,6.140189758,4.003490407,114676.7477,7.94721E+11,29503.90146,1.596E+11,95246.65575,23.12555792,79.13295723,1.036846676,ISR,0.0,0.8616880178451538,17106.3,620988.4,4601.2,3361.3,191822.1,48480.3,46694.4,160400.8,22514.8,429372.9,207.5,30374.8,416889.8,91302.8,30.41666666666667,3.3713037967681885,88.152,20.659
Israel,2006.0,72.71728723,5.582667959,7.237520035,7.46135007,118957.1405,8.39088E+11,30605.156,1.71508E+11,100231.6262,22.58348074,79.08896425,1.447159709,ISR,0.0,0.9971656203269958,22025.8,647196.9,3440.6,2906.3,195673.0,46019.2,51234.8,171826.5,25043.9,451574.9,2229.9,36739.9,439431.1,93669.2,30.24083333333333,3.404242753982544,80.091,20.558
Israel,2007.0,65.96469364,6.033213571,6.738950399,9.080159734,123913.5878,8.89712E+11,31880.34505,1.87081E+11,105305.5697,21.93547603,79.61465423,0.859810869,ISR,0.0,1.1005866527557373,25190.5,688134.3,1103.3,2034.4,202532.2,48191.1,60518.7,187900.1,23464.0,485480.8,-1911.2,38828.6,472190.6,96682.6,22.62583333333333,3.4375033378601074,73.045,21.29
Israel,2008.0,69.23141278,3.251163361,1.93278991,4.507540269,125689.298,9.18638E+11,32337.19771,1.95514E+11,108262.0214,21.90239601,76.09772307,1.355056728,ISR,0.0,1.1712623834609983,20525.7,701126.2,-655.5,2289.7,206056.2,50211.5,63997.3,196807.5,22589.2,494905.3,-810.6,37752.4,480986.0,97809.0,102.6666666666667,3.4710888862609863,71.873,20.055
Israel,2009.0,65.51478165,0.883120394,-5.698459906,-4.141000096,123804.4539,9.26751E+11,31852.2672,1.87418E+11,111351.0997,22.16384307,62.59776255,4.419211776,ISR,0.0,1.0990056991577148,24088.5,713764.1,1128.7,7126.1,214378.5,53331.5,52865.4,187254.5,23636.4,499442.0,1346.6,35981.7,485353.8,101196.5,154.9166666666667,3.505002737045288,74.593,18.311
Israel,2010.0,67.30460595,5.668515118,10.65544978,8.977610118,128454.2236,9.79284E+11,33048.55459,2.04243E+11,116905.0556,22.01580297,66.44032353,1.187452587,ISR,0.0,1.21482515335083,28411.9,743394.0,2530.6,6326.3,219607.7,60146.3,60637.2,205193.5,33838.2,523634.8,10025.5,39625.2,509385.4,103251.7,118.1666666666667,3.539247989654541,70.687,18.499
Israel,2011.0,67.70329413,5.561139076,16.16324986,11.7390498,133114.8038,1.03374E+12,34247.62328,2.28219E+11,122925.6165,21.88249632,69.65640342,1.46847532,ISR,0.0,1.3111944198608398,29272.6,771320.5,-165.1,3618.9,225873.4,66159.4,73727.8,229603.5,29676.0,545205.6,-3655.4,43628.5,530571.8,105633.5,157.9166666666667,3.5750460624694824,68.823,20.434
Israel,2012.0,66.59621919,2.587653844,5.484380035,5.439440172,134061.3908,1.06049E+12,34491.16011,2.40633E+11,127847.8244,22.1166528,70.73576047,3.269858606,ISR,0.0,1.1711333990097046,34536.3,793594.8,3627.3,3932.0,233463.0,71568.1,69919.0,241600.7,26541.9,559941.0,-3247.7,48401.9,545070.9,108874.6,163.2066666666667,3.6116275787353516,68.329,21.3
Israel,2013.0,64.83603264,4.415501587,1.864789962,3.066699896,137392.9774,1.10732E+12,35348.30685,2.48013E+11,133388.0651,22.1080415,64.64420848,1.803525156,ISR,0.0,1.1593800783157349,39353.6,822534.8,3385.1,5940.0,242737.1,73356.4,68753.9,249217.0,26335.5,579698.1,-1009.5,54341.1,564763.5,112645.9,116.5245454545454,3.6490142345428467,66.954,19.975
Israel,2014.0,65.08254867,3.919126893,7.048190095,0.457509738,140063.041,1.15072E+12,36035.25775,2.49148E+11,136890.2695,21.9720591,62.16371876,0.669193443,ISR,0.0,1.2112205028533936,45759.0,852511.2,7257.9,3053.8,250477.4,75030.1,71434.9,250491.8,30758.0,601930.1,5855.0,51328.9,587409.2,116963.0,79.99741666666667,3.687227964401245,66.019,20.137
Israel,2015.0,65.72936804,2.485826289,1.027919837,-0.382369811,140728.7174,1.17932E+12,36206.52222,2.48195E+11,140728.7174,21.90375031,59.21230011,2.317748029,ISR,0.0,1.2680686712265017,53481.8,884277.2,8303.8,1542.7,258316.5,77722.2,66461.3,248194.1,28609.7,625960.7,-1766.8,53977.3,611157.5,120224.8,67.60916666666667,3.726292371749878,64.082,19.948
Italy,1997.0,..,1.830212234,2.938906298,1.970845461,27177.48972,1.54614E+12,30153.77518,2.93938E+11,19201.09259,17.6828589,44.58850598,2.56737469,ITA,0.0,0.7832262516021729,245047.450533908,1136439.6938505,47105.9038095083,15115.6035612483,278135.99991982,,,280166.741703,359899.178593511,857685.29500898,64243.926638212,,,,,2.705052137374878,113.426,19.269
Italy,1998.0,..,1.810615162,3.596391825,4.048777617,27661.60897,1.57413E+12,30690.91172,3.05839E+11,20012.67372,17.52846562,45.09273823,2.402621678,ITA,0.0,0.7111568450927734,378456.233742665,1170559.6968844,82707.5621203139,26676.9121588151,283107.14139627,,,291510.07003075,476850.160304882,886553.87119647,97500.3101571949,,,,,2.7270662784576416,110.808,19.489
Italy,1999.0,..,1.625727599,4.887982075,4.359941015,28106.58321,1.59972E+12,31184.61639,3.19173E+11,20646.97018,17.54721421,44.6207908,1.536128447,ITA,0.0,0.7515250742435455,337767.6166,1198474.1302721,68247.043456118,69150.4566092318,286321.87647953,,,304219.73713605,449350.5478,910947.05845161,115055.317619781,,,,,2.7492597103118896,109.659,20.005
Italy,2000.0,..,3.786955143,5.621238873,6.809245382,29157.7544,1.6603E+12,32350.90437,3.40907E+11,21803.07234,17.73602191,50.40558983,1.792397966,ITA,0.0,0.7918933033943176,307041.7375,1232284.9650703,3860.88665342058,83764.3963749756,295991.1592002,,,324934.80553805,495920.2105,935176.10365743,64564.1327727026,,,,,2.7716336250305176,105.11,20.718
Italy,2001.0,60.34992479,1.951371556,2.53355036,2.672520077,29710.03842,1.6927E+12,32963.67061,3.50018E+11,22889.99387,18.39983351,50.03480463,3.033592026,ITA,0.0,0.8480969965457916,315931.067899999,1253789.9213995,22126.9695406373,13626.0476157721,312281.68098251,,,333618.75345194,499995.860699999,941200.21013017,34544.4593412059,,,,,2.7933568954467773,104.73,20.67
Italy,2002.0,62.06225768,0.253942999,4.263351498,3.85523581,29741.16251,1.697E+12,32998.20319,3.63512E+11,23664.25515,18.54599885,48.0579243,3.27434188,ITA,0.0,0.9043006896972656,353151.8224,1257361.7027196,4088.02120156795,9246.85263421538,316473.94571573,,,346480.54310268,668654.2661,940803.00502331,44492.3630298436,,,,,2.8152503967285156,101.923,21.417
Italy,2003.0,65.33336507,0.138626891,-0.131344543,-0.62473952,29650.30065,1.69935E+12,32897.39078,3.61241E+11,24334.58831,18.97542771,46.14884478,3.147807929,ITA,0.0,1.044891357421875,467363.046,1268026.8729839,49944.2633146658,22661.5825878312,320906.46245447,,,344315.94222105,864200.172,947152.97076897,68553.6011125032,,,,9.425,2.837315559387207,100.485,21.065
Italy,2004.0,67.72795784,1.423594158,1.616375866,1.61676224,29878.40565,1.72355E+12,33150.47622,3.67081E+11,25176.57567,19.15935824,47.43033039,2.670183681,ITA,0.0,1.0845825672149658,550543.1127,1279316.8994655,11341.3948220058,24347.5845036798,322947.76858568,,,349882.71236157,1017232.6252,956355.46419681,48263.1261068535,,,,7.8,2.859553575515747,100.089,21.171
Italy,2005.0,70.85062866,0.817848974,-0.351967464,1.550421174,29975.10897,1.73764E+12,33257.7698,3.72772E+11,25765.88917,19.61449358,49.30101076,2.010557901,ITA,0.0,0.9962796568870544,594673.7933,1294477.9541507,113279.609442742,38223.8374460773,324770.85154856,,,355307.36801885,1036543.405,969616.74284432,168487.190362814,,,,10.41666666666667,2.8819658756256104,101.94,21.103
Italy,2006.0,75.77188136,1.790639681,4.759983692,2.540586449,30420.28651,1.76876E+12,33751.70002,3.82243E+11,26704.17173,19.48377483,53.16817918,2.124853915,ITA,0.0,0.9768300652503968,661838.595,1306028.8649534,47315.2939975138,39185.7345805125,323241.61753881,,,364334.25886414,1263449.463,982639.73573272,108814.949251699,,,,10.16666666666667,2.9045538902282715,102.557,21.894
Italy,2007.0,81.79987885,1.48707298,2.429081872,1.522121542,30717.16482,1.79506E+12,34081.09033,3.88061E+11,27633.23922,19.02764596,55.06145563,2.478994766,ITA,0.0,0.9403069019317628,729084.0228,1319343.5087294,35498.1670298292,646.569053677948,324885.61785656,,,369879.86910172,1442685.9699,994304.63968802,46555.7761649079,,,,9.0,2.927319049835205,99.776,22.185
Italy,2008.0,83.68874044,-0.962012841,-3.56443271,-3.155483287,30220.79367,1.77779E+12,33530.36014,3.75816E+11,27839.37459,19.55993878,54.4928758,2.400703444,ITA,1.0,0.9748928546905518,702008.2725,1312303.2226423,23839.1292473152,-118053.931791661,329187.83008964,,,358208.37164868,1386325.2546,983048.03908042,40221.3536212621,,,,63.16666666666666,2.9502625465393066,102.39,21.781
Italy,2009.0,87.56486503,-5.280937208,-14.7407728,-9.747115475,28494.73051,1.68391E+12,31615.27081,3.39185E+11,26690.01029,20.6786356,45.41876179,1.67883896,ITA,1.0,0.9665539860725404,794186.9334,1297198.1054864,37782.8098917444,20626.8539038768,328907.15910161,,,323293.3880223,1568104.6248,968284.48763148,85011.4300579318,,,,107.4166666666667,2.973385810852051,112.519,19.393
Italy,2010.0,93.0509631,1.713295839,5.653008439,-0.200185975,28893.91756,1.71276E+12,32058.17399,3.38506E+11,27182.01098,20.55298417,52.00618837,0.436360538,ITA,0.0,0.8943505883216858,719933.8704,1309620.3,-10167.3556062054,59508.8586997108,331166.0,,,322646.2,1389519.7248,978454.3,-17926.0535444445,,,,178.9166666666667,2.996690273284912,115.378,20.538
Italy,2011.0,94.06032112,0.707333347,-0.586800294,-1.432738483,29048.29413,1.72487E+12,32229.45679,3.33656E+11,27766.43818,19.8160334,55.14552246,1.607176983,ITA,0.0,0.7132328152656555,640202.3115,1303510.3532922,-42000.2566114243,6335.42678570755,324422.22553154,,,318023.52372705,1176243.0852,979088.11214046,-68016.8336015882,,,,295.4166666666667,3.014239549636841,116.499,20.462
Italy,2012.0,93.75903241,-2.980905768,-15.57498916,-9.739770668,28106.53097,1.67345E+12,31184.55843,3.01158E+11,27281.93518,19.80806333,55.65472084,1.54730144,ITA,0.0,0.7445783019065857,586271.4318,1261074.5562206,-97360.8564858928,29264.0040345872,318456.24603306,,,287048.76184642,1244244.3372,942717.03188597,-68280.9725005315,,,,404.75,3.0318915843963623,123.339,17.862
Italy,2013.0,90.84246281,-1.841065451,-5.392842781,-6.445611346,27271.09138,1.64265E+12,30257.62743,2.81747E+11,26774.78986,19.80720772,54.8675794,1.147610159,ITA,0.0,0.7789381146430969,574575.8121,1234254.9676824,-22341.7654425238,63484.474193791,314811.45690963,,,268546.71428414,1352196.5172,919675.87149961,30093.1280935437,,,,244.8173333333334,3.049647331237793,129.004,16.959
Italy,2014.0,88.6461863,-0.004547542,1.007782283,-2.219474287,27020.79352,1.64257E+12,29979.91872,2.75494E+11,26771.32132,19.53901351,55.32211515,0.913241262,ITA,0.0,0.6380656957626343,549126.5031,1233980.8548915,34918.306266505,97814.3781716269,312836.04060392,,,262586.38901194,1367944.6815,921282.13201979,108742.447798001,,,,122.2441666666667,3.067506790161133,132.528,16.315
Italy,2015.0,87.33184121,0.778304351,1.335062413,1.759931991,27257.35446,1.65536E+12,30242.38614,2.80342E+11,27257.35446,19.11034189,56.41817616,0.931863575,ITA,0.0,0.7246485352516174,523354.4205,1249410.2585343,41912.0447748676,96072.0103189445,311102.25310605,,,267207.73087659,1241043.9684,938161.53044204,13078.8892821643,,,,112.2264166666667,3.085470676422119,132.713,16.766
Japan,1997.0,206.5826884,0.981228732,-1.668180171,-1.918843293,3785796.318,4.77226E+14,31276.19308,1.52547E+14,4311901.759,15.30194166,19.78351762,0.504460814,JPN,1.0,0.6632480919361115,778440.654904879,340192707.6,33336.9711696686,13727.5768128815,78073000.0,32044900.0,,152546700.0,315059.646409332,262002600.0,52192.197523792,61624200.0,257734000.0,,,3.2947030067443848,109.104,28.086
Japan,1998.0,214.5838172,-1.270330495,-4.874748412,-4.270427174,3727561.531,4.71164E+14,30795.08889,1.46032E+14,4244441.456,15.66540677,19.00318622,-0.026680247,JPN,1.0,0.5545494556427002,895443.537129706,339486200.1,81237.7157706277,13998.0502619695,79089500.0,27740700.0,,146032300.0,358312.179547092,260307900.0,39948.2998922763,62034000.0,255469100.0,,,3.3117268085479736,121.632,26.1
Japan,1999.0,217.7608873,-0.333929958,-4.530175176,-1.088936428,3708336.983,4.6959E+14,30636.26612,1.44442E+14,4170147.12,16.21677357,18.12563072,-1.241051347,JPN,1.0,0.6759518086910248,1003110.74732646,345020465.9,122006.670514449,32403.6298290655,81883900.0,27678700.0,,144442300.0,332461.128349796,263087200.0,23042.6361280761,60033100.0,257771500.0,,,3.328838586807251,135.609,24.731
Japan,2000.0,208.8150056,2.764647551,2.913443179,0.629386703,3804490.122,4.82573E+14,31430.63113,1.45351E+14,4221105.619,16.54919141,19.56237158,-1.33626009,JPN,1.0,0.7973541617393494,1044230.70026458,352192161.5,63640.45658728,19721.6414455636,85057200.0,27816100.0,,145351300.0,334089.749690555,267138800.0,48672.6819604653,58248100.0,262209800.0,,,3.346038818359375,143.778,25.105
Japan,2001.0,180.2015371,0.386103426,-1.08575626,-1.349213939,3809988.055,4.84436E+14,31476.05207,1.4339E+14,4181345.508,17.22899051,19.55960447,-1.084879848,JPN,1.0,0.6463471502065659,1062402.64641336,359690457.3,95508.3988127577,11279.9442299948,87084400.0,26913000.0,,143390100.0,289745.902145266,272616800.0,21401.9417897382,55546800.0,267614000.0,,21.33333333333333,3.360867738723755,153.635,24.304
Japan,2002.0,177.9180356,0.041962499,-6.154645578,-4.83589534,3802734.142,4.84639E+14,31416.12418,1.36456E+14,4115333.673,17.77490678,20.44712207,-1.390978615,JPN,0.0,0.4953401386737823,1183703.23675873,364860842.9,48647.9263957732,37282.7319295467,88745300.0,26181600.0,,136456100.0,270488.380973765,276130100.0,-3354.44978203709,51645100.0,271151200.0,,27.25,3.375762701034546,163.992,22.459
Japan,2003.0,177.5363257,1.535125499,0.520319017,-0.630386352,3852857.675,4.92079E+14,31830.21758,1.35596E+14,4102543.103,17.83646959,21.32612527,-1.607703708,JPN,0.0,1.0699657201766968,1446858.50705379,368271369.2,171820.598576011,4470.69829562897,90401400.0,25946100.0,,135595700.0,306143.61678915,277881000.0,-6593.99098256236,48684000.0,272631300.0,,15.5,3.390723466873169,169.572,22.399
Japan,2004.0,170.7718668,2.186115694,1.781828385,0.292634433,3935760.512,5.02837E+14,32515.1158,1.35993E+14,4143681.562,17.72335483,23.66435342,-1.1247664,JPN,0.0,1.1344233751296997,1644981.64759134,372928333.2,142300.216866962,31472.845286592,91385900.0,26617200.0,,135992700.0,410090.342395983,281553400.0,98441.3707392877,45724100.0,276185500.0,,7.5,3.4057505130767822,180.657,22.504
Japan,2005.0,168.2500569,1.803900872,2.191622043,2.967735009,4006381.43,5.11907E+14,33098.54747,1.40029E+14,4167669.226,17.74389332,26.22995458,-1.194017681,JPN,0.0,1.2587310075759888,1706314.59459327,377964155.4,173427.679527374,22969.3648598597,92111100.0,26473000.0,,140028600.0,416352.832837137,285863000.0,51813.454832097,44723900.0,280395600.0,,5.916666666666667,3.420844316482544,186.436,22.466
Japan,2006.0,166.0535471,1.372350128,-0.061171693,0.399133034,4058789.994,5.18933E+14,33531.51856,1.40587E+14,4185791.606,17.59507536,30.0163761,-0.862018389,JPN,0.0,1.2602028846740725,1833063.91817607,380822106.1,45999.13751951,25037.1456268043,92317500.0,26496800.0,,140587400.0,507936.984040498,288517000.0,127119.312509135,43162100.0,282901900.0,,4.0,3.436004638671875,185.997,22.681
Japan,2007.0,159.6385155,1.483969412,-0.880873137,-2.152468856,4114290.795,5.26633E+14,33990.03603,1.37561E+14,4213105.366,17.63430875,32.81657805,-0.705243547,JPN,0.0,1.129177212715149,1950097.24479999,384373920.9,97362.4950101888,26090.5324083495,93691100.0,23968800.0,,137561300.0,696980.913712724,290695700.0,151127.428860453,40400700.0,285182000.0,,3.333333333333333,3.451232671737671,183.012,22.884
Japan,2008.0,157.7757009,-1.224289001,-2.902109897,-3.822150561,4061952.492,5.20186E+14,33557.6454,1.32304E+14,4121594.84,18.02503032,34.12947654,-0.911530288,JPN,0.0,1.1320692300796509,1981987.03378883,380995795.9,118350.529560642,65564.435454057,93608600.0,22461100.0,,132303500.0,785479.960335478,287401600.0,-29082.4298384769,37642600.0,281947400.0,,23.58333333333333,3.4665279388427734,191.812,22.977
Japan,2009.0,164.7867088,-5.693236359,-15.96646635,-10.02369552,3831174.597,4.9057E+14,31651.08377,1.19042E+14,3865286.965,19.33373931,24.39016653,-0.569564925,JPN,0.0,1.0965696573257446,2251814.93390118,380194167.4,124645.630928145,29685.328916819,95452400.0,18599600.0,,119041800.0,707412.189389388,284771600.0,-68687.5347313252,37100800.0,279146000.0,,60.0,3.481890916824341,210.247,19.665
Japan,2010.0,157.8884641,4.097917919,2.908176092,-1.303491715,3987456.754,5.10674E+14,32942.20208,1.1749E+14,3947299.133,19.20259624,28.49847269,-1.88074195,JPN,0.0,1.016682505607605,2626696.30148383,388616431.4,234951.540850847,21459.2632392689,97239100.0,18325900.0,,117490200.0,878015.181832448,291408200.0,71314.7091908291,35622500.0,285521000.0,,72.29166666666667,3.4973220825195312,215.821,19.811
Japan,2011.0,156.9934721,0.023809524,3.052666433,2.219931722,3995800.58,5.10795E+14,33011.13423,1.20098E+14,3891396.588,19.88539928,30.19496073,-1.62208025,JPN,0.0,1.0742613077163696,2713442.46210237,389274908.5,83201.6519888851,12453.1875121642,99402300.0,19514700.0,,120098300.0,1179093.19994563,289879700.0,258456.659534301,36256400.0,283422200.0,,103.2083333333333,3.5079329013824463,231.629,20.193
Japan,2012.0,157.5867671,1.374750999,2.967277678,2.772145817,4057207.51,5.17817E+14,33518.44494,1.23428E+14,3921324.307,19.95733251,30.47091092,-0.75609312,JPN,0.0,1.137580633163452,2872606.44264841,396824840.7,164140.074646504,-22535.5255032032,101075400.0,19935000.0,,123427600.0,1120144.11217902,295760100.0,74453.2116232186,35922300.0,288872500.0,,95.1025,3.51857590675354,238.015,20.861
Japan,2013.0,160.7647603,2.005100177,2.495275133,4.112451348,4144533.67,5.282E+14,34239.88625,1.28504E+14,3991530.464,19.85437013,33.97876865,-0.354375054,JPN,0.0,1.1089547872543335,2231993.40308153,406015433.0,-19903.3832515729,-69715.2726548317,102568800.0,21664600.0,,128503400.0,946679.666387801,303468100.0,15280.284698683,38608900.0,296451700.0,,66.54727272727273,3.5292513370513916,244.477,21.226
