Country,Year,Domestic credit to private sector (% of GDP),GDP growth (annual %),Gross capital formation (annual % growth),Gross fixed capital formation (annual % growth),GDP per capita (constant LCU),GDP (constant LCU),GDP per capita (constant 2015 US$),Gross fixed capital formation (constant LCU),GDP per capita (current LCU),General government final consumption expenditure (% of GDP),Trade (% of GDP),"Inflation, GDP deflator (annual %)",Country Code,Banking_crisis_dummy,Regulatory_Quality,Portfolio_investment_assets,Real_Expenditure_GDP,Portfolio_investment_debt,Portfolio_investment_equity,Real_Public_GDP,Real_Priv_GDP,Real_Priv_GDP_Machine,Real_Expenditure_GDP_Gross_Fixed,Portfolio_investment_liab,Real_Priv_GDP_HH,Invest_net_liab,Real_Priv_GDP_Building,Real_Priv_GDP_HH_NP,Real_Public_GDP_Gov,five_yr_CDS,hci,General government gross debt,Total investment
Argentina,2015.0,14.41423304,2.731159828,4.556709021,3.462504748,16727.43474,7.21487E+11,13789.06042,1.40905E+11,138053.3152,18.09837976,22.48622609,26.5799916,ARG,0.0,-0.876747190952301,14321.5216787684,617938.5,269.072630132837,-176.390040007803,96792.0,65283.9,58662.2,140905.2,50107.9788044942,521146.5,290.809851584495,,,,15487.9925,2.9752891063690186,52.131,16.818
Bahrain,1997.0,45.00062644,3.092999787,..,..,7637.103133,4984301900,20566.55701,..,3657.895817,19.48225948,148.5820781,0.931715111,BHR,0.0,0.7768461406230927,,,,,,,,,,,,,,,,2.278325080871582,15.382,23.968
Bahrain,1998.0,50.07096469,4.790002789,..,..,7766.802035,5223050100,20915.83341,..,3457.480029,20.76469829,128.4891015,-7.057410565,BHR,0.0,0.7632051706314087,,,,,,,,,,,,,,,,2.2993228435516357,20.844,23.927
Bahrain,1999.0,52.31974502,4.29999896,..,..,7870.801132,5447641200,21195.90078,..,3596.851906,20.81542562,141.8316988,2.656433743,BHR,0.0,0.7557540237903595,,,,,,,,,,,,,,,,2.320513963699341,25.716,15.314
Bahrain,2000.0,40.51178965,5.300070056,..,..,8063.018489,5736370000,21713.53805,857160000,4789.779068,16.20882426,135.8091353,29.99127655,BHR,0.0,0.7483028769493103,,,,,,,,,,,,,,,,2.341900587081909,25.744,16.576
Bahrain,2001.0,41.8156768,2.490948108,-0.252897347,-9.443977787,8050.946448,5879260000,21681.0283,776210000,4621.729063,17.26048503,127.0262663,-3.36382792,BHR,0.0,0.8080829977989197,,,,,,,,,,,,,,,,2.3303775787353516,26.075,15.347
Bahrain,2002.0,44.53830714,3.348550668,-0.607654349,36.01473828,8119.651381,6076130000,21866.04923,1055760000,4820.318472,17.66902494,131.1336342,3.414349556,BHR,0.0,0.867863118648529,,,,,,,,,,,,,,,,2.318911075592041,28.377,23.348
Bahrain,2003.0,42.125486,6.296441979,19.01991167,15.22599833,8298.953044,6458710000,22348.90481,1216510000,5350.591579,17.31598197,128.0915822,8.602580618,BHR,0.0,0.6214697957038879,,,,,,,,,,,,,,,,2.3075010776519775,32.449,23.736
Bahrain,2004.0,43.94291963,6.980960594,13.74243887,-3.339060098,8290.337404,6909590000,22325.70308,1175890000,5932.514329,15.43849076,140.73731,10.99108462,BHR,0.0,0.7026065587997437,,,,,,,,,,,,,,,,2.296147346496582,29.394,20.52
Bahrain,2005.0,43.68435091,6.768997871,28.0962392,30.81325634,8179.541224,7377300000,22027.33131,1538220000,6657.168422,14.05673324,148.3135251,13.73496783,BHR,0.0,0.6594607830047607,,,,,,,,,,,,,,,36.75,2.284849166870117,24.192,26.736
Bahrain,2006.0,44.87775572,6.467000122,23.96331011,24.30341564,8089.128418,7854390000,21783.85153,1912060000,7165.732388,12.71122009,147.1041811,8.842436716,BHR,0.0,0.6824414730072021,,,,,,,,,,,,,,,22.75,2.2808048725128174,20.25,30.387
Bahrain,2007.0,53.11805426,8.293960448,29.45419419,37.70331475,8174.501121,8505830000,22013.75842,2632970000,7852.21406,12.09977872,137.7850506,8.435632695,BHR,0.0,0.7647671699523926,,,,,,,,,,,,,,,16.66666666666667,2.2767674922943115,16.344,34.713
Bahrain,2008.0,64.21337912,6.245010775,18.20836727,18.59724949,8138.944452,9037020000,21918.00506,3122630000,8706.588865,11.29301873,145.8825111,11.36509192,BHR,0.0,0.7112066745758057,,,,,,,,,,,,,,,159.3333333333333,2.272737503051758,12.562,34.948
Bahrain,2009.0,71.43726731,2.539885936,-28.81573719,-29.44377016,7856.650498,9266550000,21157.79342,2203210000,7312.516904,13.97822783,117.9637254,-12.99394121,BHR,0.0,0.6926897764205933,,,,,,,,,,,,,,,342.6666666666667,2.268714427947998,21.361,26.145
Bahrain,2010.0,67.69726288,4.334299173,18.75407947,14.29368966,7966.242188,9668190000,21452.92152,2518130000,7966.242188,12.927549,120.4723945,7.441125966,BHR,0.0,0.7120158076286316,,,,,,,,,,,,,,,152.5833333333333,2.2646985054016113,29.704,27.286
Bahrain,2011.0,69.55268022,1.983515012,-11.52112687,-12.48902956,8134.763716,9859960000,21906.74643,2203640000,8926.825606,13.83595194,174.155268,9.736753496,BHR,0.0,0.7164914011955261,,,,,,,,,,,,,,,296.8333333333333,2.2607204914093018,32.8,16.49
Bahrain,2012.0,69.14357182,3.72810843,8.646328245,9.841897951,8349.436176,10227550000,22484.85482,2420520000,9438.625107,15.44231232,185.8846506,3.014765852,BHR,0.0,0.6841595768928528,,,,,,,,,,,,,,,317.4166666666667,2.2567598819732666,36.209,20.124
Bahrain,2013.0,69.63066129,5.41683981,15.99809148,16.9195049,8545.447196,10781560000,23012.70834,2830060000,9697.314597,15.55222627,191.8725541,0.384140011,BHR,0.0,0.6022825241088867,,,,,,,,,,,,,,,232.0890909090909,2.2528162002563477,43.941,17.106
Bahrain,2014.0,63.87876799,4.350390853,4.86623381,5.866306721,8580.816301,11250600000,23107.95659,2996080000,9574.749797,16.12526267,175.5678369,-1.670883004,BHR,0.0,0.7045187950134277,,,,,,,,,,,,,,,181.4160833333333,2.248889207839966,44.393,16.532
Bahrain,2015.0,73.89610657,2.485378558,-8.610467284,-8.527809671,8464.770927,11530220000,22795.44886,2740580000,8571.08877,17.6852499,154.931375,-9.255156915,BHR,0.0,0.8154434561729431,,,,,,,,,,,,,,,300.915,2.2449793815612793,61.855,18.577
Brazil,1997.0,40.85223717,3.394845986,8.906325044,8.418114381,15261.83937,2.57233E+12,6689.198607,5.10322E+11,5648.815174,19.5352948,16.57620926,7.729023412,BRA,1.0,0.3121157586574554,,625261.5,-2208.74983978,501.11483978,146859.8,,,157132.3,,478401.7,4037.199,,,,433.1283999999999,1.9325817823410034,,17.764
Brazil,1998.0,29.53226057,0.338097901,5.34064364,-0.16384079,15090.22877,2.58103E+12,6613.98242,5.09486E+11,5860.337745,20.07053158,16.43858493,4.924361585,BRA,1.0,0.3272981941699981,,626548.4,-28.74597482,485.97797482,151591.3,,,156874.8,,474957.1,17587.475,,,,890.4000833333334,1.969403862953186,,18.165
Brazil,1999.0,29.8269102,0.467937566,-4.916558973,-8.875302374,14947.04575,2.59311E+12,6551.225917,4.64267E+11,6269.72029,19.78269077,20.98216648,8.010500883,BRA,0.0,0.2928703129291534,,630904.2,-355.71073758,96.5177375800001,154150.5,,,142951.7,,476753.7,970.856,,,,959.25,2.006927251815796,,17.39
Brazil,2000.0,31.14098578,4.387949447,6.15691374,4.813191591,15391.10914,2.70689E+12,6745.856994,4.86613E+11,6817.914984,18.76784574,22.63976136,5.606065141,BRA,0.0,0.2584424316883087,,649896.7,-285.27372839,1980.9961268275,153917.3,,,149832.3,,495979.4,5574.86565810547,,,,540.8333333333334,2.045165777206421,65.561,18.903
Brazil,2001.0,29.00403802,1.389896401,-0.167061116,1.304475513,15400.28978,2.74451E+12,6749.880827,4.92961E+11,7383.096236,19.34329501,26.93628502,8.225094321,BRA,0.0,0.2205047532916069,3401.28472028,657748.6,-385.2859908,1180.4169908,157943.7,,,151786.8,114671.053708042,499804.9,-1609.07618,,,,837.5,2.0859029293060303,70.054,18.742
Brazil,2002.0,29.64514194,3.053461859,-5.770137281,-1.443774805,15671.37226,2.82832E+12,6868.695117,4.85844E+11,8249.194378,19.80966235,27.6183574,9.798112238,BRA,0.0,0.1825670748949051,3456.99534501,670367.9,-35.33929814,356.48029814,163971.3,,,149595.3,107783.784668834,506396.6,-6778.1677628125,,,,2027.5,2.1274518966674805,78.798,17.449
Brazil,2003.0,27.68566994,1.140828998,0.101443665,-3.984512367,15663.3351,2.86058E+12,6865.172461,4.66485E+11,9406.763336,19.07747849,28.14038472,14.09102152,BRA,0.0,0.1967014819383621,4354.48034494,670220.9,-357.92912485,179.16212485,166589.2,,,143634.7,112301.8548099,503631.7,2156.15293,,,,948.2418333333334,2.169828176498413,73.823,16.857
Brazil,2004.0,29.37277026,5.759964637,10.58193549,8.486963398,16377.86229,3.02535E+12,7178.346659,5.06076E+11,10598.36271,18.46758392,29.67825248,7.752060763,BRA,0.0,0.0374141857028007,7001.00397298,696437.9,-37.7949726999999,792.3619727,173046.3,,,155824.9,106902.10325814,523391.6,-6076.49952,,,,546.0098333333334,2.2130486965179443,70.077,17.913
Brazil,2005.0,31.83978416,3.202132061,-0.558476069,1.956301802,16714.52096,3.12223E+12,7325.902707,5.15976E+11,11619.99723,18.89000143,27.08679521,7.431224753,BRA,0.0,0.0369012579321861,8025.80165098,723061.5,545.30412217,1225.48787783,176526.1,,,158873.3,106359.45164664,546535.4,204.07602375,,,,318.8675833333334,2.2571301460266113,68.585,17.205
Brazil,2006.0,35.42516667,3.961988711,9.401791008,6.660788316,17190.54417,3.24593E+12,7534.541633,5.50344E+11,12760.51912,19.03891693,26.04169989,6.774274119,BRA,0.0,-0.0412733852863311,10675.3778,758230.0,-549.75465166,544.12652666,182811.9,,,169455.5,112728.477163815,575418.1,1359.79407861543,,,,136.2333333333333,2.2988085746765137,65.845,17.817
Brazil,2007.0,40.69093794,6.069870607,18.99996334,11.9524079,18046.77594,3.44295E+12,7909.824337,6.16123E+11,14258.67878,18.94298761,25.29261137,6.439038087,BRA,0.0,-0.0228346195071935,12721.2378278527,802359.1,-1047.10953835313,761.03763015,190250.8,,,189709.5,118797.879995935,612108.4,22192.0536174942,,,,89.125,2.3412563800811768,63.743,19.819
Brazil,2008.0,45.78225599,5.094195447,13.80181794,12.28695793,18779.78583,3.61834E+12,8231.099426,6.91826E+11,16140.37313,18.83939288,27.25756942,8.778552724,BRA,0.0,0.0770274102687835,9808.72451072158,845818.1,-1998.27709802,98.23009802,194141.5,,,213019.1,115086.134236074,651676.7,8618.52280020883,,,,180.6666666666667,2.384488344192505,61.868,21.619
Brazil,2009.0,47.49428984,-0.125812002,-13.6597338,-2.133874813,18578.23397,3.61379E+12,8142.760111,6.77064E+11,17134.90311,19.6506384,22.1059756,7.313482746,BRA,0.0,0.1276072710752487,7877.33406049,880577.2,-2601.94397235,-1522.55902765,199859.3,,,208473.5,146241.094414357,680718.0,10943.8918516484,,,,207.9166666666667,2.428518533706665,64.944,18.796
Brazil,2010.0,52.76465763,7.528225818,27.01765863,17.85392143,19790.05802,3.88585E+12,8673.897385,7.97946E+11,19790.05802,19.01685785,22.77217811,8.423338337,BRA,0.0,0.2466198652982711,23472.28188653,930817.5,8999.5548253,-4264.38983167,207695.1,,,245694.2,204877.324418168,723122.4,33976.84855235,,,,125.0,2.4733617305755615,63.045,21.801
Brazil,2011.0,58.0784911,3.974423079,6.432587225,6.834046414,20386.4109,4.04029E+12,8935.276286,8.52478E+11,22082.27329,18.66925693,23.93440518,8.318592219,BRA,0.0,0.2580220699310303,11581.45185692,970239.1,-9198.97536673,-7656.53194082,212273.3,,,262485.1,223982.585649647,757965.8,17218.26457099,,,,132.4166666666667,2.5608959197998047,61.242,21.814
Brazil,2012.0,62.5192932,1.921175986,-1.570760137,0.778776996,20591.83539,4.11791E+12,9025.312958,8.59117E+11,24076.48369,18.53010326,25.11427361,7.943126941,BRA,0.0,0.1732440888881683,8757.318584,1001597.2,460.84700743,6941.82851185,217106.8,,,264529.2,246707.9827947,784490.4,17626.72574064,,,,129.7575,2.6218743324279785,62.31,21.412
Brazil,2013.0,64.23057382,3.004822669,6.126050521,5.827201091,21027.1996,4.24164E+12,9216.131219,9.09179E+11,26430.55868,18.892479,25.78595733,7.504564533,BRA,0.0,0.146290123462677,8506.84926,1032105.7,2761.90621111,6219.16660588,220385.3,,,279943.9,249063.414271716,811720.4,30136.54942419,,,,159.9190909090909,2.684304714202881,60.364,21.965
Brazil,2014.0,66.02851039,0.50395574,-4.546898306,-4.224068653,20952.65506,4.26302E+12,9183.45867,8.70775E+11,28403.43528,19.15353871,24.68540582,7.846709744,BRA,0.0,-0.0282199531793594,12040.76455597,1052164.0,677.84732985,2144.30911913,222177.3,,,268118.9,266524.117450213,829986.7,32745.32660953,,,,161.4530833333333,2.7482216358184814,63.314,21.018
Brazil,2015.0,66.82970064,-3.545763393,-18.76599918,-13.94650021,20039.4719,4.11186E+12,8783.214413,7.49332E+11,29220.91453,19.77681995,26.95362594,7.566175012,BRA,0.0,-0.1642825305461883,8059.25775855,1022275.8,-3450.7321769,-117.97262532,218985.5,,,230725.7,221696.198919286,803290.3,4483.12049336,,,,327.9883333333333,2.8136603832244873,73.697,19.199
Bulgaria,1997.0,8.546145914,-14.11538106,887.5752033,150.4734767,6484.049697,53895862000,3678.267357,4268574000,2289.725854,12.14316755,86.46373647,913.2131031,BGR,1.0,0.0022438392043113,,32198.534168121,5.2,8.5,7562.3517537249,,,3945.4045758492,,24224.630718513,94.5,,,,,2.8540377616882324,,12.27
Bulgaria,1998.0,8.944892672,3.789122067,82.64605263,32.62717245,6774.796149,55938042000,3843.201809,5661289000,3204.64137,18.3452571,77.04520303,33.95102766,BGR,0.0,0.1889223903417587,501.4,33665.373235687,118.788826806165,10.6203823867007,10885.507405438,,,5232.6785305361,5059.7,23557.683863412,-131.288967220903,,,,819.1666666666666,2.8698859214782715,76.537,18.663
Bulgaria,1999.0,11.47815096,-8.396091161,10.70971219,22.38580295,6240.869512,51241433000,3540.316265,6928614000,3050.064892,19.60650301,90.07496166,3.319138005,BGR,0.0,0.1944399401545524,657.1,34938.804221903,207.44537997217,-0.0056135684825183,10195.870703808,,,6404.0556354166,5097.5,25228.108397084,6.16828368390224,,,,552.0833333333334,2.885821580886841,79.442,19.331
Bulgaria,2000.0,11.95557457,4.587225342,5.331779231,16.47925545,6559.469372,53591993000,3721.05138,8070398000,3442.385301,19.78511197,77.74570416,7.380839024,BGR,0.0,0.1999574899673462,699.6,37534.763477011,54.0200653175684,8.153005096988,10421.88639728,,,7459.3963225481,5093.7,27498.516856253,-119.58464497761,,,,506.25,2.901846170425415,73.887,19.198
Bulgaria,2001.0,14.33799895,3.823703664,17.3360742,19.83174807,6947.210076,55641192000,3941.008666,9670899000,3868.914798,19.3684559,79.08136875,6.117733099,BGR,0.0,0.3638187050819397,798.3,39840.159542221,6.81106684176351,33.5142441686579,10525.070273948,,,8938.7250091425,4977.9,29609.131228126,113.683115448425,,,,486.6666666666667,2.9194586277008057,67.289,21.395
Bulgaria,2002.0,18.77728457,5.871930278,7.308757929,8.135644887,7516.548914,58908404000,4263.982819,10457689000,4347.07313,19.17815384,75.26961101,3.848379586,BGR,0.0,0.5276799201965332,666.7,41652.8212515,-235.143014983159,16.8265264659405,10577.982481892,,,9665.9479332929,4590.6,31294.631886509,-279.146619493813,,,,308.4166666666667,2.937177896499634,53.543,20.559
Bulgaria,2003.0,25.89516908,5.237154278,16.50809811,12.85309785,7973.108784,61993528000,4522.979796,11801826000,4712.073331,20.11058982,79.01388537,2.189410203,BGR,0.0,0.6683752536773682,800.619638162927,44501.217548492,62.8547291663707,15.7164873460892,11430.818442112,,,10908.321679272,4528.49834553664,33327.088767585,-109.99387088919,,,,188.3333333333333,2.9550046920776367,45.579,22.149
Bulgaria,2004.0,33.144639,6.510426379,10.7717969,13.78639204,8556.533486,66029571000,4853.944569,13428872000,5339.127184,19.36190989,93.06389796,5.581556726,BGR,0.0,0.7078437805175781,885.165298177437,48239.614406261,-16.7133587818358,7.15371179505362,11976.741547663,,,12412.18567074,3903.08449811615,36484.078787237,-552.055107425323,,,,83.75,2.9729397296905518,37.855,23.481
Bulgaria,2005.0,39.06344566,7.056347526,24.18101087,26.73358567,9229.547647,70688847000,5235.73159,17018891000,6138.844743,18.15356665,99.71421121,6.594260652,BGR,0.0,0.6575455069541931,767.38088718467,51068.984915099,-35.0878856729543,6.02154857226213,12066.358485506,,,15730.40795996,2206.97536366973,39152.760965784,-1782.23370920955,,,,38.25,2.990983724594116,28.517,27.763
Bulgaria,2006.0,42.45044567,6.802589382,20.74842382,12.95050306,9932.548413,75497519000,5634.529392,19222923000,7052.793164,18.14694053,111.0474628,6.756474507,BGR,0.0,0.6165404319763184,1083.49560707976,55116.791596947,235.567673495556,129.156887094023,12745.366884478,,,17767.574924412,2945.87048989382,42493.693458323,580.602389485581,,,,30.57583333333334,3.0091373920440674,22.658,32.149
Bulgaria,2007.0,58.45850745,6.591380837,13.80078042,13.05581362,10665.37351,80473848000,6050.245919,21732632000,8415.062122,16.68832576,123.5325577,11.11707486,BGR,0.0,0.6433606147766113,1128.67333917267,59979.465119113,37.7974110844222,204.356587479444,12615.55448386,,,20087.27639208,2480.64927828369,47377.224749003,-682.930434166312,,,,29.48166666666667,3.0274007320404053,17.457,33.362
Bulgaria,2008.0,66.92029488,6.116017964,16.62124732,21.96625333,11397.39042,85395643000,6465.503985,26506477000,9722.583373,17.14982579,124.6887475,8.117250635,BGR,0.0,0.7341217994689941,1389.60544565312,61885.912569073,375.786697829195,20.531791963922,12854.805505353,,,24499.698411095,1833.99246013596,49031.023832894,-574.982860665763,,,,238.9166666666667,3.0457754135131836,14.652,36.802
Bulgaria,2009.0,68.95856758,-3.271854279,-24.17099534,-17.67291066,11095.74242,82601622000,6294.385308,21822011000,9830.347952,16.73935743,92.6926456,3.857119564,BGR,0.0,0.6947851777076721,2114.28646279379,59041.981480237,614.062656414684,228.582399309741,12100.980064555,,,20169.888598308,1839.63985644107,46940.310495696,13.21809989772,,,,341.6666666666667,3.0642611980438232,14.608,28.624
Bulgaria,2010.0,68.21070317,1.541801443,-17.88335573,-17.64090853,11341.22807,83875175000,6433.644244,17972410000,10124.62642,16.50446634,103.4115842,0.76423202,BGR,0.0,0.6804325580596924,2616.94459652319,60407.835,494.05,238.05,12358.161,,,16611.737,1805.52227560906,48049.674,-118.66,,,,267.0833333333333,3.082859516143799,14.275,22.868
Bulgaria,2011.0,65.28045812,2.10120575,-3.273788152,-4.402820768,11654.02048,85637565000,6611.08491,17181117000,11039.85097,15.85032827,117.4562893,6.112979908,BGR,0.0,0.5525200366973877,2869.16297117592,61658.838091399,175.13,-117.43,12647.039871369,,,15880.351993429,1356.55839414388,49011.79753387,-381.57,,,,281.1666666666667,3.0941543579101562,14.518,21.647
Bulgaria,2012.0,65.78083935,0.754930386,3.085385659,1.820713985,11810.20966,86284069000,6699.687801,17493936000,11312.23268,15.79052344,123.9935614,1.112136794,BGR,0.0,0.5747108459472656,5331.24048226388,63269.521429782,1836.47,40.63,12414.796773941,,,16169.487783043,2197.90655082199,50843.80475437,679.77,,,,241.9591666666666,3.1054906845092773,16.768,22.076
Bulgaria,2013.0,66.19618827,-0.560493966,-5.32370724,0.544354341,11809.92345,85800452000,6699.525442,17589165000,11320.09886,17.08486874,129.7326591,0.071962013,BGR,0.0,0.5491098165512085,5935.44101224747,61368.207605085,683.3,175.32,12495.611032435,,,16257.507091681,2958.80441198538,48868.510634263,717.88,,,,116.4127272727273,3.116868257522583,17.224,21.391
Bulgaria,2014.0,59.22470794,0.966869032,6.87086691,3.478317476,11992.07828,86630030000,6802.858113,18200972000,11648.81274,16.83265399,130.2872904,1.340740195,BGR,0.0,0.5852736234664917,5432.0,62027.937108418,-52.82,469.5,12485.107965772,,,16822.994801942,4578.0,49548.76243299,2141.07,,,,131.6365,3.1282877922058105,26.434,21.441
Bulgaria,2015.0,54.777248,3.428054914,1.273733396,2.656017492,12482.5672,89599755000,7081.102336,18684393000,12482.5672,16.08416117,126.7009424,2.946785657,BGR,0.0,0.5914563536643982,4001.65,63644.327910424,-597.63,307.28,12710.015056105,,,17269.816486528,4633.98,50946.894460895,403.38,,,,173.4858333333333,3.1397488117218018,26.298,21.342
China,1997.0,96.72581944,9.236779892,5.048260111,..,11133.29918,1.36948E+13,1787.767071,..,6480.502774,13.75263695,34.53301736,1.616568742,CHN,0.0,-0.2671805471181869,,,,,,,,,,,,,,,,2.092236280441284,20.448,36.197
China,1998.0,105.1932233,7.845951788,8.518410339,..,11892.15204,1.47693E+13,1909.622429,..,6859.900646,14.94601068,32.42430463,-0.900251629,CHN,1.0,-0.2677083909511566,,,,,,,,,,,,,,,301.0,2.125375747680664,20.496,35.557
China,1999.0,110.3835246,7.661651501,6.326912544,..,12692.9084,1.59009E+13,2038.206581,..,7229.332283,16.36569096,33.52416176,-1.263058939,CHN,0.0,-0.2963317930698395,,,,,,,,,,,,,,,153.3,2.1590397357940674,21.688,34.865
China,2000.0,111.1229709,8.490093406,7.277174445,..,13662.4686,1.72508E+13,2193.896982,..,7942.069169,16.83842985,39.41101485,2.062792614,CHN,0.0,-0.3249551951885223,,,,,,,,,,,,,,,,2.193237066268921,22.809,34.328
China,2001.0,110.0445907,8.335733478,21.10934053,..,14694.21107,1.86888E+13,2359.572509,..,8716.682238,16.41343935,38.52735928,2.047049457,CHN,0.0,-0.4538605362176895,,,,,,,,,,,,,,,,2.2107417583465576,24.384,36.295
China,2002.0,117.4986986,9.13363079,13.02496843,..,15929.24188,2.03958E+13,2557.891746,..,9506.20312,16.07042441,42.74740363,0.602099078,CHN,0.0,-0.5827658772468567,,,,,,,,,,,,,,,43.33333333333334,2.2283859252929688,25.711,36.903
China,2003.0,125.6714326,10.03803048,23.79064406,..,17419.38688,2.24431E+13,2797.176806,..,10666.1002,15.31420932,51.803988,2.603177719,CHN,0.0,-0.3920488357543945,,,,,,,,,,,,,,,31.08333333333333,2.246170997619629,26.574,40.369
China,2004.0,118.636103,10.11362138,19.20499378,..,19067.5324,2.4713E+13,3061.833333,..,12486.94411,14.62534231,59.50552422,6.95199268,CHN,0.0,-0.3462288379669189,,,,,,,,,,,,,,,32.75,2.2640981674194336,26.168,42.657
China,2005.0,111.8429248,11.39459181,10.67470541,..,21115.64759,2.75289E+13,3390.716338,..,14368.03172,14.79766254,62.20789287,3.903744269,CHN,0.0,-0.183769479393959,,,,,,,,,,,,,,,25.125,2.28216814994812,26.098,40.982
China,2006.0,109.1583872,12.72095567,15.38672313,..,23669.22719,3.10308E+13,3800.765996,..,16737.99597,14.82051595,64.4788839,3.926549397,CHN,0.0,-0.2583872079849243,,,,,,,,,,,,,,,18.72416666666667,2.2940022945404053,25.382,40.606
China,2007.0,105.7875085,14.23086093,17.51052475,..,26896.72052,3.54468E+13,4319.031624,..,20494.37726,14.62676193,62.19336348,7.749686493,CHN,0.0,-0.2333634197711944,,,,,,,,,,,,,,,18.20083333333334,2.3058977127075195,29.036,41.239
China,2008.0,102.0035662,9.65067892,13.89817926,..,29341.70775,3.88676E+13,4711.643697,..,24100.20819,14.48561439,57.61271534,7.795346037,CHN,0.0,-0.21839340031147,,,,,,,,,,,,,,,91.16666666666669,2.317854881286621,27.0,43.21
China,2009.0,124.4080089,9.398725632,20.86683049,..,31940.19404,4.25207E+13,5128.904397,..,26179.53996,14.75297613,45.18487038,-0.209533361,CHN,0.0,-0.2980939447879791,,,,,,,,,,,,,,,113.5833333333333,2.329874038696289,32.557,46.335
China,2010.0,126.5794942,10.63587106,15.87935008,..,35167.05838,4.70431E+13,5647.069024,..,30807.93268,14.58702058,50.71707766,6.881380253,CHN,0.0,-0.3209549784660339,,,,,,,,,,,,,,,74.75,2.3419554233551025,33.09,47.881
China,2011.0,123.0959272,9.550832179,8.826938372,..,38315.8521,5.15362E+13,6152.697196,..,36277.13632,15.23886494,50.74090459,8.075684467,CHN,0.0,-0.2591362595558166,,,,,,,,,,,,,,,106.0,2.373192548751831,33.086,48.006
China,2012.0,128.922639,7.863736449,7.502720386,..,41049.50567,5.55888E+13,6591.66284,..,39771.37281,15.75607839,48.26752237,2.331217576,CHN,0.0,-0.2843328416347503,,,,,,,,,,,,,,,102.2258333333333,2.40484619140625,34.021,47.18
China,2013.0,134.3192514,7.766150098,9.368834224,..,43943.79718,5.99059E+13,7056.423462,..,43496.61318,15.88401589,46.74437558,2.163370027,CHN,0.0,-0.3316081762313843,,,,,,,,,,,,,,,86.24,2.436922311782837,36.928,47.251
China,2014.0,140.236887,7.425763656,7.472976215,..,46910.3376,6.43544E+13,7532.785697,..,46911.71873,15.81704465,44.90521595,1.031063688,CHN,0.0,-0.3313344120979309,,,,,,,,,,,,,,,83.217,2.469425916671753,39.831,46.68
China,2015.0,152.5944998,7.041328879,3.560256259,..,49922.32676,6.88858E+13,8016.446016,..,49922.32676,16.21788677,39.46416934,-0.002944094,CHN,0.0,-0.3352265954017639,,,,,,,,,,,,,,,99.25083333333332,2.5023632049560547,42.919,44.962
Colombia,1997.0,36.47584514,3.430293678,-0.644834384,-2.010556935,11642034.47,4.34154E+14,4246.156656,8.37745E+13,3263640.385,19.92131364,35.59706809,16.83985293,COL,0.0,-0.136832732707262,3221.37623080293,,768.723816093597,0.0,,,,,6431.67614112425,,1423.68727195856,,,,,2.0872631072998047,29.407,22.453
Colombia,1998.0,35.21855052,0.56978409,-6.308135948,-6.300895139,11507039.27,4.36628E+14,4196.920349,7.84959E+13,3702345.278,20.30693579,35.90892305,14.77304541,COL,1.0,-0.1681778132915496,2935.60722238255,,-285.769008420396,0.0,,,,,7398.09132434907,,869.182343430978,,,,722.6,2.112204074859619,31.959,21.153
Colombia,1999.0,31.65418344,-4.204015244,-38.6299754,-34.55635249,10840264.41,4.18272E+14,3953.729994,5.13706E+13,3928077.631,22.16059307,36.14927931,12.62294083,COL,1.0,-0.0383314788341522,4280.66879303115,,1345.06157064861,0.0,,,,,7827.41117618354,,747.176596022804,,,,612.0833333333334,2.1374430656433105,39.558,13.938
Colombia,2000.0,20.94747439,2.924861483,12.26330423,-2.018854111,10978053.13,4.30506E+14,4003.985169,5.03335E+13,5317615.252,16.47285056,32.66708547,33.67537051,COL,1.0,0.0915148556232452,4807.27068615564,,1278.68457944942,0.0,,,,,9224.32091618173,,1436.47335217767,,,,631.25,2.1629836559295654,44.221,14.896
Colombia,2001.0,21.9066126,1.677898308,8.423959115,9.721867171,10987766.93,4.37729E+14,4007.52805,5.52269E+13,5669253.192,16.56623172,33.90111179,6.518448292,COL,0.0,0.0341258849948644,7129.14622622641,,2321.87554007077,0.0,,,,,12678.810911523,,3491.57290761754,,,,614.1666666666666,2.1843111515045166,40.83,16.032
Colombia,2002.0,21.52330896,2.503980466,10.07036747,11.1181007,11091347.87,4.4869E+14,4045.306747,6.1367E+13,6064238.315,16.04089303,32.98263921,5.968190573,COL,0.0,-0.0232630856335163,6522.45451808208,,-606.691708144335,0.0,,,,,12000.6381601644,,-949.504391851148,,,,880.8333333333334,2.2058489322662354,47.238,17.252
Colombia,2003.0,21.07623501,3.918271904,11.3551032,11.4859623,11356480.78,4.66271E+14,4142.007703,6.84156E+13,6633228.024,15.61034717,36.51618352,6.829014842,COL,0.0,-0.1265186816453933,8099.71526044086,,1484.75722056534,0.0,,,,,12546.27708842,,181.063058,,,,559.7896666666667,2.2275991439819336,44.749,18.682
Colombia,2004.0,22.19913866,5.333022067,11.18320332,11.13012733,11792499.03,4.91137E+14,4301.035042,7.60304E+13,7389550.989,15.68159812,35.86342693,7.283033407,COL,0.0,-0.0864163339138031,9708.48749991283,,1051.87975903189,24.2813954927556,,,,,14031.1793740154,,1175.96705717682,,,,423.4269166666666,2.2495639324188232,41.214,19.441
