iso,year,lrmp_rv,lfmp_rv,lrmp_hm,lfmp_hm
AZE,1997.0,17.392562616932352,13.387373673767984,14.297809521155443,13.338403266095225
AZE,1998.0,17.319124193503452,13.463904158552328,14.399420773616292,13.398415098722474
AZE,1999.0,16.25725492665568,13.379963621144922,14.161714209484593,13.317335991986537
AZE,2000.0,16.863327199977864,13.428672719068253,14.230350800260124,13.360329384526363
AZE,2001.0,16.797887318297164,13.62728070842776,14.304571787073826,13.535581123701576
AZE,2002.0,16.972883869891934,13.588328519920159,14.436861098623996,13.500859610089073
AZE,2003.0,17.887527261104594,13.672363312603302,14.788821627448067,13.617272537889512
BDI,1997.0,15.66819489195258,13.236675591159083,13.608953168464131,13.18798080812764
BDI,1998.0,15.78173835365697,13.236978197696349,13.728007791658044,13.187925636290002
BDI,1999.0,15.471840743381726,13.17803084611114,13.902463060254089,13.135114155817078
BDI,2000.0,15.778872103593168,13.21160835632771,13.819239378513114,13.166970287857872
BDI,2001.0,15.702410694220074,13.352607769701796,13.874424233729712,13.30944213049878
BDI,2002.0,15.73926620082281,13.279910486934435,13.900921117934722,13.239383095169622
BDI,2003.0,16.007472576865716,13.405247496088068,13.911978999419183,13.368002443482787
BEL,1997.0,22.22572853878797,17.098954635808617,19.199854173299666,17.030246885671435
BEL,1998.0,22.163652177691112,17.18570917325461,19.32216607959545,17.115627756910023
BEL,1999.0,21.611538517987672,17.380435644129815,19.565675687661404,17.307248071794273
BEL,2000.0,21.864040484363066,17.627815111112923,19.35103434091204,17.5511101650906
BEL,2001.0,21.99220108947278,17.681706116366257,19.510028997838674,17.600724685189718
BEL,2002.0,21.9675982460643,17.488304249199707,19.542868529592447,17.4157374204917
BEL,2003.0,22.354182480636123,17.902215898641735,19.577408606253183,17.83236942604518
BEN,1997.0,16.30459313701633,13.702156403990685,13.89947959284868,13.644909590308988
BEN,1998.0,16.138035174198414,13.733672170912055,13.923068027847096,13.67638073856205
BEN,1999.0,16.081987019638717,13.645447867962119,14.07428900792063,13.5943248233668
BEN,2000.0,16.217583672679144,13.720487541378434,13.990685527251879,13.665505567597537
BEN,2001.0,16.18746374990384,13.892367033891826,14.113204451705244,13.839469551462349
BEN,2002.0,16.503192033477912,13.787071295407468,14.16735715325476,13.738831849246461
BEN,2003.0,17.105014248312237,13.975173679706042,14.362157092880897,13.931708538188683
BFA,1997.0,15.768134784122964,13.755479849549436,13.860018990700835,13.701661735221457
BFA,1998.0,15.926251135875418,13.797576056731216,13.954696958097095,13.742886710267092
BFA,1999.0,15.265042793984927,13.746941868088529,13.913477030355798,13.695729164105543
BFA,2000.0,15.549495756904218,13.803484659823084,13.922062090371218,13.749306882390465
BFA,2001.0,15.724856690384899,13.964996636682589,14.092968862596212,13.912565938245908
BFA,2002.0,15.806599987167493,13.86768175098845,14.050443104126114,13.818796925286138
BFA,2003.0,16.298835615561497,14.014801712809621,14.194682471046184,13.971648403544002
BGD,1997.0,19.337581036195907,13.456736730211748,15.875942701286235,13.403780406863863
BGD,1998.0,19.23370113230534,13.377378797381402,15.94166296750493,13.326629046718656
BGD,1999.0,18.828318024171185,13.427460126052852,16.281843713814776,13.37827736914748
BGD,2000.0,19.41124044364275,13.47937832833327,16.321945891240638,13.426295848475215
BGD,2001.0,19.223022403752633,13.62817595801506,16.194619407361408,13.577905969719517
BGD,2002.0,19.09056976677121,13.58830290835609,16.13997811828653,13.543279460567085
BGD,2003.0,19.6036097816288,13.775467237205836,16.237206736750274,13.732978640627982
BGR,1997.0,17.77020665715867,14.704934794108228,15.0687914234899,14.662707407609242
BGR,1998.0,18.009299419690066,14.771689071627476,15.271993117571228,14.727379425581045
BGR,1999.0,17.09216484162302,14.766420667832614,15.185236379802404,14.721661026913498
BGR,2000.0,17.415351572387916,14.875785415109185,15.186729863731767,14.828856642253408
BGR,2001.0,17.38625027019516,14.975250271530673,15.25577066225595,14.92829433980054
BGR,2002.0,17.51447269254699,14.932916936447995,15.293691263970736,14.888880304507845
BGR,2003.0,18.14194590461251,15.12563016213437,15.50295064392998,15.089098340468233
BHR,1997.0,19.01597573486735,13.740989584229936,16.964648733656755,13.685563542058224
BHR,1998.0,18.952572273001547,13.831631588156903,17.103629890711492,13.769932068911077
BHR,1999.0,18.475658739405553,13.80257576880391,17.394017416279283,13.744215659017025
BHR,2000.0,18.85336814280743,13.804274953418096,17.264318338489232,13.743027038488501
BHR,2001.0,18.89365728921676,13.994889461178587,17.374112688268774,13.933020503743482
BHR,2002.0,19.15921491108816,13.987308716389178,17.74414607442084,13.930778604239702
BHR,2003.0,19.545150270013163,14.205649158264002,17.737137542453677,14.150573519842437
BHS,1997.0,17.35630836587464,13.484510390889932,14.39437995039288,13.410250195144197
BHS,1998.0,18.225121255484275,13.761398353433037,15.241031097448806,13.668128179144773
BHS,1999.0,17.448211841169808,13.913646393193124,15.253075530898073,13.827612176889446
BHS,2000.0,17.934697547317853,14.10402555954461,15.268114056911635,14.013395479799756
BHS,2001.0,17.889366248208372,14.402883433727759,15.361839315822852,14.275191054641342
BHS,2002.0,18.251081696015287,14.25947730066573,15.654404366113797,14.137843703275223
BHS,2003.0,18.712995590355785,14.274220660977157,15.679957136564862,14.190352919013842
BIH,1997.0,16.747481246616513,14.022125230080178,14.391301727062608,13.94403357006328
BIH,1998.0,16.84766990874845,14.245739375553304,14.630708601717162,14.151106389201134
BIH,1999.0,16.45810355091507,14.242140435747801,14.76911721132534,14.161204883741078
BIH,2000.0,16.716468300578512,14.318903668367287,14.70049186116446,14.226620941639979
BIH,2001.0,16.758426492226274,14.522548974981067,14.845335595572555,14.399341285106757
BIH,2002.0,16.82251488595511,14.545805117140267,14.919149366424355,14.429233566787824
BIH,2003.0,17.294588232933926,14.551128838830872,14.97132539436007,14.480948756857558
BLR,1997.0,18.082757239568874,13.913698949290481,14.740491131513933,13.852381204411712
BLR,1998.0,18.21687680529201,14.027959053324304,14.981182496931426,13.94823615889696
BLR,1999.0,17.05448805657455,13.965083288924204,14.699415044045097,13.891375370937723
BLR,2000.0,17.320510393084852,14.013190052018546,14.574820465999771,13.92930248473184
BLR,2001.0,17.309997210584786,14.231822645337285,14.708773419028903,14.121881086593195
BLR,2002.0,17.258244192994628,14.210810377237982,14.696559794105786,14.10619420270663
BLR,2003.0,17.81841394023235,14.260328639888527,14.79639191410616,14.197570348957157
BLZ,1997.0,16.319288402955877,14.253891153971917,14.446028553505345,14.1855214491982
BLZ,1998.0,16.335390221057327,14.382003027333129,14.587583738530306,14.312990360008492
BLZ,1999.0,15.891087049693617,14.405194274020603,14.663778511670998,14.33697003421993
BLZ,2000.0,16.299375365875513,14.5902492708235,14.780111365922949,14.51793836593341
BLZ,2001.0,16.53309207019198,14.808811389657354,15.006774394211595,14.73747465793832
BLZ,2002.0,16.831961386974267,14.68952311363909,15.070042863732972,14.623518952579987
BLZ,2003.0,17.099019886220976,14.847524432673145,15.135002685998474,14.785574615033863
BMU,1997.0,18.486372712268633,13.409092752731192,16.131726952379957,13.33701258741282
BMU,1998.0,18.61972683580686,13.676379799210745,16.475291752865996,13.585103301008573
BMU,1999.0,18.238963728054344,13.81937649616532,16.84925096812903,13.735082963156723
BMU,2000.0,18.221631232972577,13.993701596337296,16.350220660859588,13.905392343651775
BMU,2001.0,18.44002539733056,14.279791067146796,16.65950680642855,14.154342237608818
BMU,2002.0,18.439506320335333,14.142263146951228,16.74959544707806,14.022296055645985
BMU,2003.0,18.678624513901074,14.155489808806726,16.57419752483168,14.073139511716006
BOL,1997.0,16.719388068858173,13.390474148260427,13.726971192017054,13.353720325217886
BOL,1998.0,16.812019285282997,13.468049046990844,13.864271127980532,13.428870353351407
BOL,1999.0,15.987021947094169,13.421957238357798,13.79706807960605,13.37826424292083
BOL,2000.0,16.145656647674155,13.582112557652056,13.803826048888574,13.540537037636778
BOL,2001.0,15.961717196456956,13.637758087178632,13.807659528646106,13.594282767324517
BOL,2002.0,15.990985707617465,13.435215872872385,13.675391917359564,13.392456667497806
BOL,2003.0,16.334304108089007,13.534149621547325,13.737497553214984,13.494065117219565
BRA,1997.0,19.70506710603658,12.882027858107168,14.883734282004015,12.841704393467722
BRA,1998.0,19.456034838485255,12.948685851505184,14.816578287120368,12.907669535333321
BRA,1999.0,18.765185915484118,12.900759577440722,14.870169204429361,12.857817597492087
BRA,2000.0,19.192242150221418,12.990202613591304,14.76191029162801,12.947437685073579
BRA,2001.0,19.145207268185207,13.110826631485045,14.753108449574526,13.067637854955942
BRA,2002.0,19.087996570182018,12.933310647785312,14.710844326730474,12.892292002300639
BRA,2003.0,19.474116993651084,13.04758295365288,14.681255020368496,13.008767601847907
BRB,1997.0,17.754746975976527,13.779401604845862,15.406200430228711,13.718935502009685
BRB,1998.0,17.770808467719743,13.871368019687527,15.600180525815164,13.811223524270039
BRB,1999.0,17.216453094726653,13.860805432512734,15.77534526449655,13.800879258956558
BRB,2000.0,17.646264107080704,13.999379991971384,15.720404234956645,13.9367733895672
BRB,2001.0,17.658470276630368,14.205783473662473,15.81082583875595,14.143782089281656
BRB,2002.0,17.55481973705705,14.078534142033341,15.790095766337476,14.020918098554995
BRB,2003.0,17.992079356280396,14.218694533087191,15.848467882644504,14.164201609438747
BRN,1997.0,18.167380065275644,13.691872776641254,15.394609816496557,13.62128062854184
BRN,1998.0,17.315643482288998,13.480946608627448,14.818568506666939,13.416655607600111
BRN,1999.0,16.18117359170193,13.430636230634272,14.511257175199898,13.375979244951209
BRN,2000.0,16.480298772863197,13.547244039637429,14.409110589862895,13.487669737179887
BRN,2001.0,16.527943494537833,13.64353503158296,14.507586907136835,13.588010328001072
BRN,2002.0,16.75984369976298,13.60704794482737,14.71373037129973,13.557901951991795
BRN,2003.0,16.959809114232005,13.804126732155405,14.651585445333826,13.757128784057713
BTN,1997.0,15.195865255242628,12.926501983135678,13.163576296083322,12.85872837750802
BTN,1998.0,14.5742743249327,12.955761993864463,13.062246258787823,12.874086804837846
BTN,1999.0,14.416969602049141,13.063853533530974,13.265774841807502,12.994953741507576
BTN,2000.0,14.88553329705334,13.193045166006423,13.367951707693393,13.119826904223196
BTN,2001.0,14.64007529217406,13.304725946197905,13.379723428535833,13.197344680064436
BTN,2002.0,14.528624417949434,13.296652889235718,13.365251509760668,13.19402633415596
BTN,2003.0,15.34753851214041,13.431215402393226,13.603263927808186,13.360653551920423
BWA,1997.0,15.718795681001154,13.533828061801175,13.64166410582943,13.473332671436246
BWA,1998.0,16.15279408795376,13.629592663310193,13.840301538551552,13.566643483735216
BWA,1999.0,15.642025750985548,13.602018324252551,13.868609378979322,13.538553149426626
BWA,2000.0,15.757057748885346,13.62322327632737,13.786943786986143,13.558024513980635
BWA,2001.0,15.735687926140717,13.752231239784209,13.8801715083522,13.6853948126252
BWA,2002.0,15.49802051247883,13.700954882565387,13.806959009514646,13.636213726275425
BWA,2003.0,15.874047362410217,13.951707122964917,14.023208491474634,13.892329017363293
CAF,1997.0,14.904991639836991,13.530954921462408,13.540467982919687,13.47830822840778
CAF,1998.0,15.240329903736692,13.557531635039844,13.61054191919354,13.504193303782305
CAF,1999.0,14.756599598785913,13.48739942767226,13.567662385486617,13.437702829511814
CAF,2000.0,14.763008227764562,13.527570245295214,13.550709530272487,13.475962175644028
CAF,2001.0,14.8110505437784,13.67675819380694,13.693797272246384,13.626673169430187
CAF,2002.0,14.753495842130988,13.580704046926822,13.609384915230354,13.533781187990687
CAF,2003.0,15.163655539882322,13.728438290319923,13.755557685742849,13.685266322278794
CAN,1997.0,19.873096645527802,15.438187428139996,15.810657969398518,15.39054949585029
CAN,1998.0,19.978235274144136,15.511367513604052,15.950958096626186,15.460880885417678
CAN,1999.0,19.391307359890344,15.74173037428764,16.150707951067442,15.681570512434199
CAN,2000.0,19.812764235438042,16.041361166316857,16.30958279127362,15.987844734887426
CAN,2001.0,19.736728543290432,16.219918401181104,16.41843604807647,16.158933123323934
CAN,2002.0,19.732116225617236,15.952012049189678,16.231373455627025,15.891541146447322
CAN,2003.0,20.322668522071698,16.212489101092046,16.460940813334876,16.152839498791387
CHE,1997.0,20.327120996277625,16.720768864285915,17.456590363693046,16.65133803667527
CHE,1998.0,20.35124075834831,16.758596244054022,17.592018107766673,16.687074325517564
CHE,1999.0,19.955768189307168,16.850310737609725,17.851662024336548,16.77487329340323
CHE,2000.0,20.14545652841295,17.035033941679696,17.71562666483401,16.957833128877297
CHE,2001.0,19.875342748377335,17.093235907655327,17.620653715057706,17.010926165611096
CHE,2002.0,19.871344092714835,17.021166407562397,17.620791385031154,16.93846802001759
CHE,2003.0,20.465363412081764,17.244576327806925,17.838236494372378,17.182279788006987
CHL,1997.0,18.92020233151195,13.203890550012868,14.731900317748845,13.166158164081121
CHL,1998.0,19.19820344425994,13.316426524974206,15.117355896888522,13.275778709325785
CHL,1999.0,18.64746344948685,13.210875988472985,15.28507446609613,13.166472416465627
CHL,2000.0,18.907780120474303,13.390507369138618,15.05834598547796,13.348445232818932
CHL,2001.0,18.745199279280694,13.406527589728464,14.944593700025951,13.363692939693445
CHL,2002.0,18.875441229943284,13.084216082379607,15.045903018240256,13.04288633332181
CHL,2003.0,18.70716929110517,13.247110326953827,14.588847334708715,13.206396634027644
CHN,1997.0,20.955572673285488,13.140942353737056,16.117956953710422,13.06962732047997
CHN,1998.0,20.562840533611308,13.143482598128564,15.913109642051742,13.055136392633198
CHN,1999.0,20.140646031163527,13.297246611957016,16.23914265854887,13.216186835582217
CHN,2000.0,20.686963032743645,13.354511947980422,16.220419107943496,13.270764280229354
CHN,2001.0,20.448293968675685,13.975667436373211,16.052263584592158,13.911006049767556
CHN,2002.0,20.77960835893025,13.894939053327878,16.383444668854683,13.836594079696102
CHN,2003.0,21.692189046048263,13.974155783852732,16.821744795173963,13.920836831707648
CIV,1997.0,17.383541649396538,13.596296139671068,14.252169140698701,13.542733147186299
CIV,1998.0,17.789578860954986,13.623554216408337,14.601656300109141,13.569592164646542
CIV,1999.0,16.995666712692714,13.562049366992287,14.555662591354352,13.511570192449106
CIV,2000.0,17.273782298530957,13.617510889613895,14.412913344978747,13.564268077655685
CIV,2001.0,17.3925817810615,13.771558275754039,14.565871311422027,13.720087427756502
CIV,2002.0,17.530193512970364,13.668422210880072,14.654627116994096,13.620760100206597
CIV,2003.0,17.77708661513136,13.820212494654752,14.609873442395596,13.77710194251728
CMR,1997.0,16.397619222899795,13.75238789828329,13.88101051886388,13.695367619272412
CMR,1998.0,16.506584776740233,13.786544498355022,13.961243853653903,13.72907354193436
CMR,1999.0,15.999456534739156,13.716482091215493,13.960496140069425,13.66207779761166
CMR,2000.0,16.10937198525777,13.801469406179791,13.933045631451332,13.745807094116834
CMR,2001.0,16.447431573233857,13.966489108132723,14.137447490783266,13.911279253729283
CMR,2002.0,16.440736627071008,13.859494999789252,14.069520536565546,13.80680314780474
CMR,2003.0,17.03031750393949,14.039462020603333,14.251530875075881,13.990518526001804
COG,1997.0,16.470046511076063,13.380109701763535,13.697672719307016,13.33162935427469
COG,1998.0,16.71209920345713,13.399907412108279,13.85987354674285,13.350577800631816
COG,1999.0,15.90816338096058,13.343759016182094,13.796865176036718,13.296471111230657
COG,2000.0,16.704688031303295,13.381159952423841,13.94148546034304,13.332925967986277
COG,2001.0,16.548236797067457,13.529759750158918,13.967458303677143,13.482564933547275
COG,2002.0,16.58393860918504,13.435163466452577,13.947110632713748,13.391124924899906
COG,2003.0,17.182027617378658,13.580647298901392,14.122903365784378,13.538858655716789
COL,1997.0,18.374866903297992,13.565409212172797,14.59964342100624,13.517765110444238
COL,1998.0,18.353101083339556,13.649436729628317,14.72796775132795,13.600344184337935
COL,1999.0,17.560380686063386,13.666838881504892,14.71092937745572,13.617415449899468
COL,2000.0,18.14723485058109,13.792498269209355,14.78001735040919,13.741444393958657
COL,2001.0,18.034252955841183,13.982826440136867,14.795358273226286,13.931148629935421
COL,2002.0,18.143650031213117,13.839926462071544,14.84944683152107,13.791765731498549
COL,2003.0,18.745950483953955,13.97583551505613,15.010651037765902,13.92610718515076
COM,1997.0,15.72317607086813,12.411902543326365,13.127356582421204,12.360370823153024
COM,1998.0,15.97625837393208,12.576540668606485,13.448575650893744,12.506831795819316
COM,1999.0,14.90759187041281,12.652903314074774,13.285723340369891,12.588989344440574
COM,2000.0,15.23539025875532,12.680319003683554,13.208025558301408,12.616150640920717
COM,2001.0,15.502662649488242,12.867938126048854,13.446678626183624,12.76891805589819
COM,2002.0,15.52726150178303,12.779085185837914,13.46462755070869,12.682378523079285
COM,2003.0,16.1775292903815,12.792131662375303,13.616673995143326,12.728849167214953
CPV,1997.0,16.38220015092745,12.593267351890626,13.34962390026223,12.536845129219548
CPV,1998.0,16.053716390229063,12.77982762237616,13.36567688018804,12.70427469585422
CPV,1999.0,15.559658373520694,12.876250979457398,13.532290608980556,12.808929114923732
CPV,2000.0,15.524996047791653,12.941747147280445,13.317507654906192,12.870884496540954
CPV,2001.0,15.556050298593142,13.15707002073092,13.463583054467007,13.051210526839304
CPV,2002.0,15.681483710269148,13.059423228953854,13.49035048249931,12.95747802600855
CPV,2003.0,16.391786392393534,13.03022070846094,13.62378959423952,12.966159218704393
CRI,1997.0,18.453853822687773,13.658279091480319,15.540603504683377,13.605804871368727
CRI,1998.0,18.75156838545625,13.751217028547744,15.970274548588668,13.696224329826695
CRI,1999.0,18.18168026468305,13.776926485997437,16.190607529566677,13.723439375633294
CRI,2000.0,18.42834004044917,13.909285874761885,15.948806980103965,13.852118901692313
CRI,2001.0,18.55950634148126,14.104001821759475,16.133046289721886,14.047912725141021
CRI,2002.0,18.721263932830627,14.024210730988159,16.351296583757367,13.974598977194193
CRI,2003.0,19.014278413914397,14.204706388773287,16.26429023207804,14.15144565292606
CUB,1997.0,17.7585874879685,13.734040459231803,14.302321209896759,13.674825016455092
CUB,1998.0,17.972743459636334,13.834165932368357,14.546299901030036,13.774236306852108
CUB,1999.0,17.219372389696485,13.834927649903454,14.545412725554089,13.778232994305375
CUB,2000.0,17.394790878266328,13.982440662836481,14.442162090555076,13.91936016533311
CUB,2001.0,17.41800871839672,14.210673843960198,14.59950594384765,14.150551210241373
CUB,2002.0,17.296270124650437,14.074536092240619,14.497541722671917,14.022956058328162
CUB,2003.0,17.761919367262514,14.21617307632219,14.605000427562837,14.168287144434366
CYP,1997.0,18.22923099685008,14.386915712611607,15.57489660944598,14.331511053923307
CYP,1998.0,18.284703348893828,14.452330256545013,15.775430500400367,14.396497396781838
CYP,1999.0,17.789578298148893,14.329501845825668,15.958408411834343,14.280311848499295
CYP,2000.0,18.122264246314767,14.44538376500983,15.831862438289829,14.388282233031807
CYP,2001.0,18.083787996418287,14.486783448777945,15.848444806626606,14.432883432965776
CYP,2002.0,18.192618685707863,14.55767301480362,16.019408268599655,14.51048093181452
CYP,2003.0,18.74796759064203,14.75837358982526,16.180519849778694,14.718750430404475
CZE,1997.0,19.403434146353842,15.916738078984087,16.4799623549013,15.860670455957013
CZE,1998.0,19.3621843974255,15.972864574138379,16.568323924799866,15.914308417800028
CZE,1999.0,18.68751542508014,16.030153975353546,16.637534797243475,15.970095219261317
CZE,2000.0,18.98351451874835,16.166187356936405,16.604399318867976,16.1003712564015
CZE,2001.0,19.14987359951237,16.19152264067349,16.70733090106795,16.123486547773116
CZE,2002.0,19.281821398441373,16.134923670093123,16.78096282249179,16.06824740826122
CZE,2003.0,19.851662710143327,16.33620113596256,16.973764032272097,16.297642010012513
DEU,1997.0,22.469404971079186,15.982280611019178,18.439144556907294,15.923624025402024
DEU,1998.0,22.42346870817264,16.04656800468515,18.56066543928987,15.986331693658546
DEU,1999.0,21.810845303468945,16.19545806261156,18.713355606499373,16.144149438924053
DEU,2000.0,22.098585719688277,16.354172967030465,18.48589267816721,16.299981493028707
DEU,2001.0,22.00713337163963,16.456948581329826,18.4386348300449,16.399623501215963
DEU,2002.0,22.065670130727533,16.219703126846387,18.514361866564077,16.173214266926664
DEU,2003.0,22.536428146204592,16.568853118016715,18.625711645654714,16.512441264044597
DJI,1997.0,17.274722033445986,13.554622277152815,14.860147767297638,13.502763450122979
DJI,1998.0,17.369514552636023,13.588346259339033,15.09279915771533,13.534985020505768
DJI,1999.0,16.985558609904835,13.545269157736847,15.398269989017045,13.494327944214787
DJI,2000.0,16.959643343353964,13.574706525725322,14.954553445641702,13.522245579153909
DJI,2001.0,16.991951094384138,13.720417786804948,15.054529531494147,13.668738416363873
DJI,2002.0,17.13220005217205,13.651860232317373,15.22972210063446,13.602870669982842
DJI,2003.0,17.652467158469626,13.799892909730662,15.354924095514118,13.754565059446545
DMA,1997.0,16.846841426186256,13.88021902611515,14.805609465851015,13.816970695543105
DMA,1998.0,16.571372810310635,13.968765954112662,14.817702344727264,13.906212002529402
DMA,1999.0,16.029304507083516,13.95298078205459,14.943575452722234,13.891755678952594
DMA,2000.0,16.40915591876912,14.097128605947868,14.910912888668244,14.033063054648222
DMA,2001.0,16.41916242258551,14.30360794651264,15.035548539762207,14.24043909646522
DMA,2002.0,16.617126716747457,14.175808083298756,15.19140102295065,14.117135960180716
DMA,2003.0,17.04144150887279,14.319961945669709,15.270875997850261,14.264263320079076
DNK,1997.0,19.774150935471106,15.741468255202205,16.712567911637933,15.685906462549625
DNK,1998.0,20.00931429986518,15.784401997659142,17.01381743405034,15.727120192569942
DNK,1999.0,19.236040944847733,15.86790672472083,17.02204830691485,15.809268261250601
